E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	E25	E26	E27	E28	E29	E30	E31	E32	E33	E34	E35	E36	E37	E38	E39	E40	E41	E42	E43	E44	E45	E46	E47	E48	E49	E50	E51	E52	E53	E54	E55	E56	E57	E58	E59	E60	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	EQ	SQ	accuracy	gender	age
3	2	2	3	4	2	2	1	1	4	3	2	3	3	2	2	2	1	3	4	1	2	1	1	4	2	3	2	3	4	1	1	4	3	2	4	4	3	3	2	4	2	1	4	2	1	2	3	4	1	2	2	4	2	4	1	2	4	4	1	3	2	2	3	4	2	2	1	1	4	3	2	3	3	2	2	2	1	3	4	1	2	1	1	4	2	3	2	3	4	1	1	4	3	2	4	4	3	3	2	4	2	1	4	2	1	2	3	4	1	2	2	4	2	4	1	2	4	4	1	47	54	95	2	40
4	1	4	4	3	3	1	3	1	3	3	4	2	0	4	4	4	4	2	3	3	4	0	3	2	0	2	0	1	1	4	2	4	1	3	4	4	0	2	2	1	4	2	1	4	3	3	2	1	0	0	4	2	1	1	1	1	4	2	0	4	1	4	4	3	3	1	3	1	3	3	4	2	0	4	4	4	4	2	3	3	4	0	3	2	0	2	0	1	1	4	2	4	1	3	4	4	0	2	2	1	4	2	1	4	3	3	2	1	0	0	4	2	1	1	1	1	4	2	0	31	19	70	2	18
1	4	4	4	1	4	1	4	1	4	4	1	1	1	1	4	1	4	1	1	1	4	4	4	1	4	4	4	1	1	4	4	1	4	2	4	1	4	4	1	1	4	4	4	4	4	4	1	1	4	4	4	1	4	1	4	0	1	4	4	1	4	4	4	1	4	1	4	1	4	4	1	1	1	1	4	1	4	1	1	1	4	4	4	1	4	4	4	1	1	4	4	1	4	2	4	1	4	4	1	1	4	4	4	4	4	4	1	1	4	4	4	1	4	1	4	0	1	4	4	41	11	75	2	28
2	1	3	3	3	3	3	3	3	3	2	1	3	2	2	3	3	2	2	3	3	3	3	2	2	2	3	4	1	2	3	2	2	2	3	2	2	3	2	3	3	3	2	3	2	3	2	2	2	3	3	3	2	3	3	3	2	3	3	4	2	1	3	3	3	3	3	3	3	3	2	1	3	2	2	3	3	2	2	3	3	3	3	2	2	2	3	4	1	2	3	2	2	2	3	2	2	3	2	3	3	3	2	3	2	3	2	2	2	3	3	3	2	3	3	3	2	3	3	4	31	18	85	1	26
4	1	2	1	2	2	1	2	1	4	3	1	2	1	2	3	2	3	4	3	1	3	1	4	4	3	1	3	1	3	4	3	2	1	1	3	2	3	4	4	3	3	1	4	3	1	4	2	1	4	2	2	3	3	2	3	3	2	3	2	4	1	2	1	2	2	1	2	1	4	3	1	2	1	2	3	2	3	4	3	1	3	1	4	4	3	1	3	1	3	4	3	2	1	1	3	2	3	4	4	3	3	1	4	3	1	4	2	1	4	2	2	3	3	2	3	3	2	3	2	33	23	80	2	32
2	2	3	2	3	2	2	2	2	4	2	1	3	3	3	3	2	2	3	3	3	3	2	2	2	2	3	3	1	3	3	1	3	2	3	2	3	2	2	2	2	3	2	3	2	3	2	2	3	3	2	2	3	2	3	2	2	4	3	2	2	2	3	2	3	2	2	2	2	4	2	1	3	3	3	3	2	2	3	3	3	3	2	2	2	2	3	3	1	3	3	1	3	2	3	2	3	2	2	2	2	3	2	3	2	3	2	2	3	3	2	2	3	2	3	2	2	4	3	2	31	30	90	2	28
3	1	3	1	2	2	2	2	3	3	2	1	4	1	3	3	2	1	4	3	2	4	1	2	1	1	3	4	3	3	4	1	4	3	3	3	4	4	3	2	3	2	1	4	1	4	1	3	3	4	2	4	4	4	4	1	1	4	0	1	3	1	3	1	2	2	2	2	3	3	2	1	4	1	3	3	2	1	4	3	2	4	1	2	1	1	3	4	3	3	4	1	4	3	3	3	4	4	3	2	3	2	1	4	1	4	1	3	3	4	2	4	4	4	4	1	1	4	0	1	37	48	80	2	19
2	3	4	2	1	4	1	2	2	3	4	1	2	2	2	3	2	3	2	2	3	4	3	2	1	3	2	3	2	1	2	0	1	3	2	4	2	4	3	4	2	4	3	3	4	3	4	2	1	4	3	3	2	1	3	4	3	4	4	3	2	3	4	2	1	4	1	2	2	3	4	1	2	2	2	3	2	3	2	2	3	4	3	2	1	3	2	3	2	1	2	0	1	3	2	4	2	4	3	4	2	4	3	3	4	3	4	2	1	4	3	3	2	1	3	4	3	4	4	3	46	8	85	2	22
3	3	3	4	3	1	1	4	3	3	2	1	3	2	2	3	3	2	3	3	4	4	1	4	4	2	4	2	3	2	4	1	2	3	2	3	3	2	3	2	3	4	4	2	2	4	2	2	1	4	1	2	1	4	3	3	2	4	4	3	3	3	3	4	3	1	1	4	3	3	2	1	3	2	2	3	3	2	3	3	4	4	1	4	4	2	4	2	3	2	4	1	2	3	2	3	3	2	3	2	3	4	4	2	2	4	2	2	1	4	1	2	1	4	3	3	2	4	4	3	50	33	88	1	20
4	2	4	4	4	1	4	1	1	4	1	1	4	1	4	4	1	1	4	4	1	4	1	1	4	1	1	3	3	1	4	1	1	1	1	1	3	1	4	4	4	1	4	1	1	2	3	3	1	4	1	1	4	4	4	4	1	4	4	1	4	2	4	4	4	1	4	1	1	4	1	1	4	1	4	4	1	1	4	4	1	4	1	1	4	1	1	3	3	1	4	1	1	1	1	1	3	1	4	4	4	1	4	1	1	2	3	3	1	4	1	1	4	4	4	4	1	4	4	1	21	55	96	2	52
3	1	2	2	3	1	1	2	4	4	2	1	2	2	1	1	3	2	3	3	2	3	3	3	4	2	2	3	1	2	2	1	2	3	2	4	3	3	4	3	3	4	4	4	4	3	1	3	3	2	3	2	4	3	3	3	3	3	3	2	3	1	2	2	3	1	1	2	4	4	2	1	2	2	1	1	3	2	3	3	2	3	3	3	4	2	2	3	1	2	2	1	2	3	2	4	3	3	4	3	3	4	4	4	4	3	1	3	3	2	3	2	4	3	3	3	3	3	3	2	68	28	98	2	18
2	2	3	3	3	3	2	2	2	3	2	2	3	3	2	3	1	3	2	3	3	2	2	3	3	2	2	3	2	2	3	2	2	2	2	2	3	2	3	3	2	2	2	1	3	0	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	2	2	2	3	2	2	3	3	2	3	1	3	2	3	3	2	2	3	3	2	2	3	2	2	3	2	2	2	2	2	3	2	3	3	2	2	2	1	3	0	2	2	2	2	3	3	3	3	3	3	3	3	3	2	47	17	95	2	64
3	2	3	2	3	2	2	2	4	3	2	1	2	3	2	2	3	2	3	3	3	2	1	2	3	2	2	3	2	3	3	2	3	2	3	3	3	3	3	2	2	2	0	3	3	3	3	2	2	3	3	3	3	1	2	2	2	3	3	2	3	2	3	2	3	2	2	2	4	3	2	1	2	3	2	2	3	2	3	3	3	2	1	2	3	2	2	3	2	3	3	2	3	2	3	3	3	3	3	2	2	2	0	3	3	3	3	2	2	3	3	3	3	1	2	2	2	3	3	2	52	24	97	2	46
2	3	3	4	1	1	2	2	2	3	2	2	3	1	1	4	1	1	4	3	1	3	3	4	4	2	3	4	3	2	2	2	3	3	2	3	3	1	4	3	2	1	1	3	2	4	2	2	3	4	3	2	2	1	2	3	2	1	4	3	2	3	3	4	1	1	2	2	2	3	2	2	3	1	1	4	1	1	4	3	1	3	3	4	4	2	3	4	3	2	2	2	3	3	2	3	3	1	4	3	2	1	1	3	2	4	2	2	3	4	3	2	2	1	2	3	2	1	4	3	29	30	90	2	15
4	3	3	3	4	1	1	3	3	4	2	1	4	4	3	4	3	2	3	3	1	4	2	3	4	2	4	3	4	3	1	3	4	3	3	2	3	1	4	2	3	2	2	4	2	4	3	3	4	4	2	4	4	1	4	2	2	4	4	2	4	3	3	3	4	1	1	3	3	4	2	1	4	4	3	4	3	2	3	3	1	4	2	3	4	2	4	3	4	3	1	3	4	3	3	2	3	1	4	2	3	2	2	4	2	4	3	3	4	4	2	4	4	1	4	2	2	4	4	2	32	48	100	1	16
3	2	4	3	3	2	2	3	3	3	1	1	3	3	4	3	3	2	2	4	3	3	3	1	3	2	4	2	2	4	1	2	3	3	2	3	2	2	2	1	2	2	1	4	2	3	3	2	4	2	2	1	3	1	4	2	2	3	4	3	3	2	4	3	3	2	2	3	3	3	1	1	3	3	4	3	3	2	2	4	3	3	3	1	3	2	4	2	2	4	1	2	3	3	2	3	2	2	2	1	2	2	1	4	2	3	3	2	4	2	2	1	3	1	4	2	2	3	4	3	29	43	75	1	19
2	2	3	2	2	2	1	3	3	3	2	3	3	3	2	3	3	2	3	3	2	4	2	2	2	2	2	2	1	3	2	2	3	1	2	2	2	2	3	3	3	2	2	4	2	4	3	3	2	3	4	3	3	2	3	2	3	4	3	2	2	2	3	2	2	2	1	3	3	3	2	3	3	3	2	3	3	2	3	3	2	4	2	2	2	2	2	2	1	3	2	2	3	1	2	2	2	2	3	3	3	2	2	4	2	4	3	3	2	3	4	3	3	2	3	2	3	4	3	2	52	26	80	2	48
1	3	3	2	2	4	1	3	2	1	2	2	3	3	1	3	3	2	1	3	3	3	2	1	2	4	1	3	3	1	2	4	2	3	3	3	2	3	3	2	2	3	3	2	4	3	1	2	3	1	3	2	1	2	1	4	3	1	3	4	1	3	3	2	2	4	1	3	2	1	2	2	3	3	1	3	3	2	1	3	3	3	2	1	2	4	1	3	3	1	2	4	2	3	3	3	2	3	3	2	2	3	3	2	4	3	1	2	3	1	3	2	1	2	1	4	3	1	3	4	53	13	80	2	47
3	3	3	2	1	3	1	3	2	1	3	4	1	2	1	4	4	4	2	2	2	4	1	4	1	4	3	4	1	4	4	2	3	3	4	1	1	4	4	2	1	4	2	4	3	4	3	1	1	4	4	4	1	2	2	4	4	3	3	4	3	3	3	2	1	3	1	3	2	1	3	4	1	2	1	4	4	4	2	2	2	4	1	4	1	4	3	4	1	4	4	2	3	3	4	1	1	4	4	2	1	4	2	4	3	4	3	1	1	4	4	4	1	2	2	4	4	3	3	4	38	12	90	2	26
4	1	1	1	4	2	4	2	1	1	2	1	4	2	3	4	2	1	3	3	1	1	2	1	4	1	4	1	1	2	1	1	4	4	1	3	4	1	4	2	3	3	1	3	2	1	1	2	4	2	2	3	2	3	3	2	2	4	3	4	4	1	1	1	4	2	4	2	1	1	2	1	4	2	3	4	2	1	3	3	1	1	2	1	4	1	4	1	1	2	1	1	4	4	1	3	4	1	4	2	3	3	1	3	2	1	1	2	4	2	2	3	2	3	3	2	2	4	3	4	24	52	100	1	22
4	1	3	1	2	3	3	4	3	3	2	1	4	3	2	3	3	1	4	4	1	3	2	2	2	3	2	3	2	4	3	1	2	1	1	2	2	3	2	3	3	3	1	4	2	2	3	2	2	3	2	3	4	3	3	2	2	4	3	1	4	1	3	1	2	3	3	4	3	3	2	1	4	3	2	3	3	1	4	4	1	3	2	2	2	3	2	3	2	4	3	1	2	1	1	2	2	3	2	3	3	3	1	4	2	2	3	2	2	3	2	3	4	3	3	2	2	4	3	1	10	36	85	2	20
2	3	2	2	3	2	1	2	1	2	2	3	2	3	1	2	3	2	3	3	2	1	1	2	3	1	1	2	1	2	1	2	2	2	1	3	3	3	4	1	2	3	2	3	3	1	1	1	3	2	2	1	3	2	2	1	3	1	3	2	2	3	2	2	3	2	1	2	1	2	2	3	2	3	1	2	3	2	3	3	2	1	1	2	3	1	1	2	1	2	1	2	2	2	1	3	3	3	4	1	2	3	2	3	3	1	1	1	3	2	2	1	3	2	2	1	3	1	3	2	40	29	90	2	51
1	3	3	1	3	4	1	3	2	1	2	2	1	3	1	3	3	1	1	3	4	3	1	1	1	4	3	4	3	1	1	4	1	3	3	3	1	4	3	2	1	4	2	2	4	3	1	1	4	1	2	3	1	2	1	4	2	2	2	4	1	3	3	1	3	4	1	3	2	1	2	2	1	3	1	3	3	1	1	3	4	3	1	1	1	4	3	4	3	1	1	4	1	3	3	3	1	4	3	2	1	4	2	2	4	3	1	1	4	1	2	3	1	2	1	4	2	2	2	4	60	20	75	2	47
4	3	3	1	4	1	3	3	3	4	1	4	4	3	2	1	1	1	4	4	3	3	1	1	4	1	4	1	1	4	1	2	4	3	2	4	3	2	4	2	4	1	1	4	2	4	4	3	3	4	1	3	4	3	4	1	3	4	4	2	4	3	3	1	4	1	3	3	3	4	1	4	4	3	2	1	1	1	4	4	3	3	1	1	4	1	4	1	1	4	1	2	4	3	2	4	3	2	4	2	4	1	1	4	2	4	4	3	3	4	1	3	4	3	4	1	3	4	4	2	48	57	97	1	19
3	1	4	2	4	4	3	4	1	3	1	1	2	1	2	4	1	1	4	4	1	3	1	2	4	2	1	3	2	4	2	1	4	2	2	2	3	4	4	4	4	2	1	3	2	1	4	3	3	4	2	2	3	3	4	3	1	4	3	3	3	1	4	2	4	4	3	4	1	3	1	1	2	1	2	4	1	1	4	4	1	3	1	2	4	2	1	3	2	4	2	1	4	2	2	2	3	4	4	4	4	2	1	3	2	1	4	3	3	4	2	2	3	3	4	3	1	4	3	3	25	43	100	2	29
2	2	3	2	3	3	1	4	2	2	3	2	2	2	1	1	2	3	2	3	2	2	3	2	3	2	2	2	1	2	2	3	1	2	3	3	2	2	4	2	2	2	3	3	3	3	2	2	2	1	3	2	3	3	1	3	3	2	3	2	2	2	3	2	3	3	1	4	2	2	3	2	2	2	1	1	2	3	2	3	2	2	3	2	3	2	2	2	1	2	2	3	1	2	3	3	2	2	4	2	2	2	3	3	3	3	2	2	2	1	3	2	3	3	1	3	3	2	3	2	52	13	90	2	46
3	3	3	1	2	1	1	1	2	3	3	2	4	1	3	4	1	2	1	1	2	3	3	1	2	2	1	4	1	4	2	1	2	2	1	3	2	4	4	2	1	3	1	4	4	3	1	1	2	4	2	1	2	3	2	1	3	4	4	4	3	3	3	1	2	1	1	1	2	3	3	2	4	1	3	4	1	2	1	1	2	3	3	1	2	2	1	4	1	4	2	1	2	2	1	3	2	4	4	2	1	3	1	4	4	3	1	1	2	4	2	1	2	3	2	1	3	4	4	4	63	26	95	2	30
3	1	2	2	4	1	1	2	2	1	2	1	2	1	3	4	3	4	3	4	1	3	1	1	4	1	1	2	2	2	2	4	4	1	2	2	2	2	4	4	2	3	4	2	2	2	2	3	2	3	2	3	3	3	3	2	3	4	2	3	3	1	2	2	4	1	1	2	2	1	2	1	2	1	3	4	3	4	3	4	1	3	1	1	4	1	1	2	2	2	2	4	4	1	2	2	2	2	4	4	2	3	4	2	2	2	2	3	2	3	2	3	3	3	3	2	3	4	2	3	28	32	85	1	27
3	1	3	2	1	2	1	3	3	3	2	4	2	3	3	4	1	1	1	3	1	4	3	2	1	3	1	4	1	3	4	3	2	2	2	4	1	2	2	3	1	3	2	4	2	3	3	1	1	4	3	4	1	3	3	2	4	3	4	3	3	1	3	2	1	2	1	3	3	3	2	4	2	3	3	4	1	1	1	3	1	4	3	2	1	3	1	4	1	3	4	3	2	2	2	4	1	2	2	3	1	3	2	4	2	3	3	1	1	4	3	4	1	3	3	2	4	3	4	3	57	17	95	2	56
2	1	2	2	4	1	2	4	1	2	1	1	4	1	4	1	1	1	1	4	3	2	1	1	4	2	3	3	1	3	1	1	4	4	2	4	4	4	3	2	3	1	4	3	4	4	2	2	4	4	1	1	1	1	3	1	1	4	4	4	2	1	2	2	4	1	2	4	1	2	1	1	4	1	4	1	1	1	1	4	3	2	1	1	4	2	3	3	1	3	1	1	4	4	2	4	4	4	3	2	3	1	4	3	4	4	2	2	4	4	1	1	1	1	3	1	1	4	4	4	52	47	80	1	21
2	1	3	2	1	3	1	2	2	3	4	2	1	2	3	3	1	3	2	2	2	3	3	3	2	3	2	3	1	3	2	1	2	2	3	3	2	2	2	3	2	3	4	4	3	2	2	2	2	4	2	2	2	3	3	3	3	4	3	3	2	1	3	2	1	3	1	2	2	3	4	2	1	2	3	3	1	3	2	2	2	3	3	3	2	3	2	3	1	3	2	1	2	2	3	3	2	2	2	3	2	3	4	4	3	2	2	2	2	4	2	2	2	3	3	3	3	4	3	3	39	11	80	2	52
3	2	2	2	3	2	2	2	3	3	2	2	3	2	3	3	3	2	3	4	2	2	3	2	3	3	3	2	2	2	2	2	3	3	1	2	3	3	3	2	3	2	1	3	2	3	2	2	3	2	2	2	3	2	4	2	2	3	3	3	3	2	2	2	3	2	2	2	3	3	2	2	3	2	3	3	3	2	3	4	2	2	3	2	3	3	3	2	2	2	2	2	3	3	1	2	3	3	3	2	3	2	1	3	2	3	2	2	3	2	2	2	3	2	4	2	2	3	3	3	28	34	100	1	19
4	1	4	4	4	1	4	3	1	4	1	3	4	2	1	4	1	1	3	4	3	4	1	1	3	1	3	4	4	3	2	1	4	2	1	3	4	1	2	2	4	2	1	4	2	1	4	3	4	3	1	4	3	4	3	1	1	3	3	4	4	1	4	4	4	1	4	3	1	4	1	3	4	2	1	4	1	1	3	4	3	4	1	1	3	1	3	4	4	3	2	1	4	2	1	3	4	1	2	2	4	2	1	4	2	1	4	3	4	3	1	4	3	4	3	1	1	3	3	4	9	59	90	1	28
3	3	3	1	4	3	3	3	2	4	2	4	4	2	3	3	1	2	4	4	2	3	1	1	3	1	4	3	1	3	2	4	4	3	4	2	4	4	3	2	4	3	1	4	4	4	4	4	2	4	1	2	4	3	4	1	4	4	3	1	3	3	3	1	4	3	3	3	2	4	2	4	4	2	3	3	1	2	4	4	2	3	1	1	3	1	4	3	1	3	2	4	4	3	4	2	4	4	3	2	4	3	1	4	4	4	4	4	2	4	1	2	4	3	4	1	4	4	3	1	26	46	98	1	20
3	2	3	2	2	3	3	2	4	1	3	1	2	1	3	3	1	1	1	3	3	3	2	1	3	3	2	4	1	2	1	3	4	3	1	3	3	2	4	2	2	4	2	4	4	3	2	1	4	1	4	1	1	3	3	3	3	1	1	4	3	2	3	2	2	3	3	2	4	1	3	1	2	1	3	3	1	1	1	3	3	3	2	1	3	3	2	4	1	2	1	3	4	3	1	3	3	2	4	2	2	4	2	4	4	3	2	1	4	1	4	1	1	3	3	3	3	1	1	4	42	28	95	2	13
2	1	2	1	4	3	3	2	2	3	2	2	4	3	4	2	3	1	2	4	4	3	2	1	4	2	1	2	3	3	2	2	4	3	1	2	2	3	3	1	3	2	4	3	1	3	1	2	4	1	2	1	3	1	3	2	2	2	3	4	2	1	2	1	4	3	3	2	2	3	2	2	4	3	4	2	3	1	2	4	4	3	2	1	4	2	1	2	3	3	2	2	4	3	1	2	2	3	3	1	3	2	4	3	1	3	1	2	4	1	2	1	3	1	3	2	2	2	3	4	41	42	90	1	29
3	2	3	2	3	3	3	3	2	3	2	2	3	2	2	3	3	3	2	3	4	3	3	2	2	2	3	2	3	2	3	1	3	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	3	3	3	2	3	3	3	2	4	2	3	3	2	3	2	3	3	3	3	2	3	2	2	3	2	2	3	3	3	2	3	4	3	3	2	2	2	3	2	3	2	3	1	3	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	3	3	3	2	3	3	3	2	4	2	3	29	21	90	1	18
2	1	2	4	1	1	3	1	4	4	2	2	3	3	1	4	1	1	3	3	1	2	2	3	3	2	1	4	1	4	4	1	2	1	2	2	1	3	2	4	1	4	1	4	4	2	1	1	1	4	4	1	3	3	3	2	4	1	4	1	2	1	2	4	1	1	3	1	4	4	2	2	3	3	1	4	1	1	3	3	1	2	2	3	3	2	1	4	1	4	4	1	2	1	2	2	1	3	2	4	1	4	1	4	4	2	1	1	1	4	4	1	3	3	3	2	4	1	4	1	54	29	100	2	35
3	3	3	2	3	2	1	3	2	3	2	3	2	2	1	3	1	3	2	4	1	3	1	2	2	3	2	3	1	2	2	2	3	3	2	3	3	3	4	3	1	3	3	1	2	4	1	3	2	4	2	2	1	1	2	3	3	4	3	2	3	3	3	2	3	2	1	3	2	3	2	3	2	2	1	3	1	3	2	4	1	3	1	2	2	3	2	3	1	2	2	2	3	3	2	3	3	3	4	3	1	3	3	1	2	4	1	3	2	4	2	2	1	1	2	3	3	4	3	2	44	19	100	2	23
4	1	3	2	2	2	2	3	1	3	2	2	2	2	3	3	2	2	3	2	2	3	2	1	2	2	3	2	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	3	3	3	3	2	4	3	2	3	3	4	3	1	3	3	3	2	4	1	3	2	2	2	2	3	1	3	2	2	2	2	3	3	2	2	3	2	2	3	2	1	2	2	3	2	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	3	3	3	3	2	4	3	2	3	3	4	3	1	3	3	3	2	23	29	75	1	24
1	1	3	2	2	4	1	2	3	3	2	2	1	2	1	3	4	4	2	1	1	1	4	2	1	4	2	4	3	1	2	1	1	2	3	2	1	4	2	3	3	4	1	1	4	3	3	1	3	3	4	2	1	3	3	4	4	3	3	3	1	1	3	2	2	4	1	2	3	3	2	2	1	2	1	3	4	4	2	1	1	1	4	2	1	4	2	4	3	1	2	1	1	2	3	2	1	4	2	3	3	4	1	1	4	3	3	1	3	3	4	2	1	3	3	4	4	3	3	3	55	12	90	1	669
4	1	3	3	4	4	1	4	4	4	1	1	4	1	4	2	4	1	2	4	3	2	1	2	4	1	4	2	1	4	1	1	4	4	1	4	4	4	4	1	4	2	1	4	1	4	1	2	4	4	3	4	4	4	4	3	1	4	3	1	4	1	3	3	4	4	1	4	4	4	1	1	4	1	4	2	4	1	2	4	3	2	1	2	4	1	4	2	1	4	1	1	4	4	1	4	4	4	4	1	4	2	1	4	1	4	1	2	4	4	3	4	4	4	4	3	1	4	3	1	48	59	100	1	20
3	2	2	2	3	2	2	3	3	3	2	2	3	3	2	3	3	2	3	3	3	2	2	1	3	3	3	2	3	3	1	2	3	3	2	3	2	2	3	2	3	3	3	4	2	3	2	2	3	2	3	2	3	2	3	2	2	3	3	2	3	2	2	2	3	2	2	3	3	3	2	2	3	3	2	3	3	2	3	3	3	2	2	1	3	3	3	2	3	3	1	2	3	3	2	3	2	2	3	2	3	3	3	4	2	3	2	2	3	2	3	2	3	2	3	2	2	3	3	2	28	34	90	2	60
3	2	3	2	3	4	1	3	2	3	3	2	2	1	1	3	2	2	2	2	2	3	3	2	3	2	3	3	3	3	3	2	3	2	2	1	2	2	3	1	2	4	3	3	4	2	4	2	2	3	3	3	3	3	3	2	4	3	3	3	3	2	3	2	3	4	1	3	2	3	3	2	2	1	1	3	2	2	2	2	2	3	3	2	3	2	3	3	3	3	3	2	3	2	2	1	2	2	3	1	2	4	3	3	4	2	4	2	2	3	3	3	3	3	3	2	4	3	3	3	17	19	93	1	43
2	1	2	3	3	4	3	2	2	4	1	2	3	2	2	4	1	2	3	4	2	4	3	1	3	1	3	3	2	2	1	2	4	2	1	1	2	3	4	2	3	4	2	2	2	3	2	3	3	3	2	2	2	2	3	3	2	2	2	3	2	1	2	3	3	4	3	2	2	4	1	2	3	2	2	4	1	2	3	4	2	4	3	1	3	1	3	3	2	2	1	2	4	2	1	1	2	3	4	2	3	4	2	2	2	3	2	3	3	3	2	2	2	2	3	3	2	2	2	3	6	32	60	1	22
4	0	3	2	3	1	2	1	4	2	3	4	3	2	2	4	4	1	3	3	3	3	4	0	2	1	3	4	1	2	0	2	3	0	0	3	3	4	1	0	3	2	1	2	0	4	3	4	1	4	3	1	4	3	4	3	1	3	1	3	4	0	3	2	3	1	2	1	4	2	3	4	3	2	2	4	4	1	3	3	3	3	4	0	2	1	3	4	1	2	0	2	3	0	0	3	3	4	1	0	3	2	1	2	0	4	3	4	1	4	3	1	4	3	4	3	1	3	1	3	48	26	99	2	18
3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	2	3	2	2	3	2	2	2	2	2	2	3	2	3	3	2	3	2	4	2	3	2	2	3	2	2	3	3	2	3	3	2	3	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	2	3	2	2	3	2	2	2	2	2	2	3	2	3	3	2	3	2	4	2	3	2	2	3	2	2	3	3	2	3	3	2	3	2	3	32	26	90	1	23
1	2	3	2	3	3	2	3	1	3	2	2	2	4	1	3	2	3	2	3	2	3	2	1	2	2	3	3	2	2	2	3	2	2	3	4	2	2	2	3	2	3	2	4	3	3	2	2	3	3	3	3	2	1	2	3	3	2	3	3	1	2	3	2	3	3	2	3	1	3	2	2	2	4	1	3	2	3	2	3	2	3	2	1	2	2	3	3	2	2	2	3	2	2	3	4	2	2	2	3	2	3	2	4	3	3	2	2	3	3	3	3	2	1	2	3	3	2	3	3	46	14	92	2	50
3	1	3	4	4	4	4	3	1	1	1	1	3	4	3	4	4	1	1	4	2	4	3	1	2	3	3	2	4	1	1	4	4	3	1	1	3	1	2	1	3	1	2	3	2	3	3	3	4	3	1	3	3	3	4	1	1	4	3	2	3	1	3	4	4	4	4	3	1	1	1	1	3	4	3	4	4	1	1	4	2	4	3	1	2	3	3	2	4	1	1	4	4	3	1	1	3	1	2	1	3	1	2	3	2	3	3	3	4	3	1	3	3	3	4	1	1	4	3	2	15	51	90	1	36
3	2	3	1	2	2	1	3	2	3	3	1	2	1	2	3	2	3	1	3	2	4	2	2	1	2	4	3	1	1	4	4	1	1	3	3	1	1	4	3	1	3	4	3	4	4	4	1	1	4	4	3	1	1	2	3	3	4	3	4	3	2	3	1	2	2	1	3	2	3	3	1	2	1	2	3	2	3	1	3	2	4	2	2	1	2	4	3	1	1	4	4	1	1	3	3	1	1	4	3	1	3	4	3	4	4	4	1	1	4	4	3	1	1	2	3	3	4	3	4	49	11	89	2	16
3	1	2	2	4	2	3	3	2	1	1	2	4	3	4	4	3	1	3	4	3	2	2	1	3	4	1	3	2	4	2	1	3	4	1	1	4	2	3	1	4	1	4	4	1	3	3	3	3	2	2	3	4	3	3	1	1	4	3	4	3	1	2	2	4	2	3	3	2	1	1	2	4	3	4	4	3	1	3	4	3	2	2	1	3	4	1	3	2	4	2	1	3	4	1	1	4	2	3	1	4	1	4	4	1	3	3	3	3	2	2	3	4	3	3	1	1	4	3	4	16	52	95	2	68
2	2	2	2	2	3	1	3	2	2	2	2	2	3	3	3	3	2	2	2	2	3	2	2	2	3	2	3	3	3	2	3	2	2	3	3	2	2	2	2	2	3	3	3	3	2	2	2	2	2	3	2	2	2	3	3	3	2	3	3	2	2	2	2	2	3	1	3	2	2	2	2	2	3	3	3	3	2	2	2	2	3	2	2	2	3	2	3	3	3	2	3	2	2	3	3	2	2	2	2	2	3	3	3	3	2	2	2	2	2	3	2	2	2	3	3	3	2	3	3	40	13	90	2	38
2	1	2	2	4	2	2	4	2	1	2	2	4	2	1	3	3	2	1	3	3	4	3	2	1	3	4	3	1	3	4	2	3	2	3	3	2	1	3	2	1	4	3	4	3	2	3	1	1	4	1	4	1	4	2	3	3	2	3	4	2	1	2	2	4	2	2	4	2	1	2	2	4	2	1	3	3	2	1	3	3	4	3	2	1	3	4	3	1	3	4	2	3	2	3	3	2	1	3	2	1	4	3	4	3	2	3	1	1	4	1	4	1	4	2	3	3	2	3	4	31	20	90	2	16
4	3	1	3	3	3	3	4	4	3	2	1	4	1	4	2	3	2	2	3	1	3	3	2	2	3	2	3	3	3	2	3	2	4	1	4	4	2	1	1	2	2	3	1	4	1	2	2	4	2	2	2	3	2	4	1	2	4	4	2	4	3	1	3	3	3	3	4	4	3	2	1	4	1	4	2	3	2	2	3	1	3	3	2	2	3	2	3	3	3	2	3	2	4	1	4	4	2	1	1	2	2	3	1	4	1	2	2	4	2	2	2	3	2	4	1	2	4	4	2	54	37	100	1	15
