E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	E25	E26	E27	E28	E29	E30	E31	E32	E33	E34	E35	E36	E37	E38	E39	E40	E41	E42	E43	E44	E45	E46	E47	E48	E49	E50	E51	E52	E53	E54	E55	E56	E57	E58	E59	E60	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	EQ	SQ	accuracy	gender	age
3	1	3	2	2	2	1	3	4	3	2	2	3	2	2	3	3	3	1	3	1	3	3	2	3	3	1	4	2	3	3	3	2	2	2	2	4	2	3	3	3	3	2	3	2	4	3	4	2	3	2	0	3	3	4	3	3	2	4	2	3	1	3	2	2	2	1	3	4	3	2	2	3	2	2	3	3	3	1	3	1	3	3	2	3	3	1	4	2	3	3	3	2	2	2	2	4	2	3	3	3	3	2	3	2	4	3	4	2	3	2	0	3	3	4	3	3	2	4	2	45	24	90	2	25
2	2	3	2	2	3	2	3	2	3	2	3	2	2	3	3	3	2	2	3	1	3	2	3	3	2	2	4	3	4	4	3	2	2	2	2	2	2	2	3	2	3	2	3	3	3	2	2	2	2	3	3	2	3	2	3	3	2	3	3	2	2	3	2	2	3	2	3	2	3	2	3	2	2	3	3	3	2	2	3	1	3	2	3	3	2	2	4	3	4	4	3	2	2	2	2	2	2	2	3	2	3	2	3	3	3	2	2	2	2	3	3	2	3	2	3	3	2	3	3	32	14	75	2	17
3	1	2	4	3	2	3	1	2	3	1	1	4	4	4	2	2	1	4	4	3	2	1	1	4	1	1	2	3	3	1	1	4	4	1	3	3	4	4	1	4	1	1	4	2	2	2	3	4	2	1	1	3	3	3	2	1	2	4	2	3	1	2	4	3	2	3	1	2	3	1	1	4	4	4	2	2	1	4	4	3	2	1	1	4	1	1	2	3	3	1	1	4	4	1	3	3	4	4	1	4	1	1	4	2	2	2	3	4	2	1	1	3	3	3	2	1	2	4	2	12	62	91	1	18
3	1	2	2	3	0	3	3	2	4	1	0	3	1	1	3	3	2	4	4	3	2	1	2	2	2	2	3	1	1	4	1	3	1	3	3	3	4	3	3	4	2	4	1	4	3	2	3	3	3	1	2	4	2	4	2	1	4	3	2	3	1	2	2	3	0	3	3	2	4	1	0	3	1	1	3	3	2	4	4	3	2	1	2	2	2	2	3	1	1	4	1	3	1	3	3	3	4	3	3	4	2	4	1	4	3	2	3	3	3	1	2	4	2	4	2	1	4	3	2	27	33	100	1	35
1	2	4	4	2	4	1	3	4	1	2	2	4	1	1	4	4	1	1	4	3	4	4	3	1	4	1	4	1	1	4	1	3	4	3	1	1	4	4	4	1	4	4	3	4	4	4	1	1	4	4	4	1	2	1	4	4	4	1	4	1	2	4	4	2	4	1	3	4	1	2	2	4	1	1	4	4	1	1	4	3	4	4	3	1	4	1	4	1	1	4	1	3	4	3	1	1	4	4	4	1	4	4	3	4	4	4	1	1	4	4	4	1	2	1	4	4	4	1	4	27	16	95	1	15
3	1	2	2	2	4	3	2	1	1	3	2	3	1	2	4	2	1	3	4	2	3	2	1	4	4	1	1	1	2	2	2	2	4	3	1	1	3	4	1	2	3	2	4	3	1	1	1	2	4	4	1	2	1	2	1	3	3	3	4	3	1	2	2	2	4	3	2	1	1	3	2	3	1	2	4	2	1	3	4	2	3	2	1	4	4	1	1	1	2	2	2	2	4	3	1	1	3	4	1	2	3	2	4	3	1	1	1	2	4	4	1	2	1	2	1	3	3	3	4	17	27	100	2	15
2	2	4	1	1	3	1	2	2	4	1	2	1	2	1	3	3	3	1	1	2	3	4	1	1	4	3	2	2	2	2	2	2	2	3	2	1	3	3	3	1	3	2	4	4	4	2	1	1	3	4	1	1	1	2	3	3	3	3	3	2	2	4	1	1	3	1	2	2	4	1	2	1	2	1	3	3	3	1	1	2	3	4	1	1	4	3	2	2	2	2	2	2	2	3	2	1	3	3	3	1	3	2	4	4	4	2	1	1	3	4	1	1	1	2	3	3	3	3	3	52	11	70	2	18
3	1	3	4	4	3	4	2	3	3	3	2	4	3	4	3	3	1	4	4	4	2	2	1	3	1	3	1	1	2	2	2	4	2	1	2	4	2	4	2	3	1	4	1	1	3	3	3	4	1	1	3	4	3	4	1	1	4	4	1	3	1	3	4	4	3	4	2	3	3	3	2	4	3	4	3	3	1	4	4	4	2	2	1	3	1	3	1	1	2	2	2	4	2	1	2	4	2	4	2	3	1	4	1	1	3	3	3	4	1	1	3	4	3	4	1	1	4	4	1	25	54	85	1	57
4	1	2	1	3	3	2	4	2	1	3	1	2	2	2	4	3	2	2	4	2	3	2	2	4	3	3	2	2	2	3	2	2	3	2	2	2	1	4	1	2	3	3	4	4	4	2	1	3	2	3	1	2	1	3	2	3	4	3	4	4	1	2	1	3	3	2	4	2	1	3	1	2	2	2	4	3	2	2	4	2	3	2	2	4	3	3	2	2	2	3	2	2	3	2	2	2	1	4	1	2	3	3	4	4	4	2	1	3	2	3	1	2	1	3	2	3	4	3	4	32	25	100	1	16
2	1	3	1	3	2	2	2	1	3	3	1	1	1	3	4	1	2	3	4	1	4	3	3	2	3	1	3	2	2	4	2	2	3	3	2	2	3	3	1	2	2	3	4	3	3	2	1	1	2	4	2	2	3	2	3	2	3	2	2	2	1	3	1	3	2	2	2	1	3	3	1	1	1	3	4	1	2	3	4	1	4	3	3	2	3	1	3	2	2	4	2	2	3	3	2	2	3	3	1	2	2	3	4	3	3	2	1	1	2	4	2	2	3	2	3	2	3	2	2	28	17	76	2	22
3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	3	2	2	3	3	2	2	1	2	2	3	2	3	3	2	2	3	2	2	3	2	3	3	2	3	3	2	3	2	2	2	3	3	2	2	2	3	1	3	3	3	3	3	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	3	2	2	3	3	2	2	1	2	2	3	2	3	3	2	2	3	2	2	3	2	3	3	2	3	3	2	3	2	2	2	3	3	2	2	2	3	1	3	3	3	3	3	2	33	28	100	1	28
3	1	2	1	2	4	2	4	1	4	2	1	3	2	4	4	3	2	2	3	4	4	4	2	2	3	1	1	3	3	2	1	2	3	2	3	2	3	3	2	1	4	3	3	3	3	2	1	3	2	2	2	2	2	3	2	2	4	3	4	3	1	2	1	2	4	2	4	1	4	2	1	3	2	4	4	3	2	2	3	4	4	4	2	2	3	1	1	3	3	2	1	2	3	2	3	2	3	3	2	1	4	3	3	3	3	2	1	3	2	2	2	2	2	3	2	2	4	3	4	22	26	95	1	15
3	1	3	1	3	2	1	2	4	3	3	3	3	2	2	2	2	2	3	3	1	2	3	2	4	3	4	4	1	0	1	2	1	3	3	3	2	3	2	2	2	2	1	4	2	4	3	2	4	4	4	3	2	1	3	2	2	4	4	2	3	1	3	1	3	2	1	2	4	3	3	3	3	2	2	2	2	2	3	3	1	2	3	2	4	3	4	4	1	0	1	2	1	3	3	3	2	3	2	2	2	2	1	4	2	4	3	2	4	4	4	3	2	1	3	2	2	4	4	2	66	26	80	2	18
2	2	2	1	3	2	2	2	3	3	3	3	2	1	2	3	2	2	2	3	3	3	3	2	3	2	2	3	2	2	2	3	3	2	2	2	2	2	3	2	2	3	3	3	3	2	2	2	2	2	3	2	2	2	2	2	3	3	3	3	2	2	2	1	3	2	2	2	3	3	3	3	2	1	2	3	2	2	2	3	3	3	3	2	3	2	2	3	2	2	2	3	3	2	2	2	2	2	3	2	2	3	3	3	3	2	2	2	2	2	3	2	2	2	2	2	3	3	3	3	29	14	70	2	21
3	0	4	0	1	3	1	3	2	0	3	4	2	1	3	3	4	0	0	1	0	0	4	0	0	4	3	4	1	3	2	0	1	0	0	0	1	4	0	0	1	0	3	1	4	2	3	0	3	3	4	2	1	3	1	0	0	0	4	3	3	0	4	0	1	3	1	3	2	0	3	4	2	1	3	3	4	0	0	1	0	0	4	0	0	4	3	4	1	3	2	0	1	0	0	0	1	4	0	0	1	0	3	1	4	2	3	0	3	3	4	2	1	3	1	0	0	0	4	3	49	5	50	2	33
2	1	2	1	3	2	2	4	1	4	2	2	4	2	2	2	1	2	3	3	2	2	3	2	4	3	3	4	1	2	3	1	3	2	1	3	2	1	4	3	2	2	2	4	3	4	3	2	1	4	2	1	2	3	2	1	3	3	3	3	2	1	2	1	3	2	2	4	1	4	2	2	4	2	2	2	1	2	3	3	2	2	3	2	4	3	3	4	1	2	3	1	3	2	1	3	2	1	4	3	2	2	2	4	3	4	3	2	1	4	2	1	2	3	2	1	3	3	3	3	50	25	97	2	16
2	1	4	1	3	2	2	3	3	3	2	2	3	1	2	0	2	2	3	3	1	3	2	2	3	2	1	4	3	4	2	2	3	2	3	2	3	3	3	2	2	3	1	4	3	3	2	2	2	2	3	1	2	1	2	3	2	3	2	3	2	1	4	1	3	2	2	3	3	3	2	2	3	1	2	0	2	2	3	3	1	3	2	2	3	2	1	4	3	4	2	2	3	2	3	2	3	3	3	2	2	3	1	4	3	3	2	2	2	2	3	1	2	1	2	3	2	3	2	3	21	25	95	2	20
3	1	1	4	4	1	4	1	2	1	1	1	4	3	3	4	2	1	3	4	1	3	3	1	4	2	1	2	3	3	3	1	4	3	1	1	3	2	4	1	4	2	1	3	1	2	3	2	4	4	1	2	2	4	3	1	1	4	4	2	3	1	1	4	4	1	4	1	2	1	1	1	4	3	3	4	2	1	3	4	1	3	3	1	4	2	1	2	3	3	3	1	4	3	1	1	3	2	4	1	4	2	1	3	1	2	3	2	4	4	1	2	2	4	3	1	1	4	4	2	5	57	100	1	34
1	1	3	2	1	2	1	2	3	2	3	2	2	4	1	2	3	2	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	4	1	1	1	2	3	2	2	1	4	4	2	1	1	3	2	1	2	1	3	2	3	2	4	2	1	1	3	2	1	2	1	2	3	2	3	2	2	4	1	2	3	2	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	4	1	1	1	2	3	2	2	1	4	4	2	1	1	3	2	1	2	1	3	2	3	2	4	2	65	20	95	2	21
2	2	2	2	2	3	2	4	2	3	2	2	2	3	3	4	2	2	1	2	4	2	3	2	3	3	1	3	2	4	2	3	2	2	2	1	2	3	2	4	2	2	3	3	3	3	3	1	2	3	3	2	2	3	2	3	3	2	3	3	2	2	2	2	2	3	2	4	2	3	2	2	2	3	3	4	2	2	1	2	4	2	3	2	3	3	1	3	2	4	2	3	2	2	2	1	2	3	2	4	2	2	3	3	3	3	3	1	2	3	3	2	2	3	2	3	3	2	3	3	30	11	80	2	20
2	1	2	1	2	2	2	1	4	3	4	2	3	2	2	3	2	2	3	2	4	3	3	3	2	2	3	4	3	4	2	2	2	3	2	2	2	2	3	2	2	2	2	4	4	4	3	1	1	3	3	2	2	1	1	1	2	4	3	3	2	1	2	1	2	2	2	1	4	3	4	2	3	2	2	3	2	2	3	2	4	3	3	3	2	2	3	4	3	4	2	2	2	3	2	2	2	2	3	2	2	2	2	4	4	4	3	1	1	3	3	2	2	1	1	1	2	4	3	3	51	21	98	2	17
4	1	3	1	3	1	2	2	1	2	1	1	4	1	3	4	1	2	4	4	1	4	2	1	4	2	1	2	4	4	2	1	2	4	3	3	4	4	2	3	4	3	1	4	4	3	3	4	4	1	1	2	3	1	4	4	1	4	4	2	4	1	3	1	3	1	2	2	1	2	1	1	4	1	3	4	1	2	4	4	1	4	2	1	4	2	1	2	4	4	2	1	2	4	3	3	4	4	2	3	4	3	1	4	4	3	3	4	4	1	1	2	3	1	4	4	1	4	4	2	23	53	80	1	24
3	2	3	2	3	2	3	2	2	3	2	1	4	3	3	3	2	2	3	4	3	2	2	1	4	2	3	2	3	3	2	1	4	2	2	2	3	2	4	2	3	1	1	2	1	3	2	3	3	3	1	1	3	2	3	2	1	4	4	2	3	2	3	2	3	2	3	2	2	3	2	1	4	3	3	3	2	2	3	4	3	2	2	1	4	2	3	2	3	3	2	1	4	2	2	2	3	2	4	2	3	1	1	2	1	3	2	3	3	3	1	1	3	2	3	2	1	4	4	2	15	47	90	1	16
3	2	2	4	3	2	3	2	2	4	1	3	4	3	3	2	2	2	3	3	3	2	2	2	3	2	3	2	3	3	2	2	3	3	2	3	3	2	3	2	3	2	2	3	1	3	2	3	3	2	2	2	2	1	3	2	2	3	4	2	3	2	2	4	3	2	3	2	2	4	1	3	4	3	3	2	2	2	3	3	3	2	2	2	3	2	3	2	3	3	2	2	3	3	2	3	3	2	3	2	3	2	2	3	1	3	2	3	3	2	2	2	2	1	3	2	2	3	4	2	37	41	100	1	28
4	2	2	2	3	1	2	2	3	3	2	2	3	2	2	3	3	3	1	3	1	3	3	3	3	2	3	4	1	1	2	2	3	2	3	3	2	3	3	3	3	3	2	4	3	3	3	1	1	3	3	2	3	1	2	2	2	4	3	3	4	2	2	2	3	1	2	2	3	3	2	2	3	2	2	3	3	3	1	3	1	3	3	3	3	2	3	4	1	1	2	2	3	2	3	3	2	3	3	3	3	3	2	4	3	3	3	1	1	3	3	2	3	1	2	2	2	4	3	3	53	21	90	1	19
3	1	3	1	4	3	2	2	1	4	2	1	4	1	3	4	1	1	4	4	1	3	3	1	3	2	1	2	2	4	2	1	2	2	2	1	2	2	3	1	3	3	1	3	2	2	2	2	4	3	1	2	3	3	4	1	2	4	4	2	3	1	3	1	4	3	2	2	1	4	2	1	4	1	3	4	1	1	4	4	1	3	3	1	3	2	1	2	2	4	2	1	2	2	2	1	2	2	3	1	3	3	1	3	2	2	2	2	4	3	1	2	3	3	4	1	2	4	4	2	12	45	100	2	23
2	2	3	1	2	4	1	2	3	2	3	2	2	1	2	2	3	2	2	2	2	3	4	2	2	2	3	3	1	2	2	4	2	2	2	2	1	3	3	3	1	3	2	3	4	4	2	1	2	2	4	2	2	3	2	3	2	2	2	3	2	2	3	1	2	4	1	2	3	2	3	2	2	1	2	2	3	2	2	2	2	3	4	2	2	2	3	3	1	2	2	4	2	2	2	2	1	3	3	3	1	3	2	3	4	4	2	1	2	2	4	2	2	3	2	3	2	2	2	3	24	9	68	2	16
4	1	3	1	1	3	1	4	4	4	4	3	2	2	4	3	2	2	1	2	2	2	4	1	2	4	3	4	1	3	4	4	2	2	2	4	1	2	2	2	1	3	1	3	3	3	4	2	1	4	4	3	3	4	2	2	3	3	2	4	4	1	3	1	1	3	1	4	4	4	4	3	2	2	4	3	2	2	1	2	2	2	4	1	2	4	3	4	1	3	4	4	2	2	2	4	1	2	2	2	1	3	1	3	3	3	4	2	1	4	4	3	3	4	2	2	3	3	2	4	35	16	92	2	15
2	3	3	2	3	3	1	4	2	2	3	2	2	4	3	4	3	2	3	2	1	3	2	2	2	3	3	1	3	1	3	1	1	3	2	4	3	1	2	2	1	3	4	3	2	2	2	3	2	2	3	4	4	2	4	3	3	4	3	2	2	3	3	2	3	3	1	4	2	2	3	2	2	4	3	4	3	2	3	2	1	3	2	2	2	3	3	1	3	1	3	1	1	3	2	4	3	1	2	2	1	3	4	3	2	2	2	3	2	2	3	4	4	2	4	3	3	4	3	2	47	26	90	2	64
2	2	3	2	4	4	4	3	4	3	2	4	4	2	1	3	4	1	1	4	3	2	3	1	3	1	2	3	3	1	2	3	3	1	2	2	3	4	2	3	2	4	4	3	2	3	2	1	4	2	3	1	2	3	1	2	1	3	2	3	2	2	3	2	4	4	4	3	4	3	2	4	4	2	1	3	4	1	1	4	3	2	3	1	3	1	2	3	3	1	2	3	3	1	2	2	3	4	2	3	2	4	4	3	2	3	2	1	4	2	3	1	2	3	1	2	1	3	2	3	43	28	100	1	33
1	1	3	1	1	3	1	2	3	3	2	3	2	1	2	3	1	2	1	4	3	3	4	1	2	3	3	4	1	1	3	2	2	3	2	3	1	1	3	1	1	3	3	1	4	4	1	1	2	4	3	2	2	1	3	1	2	3	3	3	1	1	3	1	1	3	1	2	3	3	2	3	2	1	2	3	1	2	1	4	3	3	4	1	2	3	3	4	1	1	3	2	2	3	2	3	1	1	3	1	1	3	3	1	4	4	1	1	2	4	3	2	2	1	3	1	2	3	3	3	47	17	97	2	18
3	2	2	2	3	2	2	3	2	2	2	2	2	3	2	3	2	2	3	4	3	2	2	3	3	2	3	3	2	3	2	1	3	3	2	3	2	2	4	2	2	3	2	4	3	3	2	2	3	3	3	2	3	2	3	3	3	4	3	3	3	2	2	2	3	2	2	3	2	2	2	2	2	3	2	3	2	2	3	4	3	2	2	3	3	2	3	3	2	3	2	1	3	3	2	3	2	2	4	2	2	3	2	4	3	3	2	2	3	3	3	2	3	2	3	3	3	4	3	3	31	27	80	2	28
3	2	4	1	1	1	1	1	2	2	2	1	1	1	1	4	2	2	2	3	1	4	4	3	3	2	3	4	4	1	4	4	2	2	3	3	1	1	4	3	2	3	2	4	4	2	1	1	1	1	2	1	1	1	1	3	4	3	1	4	3	2	4	1	1	1	1	1	2	2	2	1	1	1	1	4	2	2	2	3	1	4	4	3	3	2	3	4	4	1	4	4	2	2	3	3	1	1	4	3	2	3	2	4	4	2	1	1	1	1	2	1	1	1	1	3	4	3	1	4	40	18	80	2	17
3	1	3	2	4	1	2	3	4	3	2	1	3	3	3	2	2	2	3	4	3	3	2	2	4	2	3	2	1	3	2	3	4	4	1	4	2	3	2	2	2	2	2	4	3	4	1	2	4	3	2	2	3	1	3	2	2	4	3	2	3	1	3	2	4	1	2	3	4	3	2	1	3	3	3	2	2	2	3	4	3	3	2	2	4	2	3	2	1	3	2	3	4	4	1	4	2	3	2	2	2	2	2	4	3	4	1	2	4	3	2	2	3	1	3	2	2	4	3	2	54	40	98	1	16
2	2	3	1	2	3	2	3	3	2	3	2	2	1	2	2	3	2	2	3	2	3	3	2	2	0	3	3	2	3	3	3	3	2	3	2	2	3	2	3	2	2	3	3	1	3	2	1	2	2	3	3	2	2	2	3	3	1	3	3	2	2	3	1	2	3	2	3	3	2	3	2	2	1	2	2	3	2	2	3	2	3	3	2	2	0	3	3	2	3	3	3	3	2	3	2	2	3	2	3	2	2	3	3	1	3	2	1	2	2	3	3	2	2	2	3	3	1	3	3	25	9	100	1	15
3	2	2	1	2	2	1	3	3	4	3	2	3	1	3	3	2	3	3	3	4	3	2	2	3	2	3	3	2	3	2	2	3	1	2	1	3	2	2	3	2	4	1	3	3	3	2	1	2	3	2	3	2	3	3	3	2	4	3	2	3	2	2	1	2	2	1	3	3	4	3	2	3	1	3	3	2	3	3	3	4	3	2	2	3	2	3	3	2	3	2	2	3	1	2	1	3	2	2	3	2	4	1	3	3	3	2	1	2	3	2	3	2	3	3	3	2	4	3	2	32	25	95	2	17
2	1	2	2	2	2	1	2	1	3	3	2	3	1	1	4	4	1	3	2	1	3	2	3	4	3	1	3	1	2	2	2	3	1	2	1	2	3	4	3	2	2	3	3	3	2	2	3	2	1	2	2	3	1	3	3	3	4	3	1	2	1	2	2	2	2	1	2	1	3	3	2	3	1	1	4	4	1	3	2	1	3	2	3	4	3	1	3	1	2	2	2	3	1	2	1	2	3	4	3	2	2	3	3	3	2	2	3	2	1	2	2	3	1	3	3	3	4	3	1	15	20	90	2	20
2	2	2	1	2	1	2	3	2	2	2	4	3	2	1	3	2	2	2	4	2	4	2	1	2	3	2	4	2	3	2	2	2	1	1	1	2	2	4	2	3	3	3	4	3	1	2	1	3	3	3	3	2	1	2	2	3	2	4	3	2	2	2	1	2	1	2	3	2	2	2	4	3	2	1	3	2	2	2	4	2	4	2	1	2	3	2	4	2	3	2	2	2	1	1	1	2	2	4	2	3	3	3	4	3	1	2	1	3	3	3	3	2	1	2	2	3	2	4	3	22	22	85	2	24
3	2	3	1	1	4	2	3	4	3	3	2	2	2	3	3	2	2	1	2	1	3	4	2	2	2	1	2	1	3	2	3	1	2	2	2	1	2	1	2	2	1	2	4	4	4	3	1	1	3	3	2	1	2	2	3	2	3	3	4	3	2	3	1	1	4	2	3	4	3	3	2	2	2	3	3	2	2	1	2	1	3	4	2	2	2	1	2	1	3	2	3	1	2	2	2	1	2	1	2	2	1	2	4	4	4	3	1	1	3	3	2	1	2	2	3	2	3	3	4	44	16	90	2	16
2	1	4	2	2	1	2	4	1	4	1	2	4	3	2	4	2	3	4	1	3	3	2	2	2	2	3	3	3	1	2	1	2	2	2	3	4	2	2	3	2	3	3	3	3	4	3	4	4	4	2	3	4	1	4	3	2	4	2	1	2	1	4	2	2	1	2	4	1	4	1	2	4	3	2	4	2	3	4	1	3	3	2	2	2	2	3	3	3	1	2	1	2	2	2	3	4	2	2	3	2	3	3	3	3	4	3	4	4	4	2	3	4	1	4	3	2	4	2	1	33	33	90	2	16
2	1	2	2	2	1	1	3	3	4	2	2	3	3	3	2	2	2	3	3	1	2	2	2	3	2	1	4	1	4	2	2	2	2	3	3	2	1	2	3	3	3	1	3	2	4	3	3	3	2	2	1	3	2	3	2	2	4	4	2	2	1	2	2	2	1	1	3	3	4	2	2	3	3	3	2	2	2	3	3	1	2	2	2	3	2	1	4	1	4	2	2	2	2	3	3	2	1	2	3	3	3	1	3	2	4	3	3	3	2	2	1	3	2	3	2	2	4	4	2	59	32	90	2	22
3	2	3	2	4	1	3	2	4	3	1	1	4	3	4	3	3	1	3	4	2	3	1	1	2	1	4	1	3	3	1	1	4	4	1	4	3	1	2	2	3	3	1	4	2	2	3	3	3	2	1	4	3	3	3	2	1	4	4	2	3	2	3	2	4	1	3	2	4	3	1	1	4	3	4	3	3	1	3	4	2	3	1	1	2	1	4	1	3	3	1	1	4	4	1	4	3	1	2	2	3	3	1	4	2	2	3	3	3	2	1	4	3	3	3	2	1	4	4	2	17	59	90	1	21
4	2	4	3	4	3	4	4	4	1	2	1	4	1	1	4	4	1	4	4	1	1	2	3	4	2	4	3	1	4	4	1	3	3	3	2	4	4	4	4	4	1	1	4	1	4	4	4	4	4	2	4	3	1	4	1	1	4	3	2	4	2	4	3	4	3	4	4	4	1	2	1	4	1	1	4	4	1	4	4	1	1	2	3	4	2	4	3	1	4	4	1	3	3	3	2	4	4	4	4	4	1	1	4	1	4	4	4	4	4	2	4	3	1	4	1	1	4	3	2	32	51	90	2	15
4	4	3	1	4	3	3	4	1	4	4	1	4	4	4	4	1	1	2	4	2	2	1	3	4	1	2	1	4	4	3	1	4	4	2	4	4	1	4	4	2	1	4	4	4	4	3	1	1	4	1	4	1	1	1	1	1	4	4	1	4	4	3	1	4	3	3	4	1	4	4	1	4	4	4	4	1	1	2	4	2	2	1	3	4	1	2	1	4	4	3	1	4	4	2	4	4	1	4	4	2	1	4	4	4	4	3	1	1	4	1	4	1	1	1	1	1	4	4	1	51	48	98	1	16
2	1	3	2	4	3	3	4	2	3	2	4	4	3	4	4	4	1	3	4	2	4	2	1	3	2	2	3	2	3	1	2	4	3	4	2	4	2	3	2	3	3	4	3	3	2	2	2	4	2	2	2	3	4	3	2	2	4	4	2	2	1	3	2	4	3	3	4	2	3	2	4	4	3	4	4	4	1	3	4	2	4	2	1	3	2	2	3	2	3	1	2	4	3	4	2	4	2	3	2	3	3	4	3	3	2	2	2	4	2	2	2	3	4	3	2	2	4	4	2	12	39	80	1	27
3	1	3	2	3	2	2	3	3	1	2	2	4	3	3	4	4	1	2	4	2	4	1	1	3	1	2	3	3	4	2	1	4	4	1	4	3	1	4	3	3	2	1	4	3	4	4	3	3	1	1	4	2	3	3	2	2	4	4	2	3	1	3	2	3	2	2	3	3	1	2	2	4	3	3	4	4	1	2	4	2	4	1	1	3	1	2	3	3	4	2	1	4	4	1	4	3	1	4	3	3	2	1	4	3	4	4	3	3	1	1	4	2	3	3	2	2	4	4	2	16	47	90	2	21
2	2	3	2	2	1	2	3	2	4	3	1	4	2	3	4	1	2	2	2	3	3	1	2	2	1	3	3	1	4	2	2	3	3	2	2	4	2	3	3	4	2	2	3	2	4	3	3	3	3	2	3	4	3	4	2	2	3	4	1	2	2	3	2	2	1	2	3	2	4	3	1	4	2	3	4	1	2	2	2	3	3	1	2	2	1	3	3	1	4	2	2	3	3	2	2	4	2	3	3	4	2	2	3	2	4	3	3	3	3	2	3	4	3	4	2	2	3	4	1	41	39	85	2	18
2	2	3	2	1	3	1	3	3	3	3	2	2	2	1	3	2	3	2	2	2	3	3	3	2	3	3	3	2	2	3	3	1	1	3	3	2	2	2	3	2	3	3	3	3	3	3	2	1	3	3	2	2	3	2	3	3	3	3	3	2	2	3	2	1	3	1	3	3	3	3	2	2	2	1	3	2	3	2	2	2	3	3	3	2	3	3	3	2	2	3	3	1	1	3	3	2	2	2	3	2	3	3	3	3	3	3	2	1	3	3	2	2	3	2	3	3	3	3	3	40	3	95	2	20
3	3	2	4	1	2	3	2	2	1	1	2	4	1	4	4	1	1	4	4	1	3	1	1	3	2	2	4	1	3	2	1	4	3	3	1	2	4	1	3	3	2	2	4	3	3	3	3	1	4	2	3	2	1	3	2	1	4	4	1	3	3	2	4	1	2	3	2	2	1	1	2	4	1	4	4	1	1	4	4	1	3	1	1	3	2	2	4	1	3	2	1	4	3	3	1	2	4	1	3	3	2	2	4	3	3	3	3	1	4	2	3	2	1	3	2	1	4	4	1	29	43	90	1	16
3	1	2	1	3	2	2	2	1	4	2	2	4	1	1	3	3	1	2	4	1	4	1	1	4	2	4	4	1	4	1	1	3	1	2	1	4	4	4	3	3	2	3	4	2	4	3	3	4	2	1	3	4	1	3	2	1	4	4	3	3	1	2	1	3	2	2	2	1	4	2	2	4	1	1	3	3	1	2	4	1	4	1	1	4	2	4	4	1	4	1	1	3	1	2	1	4	4	4	3	3	2	3	4	2	4	3	3	4	2	1	3	4	1	3	2	1	4	4	3	12	43	70	2	15
3	3	1	2	2	3	2	2	4	4	1	1	4	2	4	3	1	1	2	4	1	4	3	1	3	4	2	3	4	4	1	2	3	4	2	3	2	2	3	1	2	1	2	4	2	3	4	2	4	4	2	1	2	4	2	2	2	4	3	3	3	3	1	2	2	3	2	2	4	4	1	1	4	2	4	3	1	1	2	4	1	4	3	1	3	4	2	3	4	4	1	2	3	4	2	3	2	2	3	1	2	1	2	4	2	3	4	2	4	4	2	1	2	4	2	2	2	4	3	3	24	39	70	1	24
2	2	3	2	2	3	1	4	3	1	3	2	3	1	2	2	3	2	2	2	3	3	1	2	2	4	1	4	2	2	2	3	2	2	1	2	2	4	3	2	2	3	2	3	2	2	2	1	3	2	4	2	1	2	2	3	3	2	2	4	2	2	3	2	2	3	1	4	3	1	3	2	3	1	2	2	3	2	2	2	3	3	1	2	2	4	1	4	2	2	2	3	2	2	1	2	2	4	3	2	2	3	2	3	2	2	2	1	3	2	4	2	1	2	2	3	3	2	2	4	20	14	95	2	19
2	3	3	2	3	3	1	2	2	3	3	2	3	3	2	2	3	3	3	4	3	3	4	2	3	1	4	4	1	1	2	3	4	1	3	3	2	2	3	2	2	3	1	2	3	4	2	2	2	2	4	2	3	2	2	3	3	2	3	2	2	3	3	2	3	3	1	2	2	3	3	2	3	3	2	2	3	3	3	4	3	3	4	2	3	1	4	4	1	1	2	3	4	1	3	3	2	2	3	2	2	3	1	2	3	4	2	2	2	2	4	2	3	2	2	3	3	2	3	2	58	19	95	2	24
3	2	2	1	2	1	1	3	2	4	3	4	3	1	2	1	3	3	1	2	3	3	4	1	1	3	1	4	1	2	3	2	2	1	4	2	1	3	2	3	1	2	1	3	1	4	2	1	1	3	3	2	1	1	2	2	3	3	4	3	3	2	2	1	2	1	1	3	2	4	3	4	3	1	2	1	3	3	1	2	3	3	4	1	1	3	1	4	1	2	3	2	2	1	4	2	1	3	2	3	1	2	1	3	1	4	2	1	1	3	3	2	1	1	2	2	3	3	4	3	69	13	80	2	18
