Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	country
1	3	1	1	1	3	1	1	1	1	3	1	GB
2	1	4	1	2	3	2	2	1	3	2	2	DE
4	2	4	4	2	4	2	4	1	4	4	1	AE
4	2	1	1	1	1	2	1	1	2	2	1	IN
4	3	4	4	2	4	3	4	3	4	4	2	GB
4	3	4	4	3	3	2	3	3	2	4	3	NZ
1	2	2	1	1	1	2	2	1	1	2	1	AU
3	4	2	2	2	2	1	2	3	2	2	2	GB
4	1	4	2	2	1	2	3	4	1	4	2	GB
4	1	2	1	2	3	4	1	4	1	4	4	ID
1	4	1	2	3	1	4	1	1	2	4	3	DK
2	1	2	2	2	2	1	2	4	2	2	1	GB
4	1	4	4	1	4	2	4	1	3	4	4	EU
1	1	3	1	2	3	4	3	4	2	2	2	ID
3	4	1	3	2	3	4	4	3	4	4	3	IE
3	3	3	2	1	1	2	3	1	2	2	3	RO
4	4	4	4	4	3	3	4	3	4	4	4	US
4	4	4	2	1	3	4	3	2	1	4	1	US
2	1	4	4	3	3	2	4	3	4	1	1	GB
1	3	3	3	4	1	1	2	1	2	1	1	BG
3	3	3	3	3	1	1	1	1	3	1	1	US
1	1	4	1	2	2	2	3	2	1	2	1	IE
3	1	1	3	1	2	2	4	4	2	2	1	IN
4	2	4	1	1	3	2	2	1	1	1	1	AU
3	1	4	2	3	2	2	2	1	1	4	3	US
4	2	2	4	2	4	4	4	4	4	4	4	NZ
3	2	2	3	1	2	4	3	4	2	4	3	IE
4	2	4	2	2	2	2	2	2	2	3	2	AU
4	2	4	3	3	4	2	2	1	1	3	1	PH
4	1	4	1	2	1	2	1	1	2	4	2	AT
3	2	2	2	2	2	4	4	2	3	2	3	PK
4	2	2	4	1	4	4	3	3	3	1	3	NZ
1	2	1	1	2	2	2	2	1	1	2	2	IN
1	4	4	2	4	2	2	2	1	2	2	2	GB
1	3	1	3	4	1	4	3	4	3	1	1	US
2	3	3	2	2	1	4	2	1	2	1	1	US
1	2	4	1	4	3	2	4	4	2	2	2	CA
1	2	3	1	1	4	2	2	4	2	4	4	PK
4	1	4	1	2	3	2	3	2	4	4	4	US
3	2	1	1	1	2	2	2	1	2	1	1	PH
4	3	1	2	4	1	1	4	4	4	4	2	NL
1	1	4	2	4	4	2	2	4	1	2	2	AU
4	4	2	2	2	4	2	4	3	4	4	3	SE
4	4	4	3	3	4	3	4	3	4	4	4	US
1	1	1	1	4	1	1	2	1	1	3	2	AT
3	3	3	1	1	1	1	4	3	1	3	1	AE
1	4	1	3	4	4	4	2	1	2	3	3	IT
4	2	4	3	3	4	2	2	1	2	4	1	TR
3	1	4	3	3	2	2	2	1	1	3	1	GB
4	3	1	2	4	1	1	3	4	4	4	2	NL
1	2	3	3	4	2	1	4	4	1	1	3	CA
3	2	4	3	4	1	2	4	4	4	1	2	PH
1	2	1	1	1	2	2	2	1	2	1	1	GH
4	1	1	1	2	4	4	4	4	2	3	2	AU
2	3	2	1	4	1	2	4	4	2	3	2	AU
3	2	3	4	4	2	2	4	4	1	4	4	PH
3	3	3	1	4	3	1	2	3	3	3	3	AE
1	3	3	2	2	3	4	3	2	2	3	1	OM
4	3	2	4	4	3	3	3	4	3	3	3	AE
4	1	3	3	3	3	3	2	3	1	3	1	CN
1	1	1	1	2	1	1	1	1	1	3	2	AT
1	3	4	1	4	2	4	4	4	3	2	2	AU
4	2	4	3	3	4	2	4	4	4	4	3	GB
1	3	4	3	2	3	1	2	1	1	1	4	GR
2	3	1	1	4	1	2	1	1	2	1	1	IL
3	1	4	4	2	2	2	2	3	1	3	4	AU
1	2	2	2	1	1	3	1	2	4	4	1	US
3	2	4	3	3	3	3	2	4	2	3	4	US
4	3	1	4	2	2	2	2	1	2	2	4	GR
4	4	1	4	2	4	2	4	4	4	4	3	GB
1	1	1	2	1	1	2	3	1	2	1	1	US
1	2	3	1	2	2	2	1	4	2	2	2	NO
1	3	1	3	1	3	4	1	3	3	1	1	IT
4	4	3	2	1	1	4	3	2	2	4	3	AU
4	3	4	2	2	1	2	3	4	2	4	1	GB
3	4	1	4	3	4	3	4	1	4	4	3	US
1	3	1	1	1	1	4	2	4	3	3	2	US
4	3	4	2	2	1	4	3	4	3	1	2	GB
4	1	1	1	2	2	2	2	1	2	2	4	GR
4	3	1	2	4	4	2	2	4	4	3	1	IL
3	3	4	4	3	3	4	2	3	4	4	4	ZA
4	2	1	1	1	1	1	3	1	2	4	1	IN
1	1	2	2	2	3	2	2	1	2	2	1	AE
1	4	2	1	2	3	2	2	1	3	2	1	AU
4	1	2	3	3	3	1	1	2	2	4	4	NZ
1	3	1	1	1	1	1	3	2	2	1	1	PH
3	3	1	1	1	1	2	3	1	1	1	1	AU
3	2	4	1	4	2	2	2	4	2	2	2	US
3	3	1	4	2	2	1	4	4	2	4	2	SE
3	2	4	3	1	4	4	3	1	3	4	3	CA
1	3	4	2	1	1	2	1	1	3	1	1	FR
3	3	3	4	3	3	3	2	4	2	4	1	US
4	2	4	1	3	1	4	3	4	1	4	2	SK
1	4	1	1	4	1	2	4	1	2	2	1	US
1	3	4	1	2	3	2	2	1	1	4	1	EG
1	3	1	3	3	4	3	1	3	1	1	1	US
1	2	1	3	4	1	1	2	1	1	1	1	IN
1	3	3	2	2	2	2	2	1	3	2	2	DK
1	2	4	1	4	2	2	1	1	1	1	1	MY
1	3	1	1	2	2	2	2	4	2	3	2	PK
1	2	1	4	3	2	4	3	1	2	2	3	US
1	1	1	2	2	1	2	2	4	2	3	2	GB
3	3	4	4	3	3	2	2	3	4	3	3	GB
1	3	1	3	2	2	4	3	1	3	1	3	IN
1	3	3	3	4	3	4	1	3	4	2	3	US
4	2	1	4	4	3	2	3	1	1	2	2	US
1	2	1	4	4	4	3	2	1	4	4	3	DK
1	1	1	4	1	3	2	1	1	2	4	1	IN
1	2	4	1	1	2	1	1	1	2	1	1	YE
4	3	4	3	3	4	4	2	1	1	3	3	DK
4	2	2	3	4	4	2	4	3	2	4	4	US
2	2	4	2	4	2	2	2	4	2	2	2	UA
1	3	3	1	4	3	3	3	4	1	3	1	BN
2	3	1	4	4	3	2	4	4	1	3	1	US
1	2	1	2	1	1	2	3	4	2	2	1	AU
3	3	3	3	3	1	4	1	1	3	1	1	US
4	3	3	4	3	3	1	3	2	2	1	3	AU
4	1	4	1	2	3	2	2	4	3	2	1	US
1	1	4	3	2	3	3	1	1	3	3	3	US
3	3	3	1	2	3	4	2	4	4	4	1	US
1	3	1	1	1	3	1	1	1	2	2	2	US
2	3	4	2	1	1	2	2	1	2	2	1	US
3	1	4	2	2	4	2	2	1	4	3	2	US
4	3	4	4	4	3	3	4	4	4	3	4	US
1	2	2	3	2	4	4	3	1	4	4	1	US
1	2	4	4	4	2	2	2	1	4	2	1	GB
1	3	1	1	2	2	2	2	1	2	2	1	CA
2	4	4	4	4	4	4	4	4	4	2	3	GB
2	4	4	2	4	2	3	4	4	1	3	4	US
1	4	1	3	1	3	4	1	1	3	1	3	AU
3	2	4	3	3	3	2	1	1	2	1	1	US
1	4	1	1	1	1	4	1	1	3	1	1	ES
1	2	4	3	1	1	4	1	1	3	3	1	US
1	1	1	1	1	1	1	1	1	1	1	1	IL
1	3	4	2	1	1	2	2	1	2	2	1	US
1	1	2	1	2	1	4	1	4	3	1	1	ZA
1	3	4	3	4	1	4	3	1	3	3	3	GB
2	2	4	1	2	4	3	4	4	2	2	2	GB
1	3	2	3	2	1	4	3	1	2	4	2	LB
2	3	1	1	1	1	1	1	1	1	1	1	US
1	2	1	1	4	1	1	1	1	1	2	1	CA
4	2	1	2	2	4	2	4	4	2	4	2	US
1	3	1	3	3	3	2	1	1	1	1	1	US
4	2	1	2	2	4	2	4	4	2	4	2	US
4	3	1	1	1	1	4	3	3	4	1	1	CN
1	3	2	2	1	1	2	1	1	2	4	1	AU
1	4	4	3	4	1	4	1	1	2	1	1	SG
1	2	4	2	2	3	2	3	1	1	1	2	DK
2	3	2	1	1	1	4	3	1	2	1	3	IN
3	3	2	3	1	1	2	3	1	2	3	1	AE
1	2	3	4	2	2	2	2	4	2	2	3	GB
1	3	1	4	4	1	4	3	4	4	2	2	CN
2	1	1	2	3	3	2	3	4	1	1	1	US
1	1	1	1	1	1	2	1	1	2	3	1	MY
1	3	3	2	1	2	3	2	1	4	3	3	US
4	4	4	2	2	1	4	1	4	2	2	2	IT
1	4	2	4	3	4	2	4	4	2	3	1	HK
1	4	1	1	1	1	1	1	1	1	1	1	HK
3	2	2	3	3	3	2	3	1	3	3	4	US
1	1	4	2	2	3	4	4	4	2	2	1	GB
1	3	1	4	2	4	4	4	1	2	4	4	BR
1	4	1	1	3	4	4	4	3	3	1	4	US
1	2	1	3	4	3	2	3	4	4	2	2	CA
1	1	2	1	3	1	2	4	3	1	3	1	US
2	1	2	2	2	2	2	4	4	2	2	2	US
2	2	4	4	2	4	2	3	4	4	2	2	AU
1	2	4	1	4	2	2	3	1	2	2	2	RO
4	3	2	4	3	4	2	4	3	4	4	4	US
3	3	1	3	3	2	4	3	1	2	1	1	US
3	1	4	3	3	2	2	4	3	2	3	4	AU
1	2	1	1	1	1	1	1	1	3	1	1	US
4	2	4	2	2	4	2	4	3	4	2	2	US
3	2	3	2	2	3	2	3	1	3	2	2	GB
1	3	4	1	1	1	1	1	1	1	1	1	HK
1	3	1	4	3	1	3	3	4	2	1	1	US
1	1	4	2	1	1	2	3	1	2	3	2	US
1	2	2	1	4	3	2	2	1	2	3	2	US
1	2	1	1	4	1	2	1	1	4	2	3	US
2	2	4	2	1	1	3	3	4	1	3	1	MX
4	4	2	4	3	4	3	4	3	1	4	4	US
2	1	1	2	2	3	1	1	4	1	1	2	US
1	1	2	1	4	3	2	2	1	2	1	1	MY
3	1	2	4	3	2	2	4	1	2	2	4	IN
2	1	1	2	2	3	1	1	4	1	1	2	US
3	2	1	2	4	4	2	4	3	2	3	1	IN
2	1	4	1	4	3	2	2	4	2	2	1	US
3	4	4	1	4	3	4	4	3	4	3	4	CN
4	3	2	4	1	4	4	4	4	2	1	3	GR
1	3	1	1	1	1	4	3	1	1	1	1	US
2	2	4	2	2	4	2	4	1	4	2	2	GB
3	3	1	1	1	1	2	1	4	2	1	3	SG
3	2	3	4	1	2	2	2	4	2	3	3	US
3	2	1	1	3	1	1	1	1	3	2	4	GB
4	2	2	2	3	4	2	2	1	2	4	1	AU
1	1	1	1	2	1	4	2	1	1	1	4	HU
1	3	1	3	3	3	2	2	1	4	1	1	US
1	2	2	1	1	3	1	1	1	2	2	1	US
4	2	4	2	4	4	2	2	4	4	2	2	GB
1	4	4	4	4	1	4	4	4	4	3	2	DE
1	1	4	2	4	2	4	2	1	2	3	1	US
4	1	4	2	2	3	4	2	3	4	2	2	GB
2	2	4	2	2	4	2	4	1	4	2	2	GB
1	3	1	1	1	1	1	1	1	2	2	1	NL
1	3	2	1	4	3	2	3	1	4	2	2	DK
1	3	2	3	1	3	3	1	1	2	1	1	CA
1	2	1	3	1	1	4	3	1	1	3	3	US
3	2	3	2	3	1	1	2	3	3	3	3	US
1	1	2	1	2	1	2	2	4	2	2	2	CA
1	1	2	1	4	3	2	2	4	2	4	4	IN
2	2	3	4	3	3	2	2	4	1	1	2	US
1	4	4	3	3	1	2	3	1	4	2	1	GB
4	2	1	4	4	1	2	1	1	4	4	2	US
3	3	3	2	2	4	3	2	4	2	1	1	US
2	2	3	2	2	3	2	2	4	2	2	2	GB
4	1	2	2	3	3	4	2	1	4	2	3	US
1	3	1	1	1	1	1	1	1	1	1	2	US
4	1	4	2	2	1	4	3	2	3	4	2	RS
1	3	4	1	4	4	1	4	1	2	4	2	US
1	2	4	2	1	1	1	1	1	2	1	2	IR
1	2	1	1	1	1	2	1	1	3	1	2	GB
3	2	4	3	3	4	3	4	3	4	4	3	AU
3	2	2	3	1	1	2	2	1	2	1	1	US
4	2	4	4	4	2	4	4	4	2	4	4	IN
1	2	1	1	1	1	1	1	1	1	1	1	US
1	1	2	1	3	3	4	2	1	4	2	3	US
3	1	1	3	3	3	1	3	3	1	3	1	US
1	3	3	1	1	2	3	3	1	2	1	1	CA
1	2	1	1	2	1	2	2	1	2	2	2	IN
1	1	3	2	2	3	2	3	1	2	1	1	US
1	3	1	3	3	3	4	1	1	4	3	3	US
3	4	2	3	4	4	2	3	3	1	3	1	CH
1	4	1	3	4	3	2	1	1	3	1	1	JP
1	1	4	1	1	1	2	1	1	3	2	1	GB
1	1	4	1	3	2	1	1	1	3	1	3	CA
3	1	2	2	4	4	3	4	3	2	3	1	US
2	1	2	1	2	3	3	2	4	2	2	2	US
3	2	2	3	3	2	3	4	3	1	3	1	CA
4	4	1	4	2	4	4	4	1	2	4	2	US
2	3	2	2	1	4	3	2	2	1	3	1	US
1	2	2	3	3	1	4	3	3	2	3	3	US
4	1	3	2	1	1	2	3	1	2	2	2	GB
1	1	2	1	2	2	4	4	4	2	1	2	GB
3	2	2	1	2	1	1	2	4	1	2	2	US
2	2	4	2	4	4	2	2	4	4	2	2	GB
3	3	1	3	1	3	1	1	2	1	3	1	CA
4	3	4	1	4	1	4	1	1	2	4	2	UY
2	2	4	2	2	4	2	4	1	2	2	1	DE
1	4	1	4	4	1	4	1	1	4	4	2	IN
4	4	4	4	2	4	1	1	1	1	4	1	US
2	2	4	2	4	4	2	2	4	4	2	2	GB
1	1	4	1	4	3	1	3	1	2	1	1	MY
4	3	1	2	2	4	1	3	4	2	2	2	GB
4	4	2	3	4	1	4	1	2	2	4	4	IN
2	2	3	3	3	4	3	1	3	3	1	3	DK
3	3	1	3	4	2	1	4	4	4	4	2	US
1	4	2	4	1	3	2	3	1	4	2	4	SE
3	3	4	4	3	4	3	2	3	4	4	4	US
1	4	3	4	2	3	1	4	3	4	4	4	US
1	2	2	1	4	1	3	3	1	2	2	1	PK
1	3	3	4	2	4	4	3	4	4	4	2	GB
2	2	2	2	2	2	2	2	4	2	2	2	PH
3	2	1	1	4	2	2	1	1	2	1	1	PK
1	2	2	1	1	1	2	4	1	2	1	1	RU
1	2	3	1	4	3	1	3	3	1	1	1	PK
2	2	4	2	4	4	2	2	4	4	2	2	GB
4	3	3	4	3	3	2	4	1	3	4	3	SA
1	3	3	3	1	1	2	1	1	2	1	3	US
1	2	1	2	2	2	4	4	1	2	4	1	PK
4	2	4	4	4	4	2	4	4	4	4	2	CA
1	1	1	1	1	1	4	2	1	1	3	2	US
1	1	1	2	4	4	1	2	1	2	3	2	US
4	3	1	3	3	4	2	4	3	2	4	3	US
1	2	3	2	3	2	2	2	1	3	2	3	GB
3	4	1	3	3	1	4	3	4	3	3	4	US
3	1	3	3	3	4	4	4	3	2	4	1	NO
4	2	2	2	4	1	2	2	4	1	1	2	US
2	2	2	1	1	1	2	3	4	1	1	1	PT
2	4	3	1	4	3	4	4	3	4	1	1	JP
3	3	3	4	1	3	2	4	4	1	2	1	GB
3	2	2	3	3	2	3	2	1	2	1	1	NO
4	2	4	4	3	1	2	4	4	4	4	3	US
2	2	2	2	2	2	2	3	2	1	3	1	US
3	3	1	1	4	4	2	2	1	1	1	1	GB
4	2	4	2	2	1	2	2	1	4	4	2	US
1	2	1	4	1	1	2	2	1	3	2	3	GB
1	3	3	1	1	1	4	3	4	2	1	4	ZA
1	1	3	1	1	1	1	1	1	1	3	1	US
3	2	3	2	1	1	3	1	1	1	3	1	US
1	3	1	1	1	3	1	1	1	4	4	4	US
1	2	3	2	1	3	4	4	1	3	3	1	IN
1	3	3	3	1	1	4	1	1	3	1	3	US
4	4	4	4	2	4	3	4	4	2	4	2	GB
3	2	3	4	4	3	4	3	3	2	3	1	US
1	2	2	3	1	1	2	1	1	2	1	1	IE
4	2	2	4	2	4	2	4	4	4	4	2	CA
1	2	2	2	2	1	4	3	4	1	1	1	US
1	2	2	2	2	4	4	1	4	2	2	2	DE
1	3	3	1	1	1	4	3	1	3	2	2	US
2	4	3	3	2	4	4	2	3	4	4	4	CA
1	1	3	2	2	3	2	2	2	2	3	1	BG
1	2	4	2	1	2	1	1	1	3	2	1	RU
4	2	1	2	3	4	2	4	1	4	4	4	SK
1	1	4	1	1	2	2	4	4	2	2	4	GB
1	2	4	1	1	4	1	3	1	3	3	4	GB
1	2	1	1	1	1	2	1	1	2	2	1	GB
3	3	1	3	3	2	2	1	3	2	2	4	US
3	4	4	4	4	4	3	4	3	2	3	3	GB
4	1	4	1	2	3	2	2	4	2	2	2	US
1	1	4	4	4	4	4	4	4	4	4	3	US
4	2	4	4	1	1	2	2	4	4	4	1	HK
4	1	1	2	2	4	2	3	3	1	3	1	US
3	3	3	3	3	2	3	2	3	3	3	3	US
4	2	2	4	4	4	2	2	4	4	3	1	US
1	2	4	1	4	4	2	4	3	4	2	2	US
4	1	2	2	2	4	3	2	2	2	2	2	GB
2	1	4	2	2	3	2	3	4	2	2	2	GB
1	1	4	4	2	4	2	2	1	2	4	2	PH
1	3	1	1	4	4	2	2	4	2	3	2	US
2	1	4	2	4	1	2	3	4	2	2	2	US
4	1	1	2	2	4	2	3	3	1	4	3	US
1	3	1	1	4	1	4	2	1	2	1	2	PL
1	3	1	4	4	3	4	4	1	1	3	4	US
2	1	2	4	1	4	1	3	3	2	1	4	US
2	1	1	2	2	3	1	2	4	2	3	2	US
4	2	4	1	2	4	2	1	1	2	2	4	US
1	3	4	2	1	1	4	3	3	1	1	1	US
2	2	1	1	1	3	2	2	1	2	1	1	US
1	2	2	2	1	1	2	1	1	1	3	2	US
1	3	3	1	1	1	2	1	1	2	2	1	IN
2	2	3	3	3	1	2	1	4	4	2	2	US
2	1	1	2	2	3	2	2	4	2	3	2	US
1	2	4	3	3	2	2	1	1	2	3	4	IN
1	2	1	4	2	4	4	4	4	4	4	2	US
2	3	2	1	4	4	2	2	1	1	3	2	US
3	1	1	1	4	3	2	2	4	2	2	2	US
4	1	3	4	2	4	2	2	1	4	4	4	US
4	2	4	2	3	4	3	3	3	4	4	3	MT
2	2	2	1	2	2	2	2	4	2	2	2	US
4	1	4	2	2	4	3	4	2	4	4	2	GB
3	3	1	3	3	3	3	4	3	4	3	3	GB
1	3	1	2	4	4	2	2	3	4	3	4	US
2	1	4	1	2	4	2	4	1	4	2	2	BR
4	4	2	2	4	4	4	4	4	4	4	4	US
1	3	1	2	1	1	1	3	1	1	2	2	IE
2	2	3	1	3	2	2	3	1	2	3	1	US
1	3	1	1	4	3	1	2	1	4	1	1	AR
2	2	4	1	2	4	2	2	4	2	2	2	US
4	4	4	1	2	4	4	4	1	4	4	2	US
3	1	2	1	4	2	1	3	3	4	1	1	AE
4	2	1	1	4	3	2	2	2	1	3	1	GB
3	2	1	1	4	2	2	2	4	2	2	2	US
1	3	4	4	3	3	3	1	1	4	3	4	HU
1	1	4	2	2	4	2	2	2	1	4	2	US
4	4	4	4	4	4	4	4	4	4	4	4	US
2	2	3	1	4	1	2	2	1	2	2	2	IL
3	1	1	3	2	1	4	3	1	3	3	1	GB
3	3	1	3	3	1	4	2	1	4	2	4	US
1	2	2	1	2	2	2	1	4	2	2	2	US
1	3	1	1	4	3	1	2	1	4	1	1	AR
3	3	3	3	3	2	4	1	3	2	1	3	AU
1	1	4	4	4	2	2	4	1	4	3	4	US
1	3	3	1	1	4	3	1	3	4	1	1	US
3	3	3	3	3	3	3	2	3	4	3	3	US
3	4	3	3	3	1	4	1	1	4	3	3	US
1	3	1	3	1	1	2	1	1	2	1	3	US
1	4	4	2	3	3	2	2	1	4	3	1	US
3	2	2	3	3	1	2	4	3	4	3	1	IN
1	1	2	1	4	1	2	3	1	2	1	1	US
4	1	4	2	2	4	2	4	4	2	4	2	IE
3	3	1	3	3	2	4	4	3	4	1	4	US
4	1	3	2	2	4	4	3	2	1	4	1	US
1	3	1	4	2	3	4	4	4	4	4	1	GB
2	1	3	2	2	3	2	3	4	2	4	1	GB
2	3	3	1	4	1	4	1	1	4	2	3	LT
1	3	1	1	1	4	4	3	1	2	3	1	US
1	2	3	2	2	1	4	3	1	4	4	4	GB
1	3	1	3	1	1	1	1	1	3	1	3	GB
1	3	4	2	1	4	2	3	2	4	4	4	GB
3	3	3	1	1	3	3	1	3	4	1	1	US
3	3	1	2	1	1	2	3	2	3	2	1	GB
1	1	4	3	3	1	1	1	1	3	1	1	IE
2	2	4	3	2	3	2	4	4	2	2	2	GB
3	1	4	3	3	3	4	1	3	1	1	3	GB
4	1	1	2	2	1	2	3	4	2	2	2	DE
4	2	4	4	3	4	2	4	3	4	2	1	US
3	4	4	2	3	1	1	1	4	3	4	4	US
1	3	4	4	1	2	2	1	1	1	3	1	IE
4	1	4	2	2	4	4	4	4	1	4	1	US
1	1	1	1	1	2	2	1	1	1	2	1	GB
2	2	4	4	3	2	3	4	3	4	3	4	GB
4	1	4	1	2	4	2	4	2	1	4	1	IE
4	4	4	2	3	4	4	1	3	4	4	4	GB
1	3	1	3	1	1	1	1	1	3	1	3	GB
1	2	4	3	2	3	3	3	4	2	3	4	GB
1	3	3	3	1	3	1	1	1	3	3	3	GB
1	3	1	4	3	3	2	2	4	4	1	1	GB
4	3	3	2	4	4	3	2	4	2	3	4	US
4	2	1	4	4	4	1	4	3	4	4	4	US
1	1	3	1	1	3	1	1	1	3	1	4	GB
1	3	1	2	2	1	2	1	4	3	4	3	GB
2	2	4	1	4	2	2	1	4	2	3	1	CA
4	2	4	4	4	4	2	1	3	4	4	4	GB
2	2	1	3	1	4	3	4	1	1	1	3	US
4	1	3	1	2	2	1	1	1	2	1	1	GB
1	3	3	4	4	4	2	3	4	2	2	2	GB
3	1	1	3	4	4	4	4	1	2	3	1	IT
1	3	3	2	2	2	2	4	4	3	4	1	GB
1	2	2	4	4	4	2	4	1	3	4	2	GB
4	3	2	4	4	4	2	3	2	2	4	2	GB
4	2	4	4	1	4	2	1	4	4	4	2	GB
1	2	4	1	1	4	4	2	1	1	4	1	GB
4	3	4	1	2	4	1	4	3	4	4	1	GB
1	2	1	3	3	2	2	2	1	2	3	3	GB
1	2	1	1	1	1	2	1	1	2	1	1	SE
1	4	3	4	3	3	3	4	1	2	1	3	GB
4	2	1	1	1	3	2	2	1	4	1	4	EU
1	3	1	1	2	2	4	4	1	3	3	2	GB
1	2	1	1	3	2	2	2	2	2	2	1	US
4	1	2	2	4	1	1	4	1	2	2	1	IE
1	3	2	1	1	1	2	3	1	2	3	1	GB
1	2	4	1	4	3	4	4	1	2	2	2	US
3	2	4	1	2	3	2	2	4	1	1	1	US
4	2	1	4	4	4	1	4	3	4	4	4	US
4	2	2	4	4	2	2	4	4	2	4	4	US
3	1	3	1	2	3	3	2	1	3	1	3	GB
4	3	4	4	3	1	4	2	3	4	1	3	GB
1	1	4	2	4	4	1	3	4	3	4	2	IE
1	1	1	1	1	2	2	3	1	4	2	1	GB
3	1	3	1	4	4	3	2	3	1	3	1	GB
1	3	3	3	2	1	4	3	1	3	1	3	IE
2	1	2	2	2	2	1	1	4	2	1	2	GB
4	2	1	3	2	4	2	4	1	4	4	2	GB
1	1	1	1	1	3	2	2	1	2	2	1	GB
3	2	4	4	2	3	1	1	1	3	2	2	GB
2	1	4	2	2	4	2	2	4	2	2	2	GB
3	1	3	1	2	3	3	2	1	3	1	3	GB
3	2	2	2	3	2	4	1	3	2	1	3	IE
3	1	1	2	2	3	4	3	4	3	3	3	GB
4	1	3	4	2	3	2	3	4	2	4	1	GB
4	1	2	2	2	4	2	3	2	2	4	2	GB
2	2	1	2	2	2	2	2	1	2	2	2	ES
2	2	2	1	4	2	3	2	4	2	3	2	GB
1	1	4	2	2	1	1	3	2	3	4	2	GB
2	2	3	2	2	2	2	2	2	2	2	2	GB
1	4	3	4	3	3	4	4	1	2	1	3	GB
1	3	4	1	1	3	2	1	1	2	3	1	HR
4	3	4	1	3	4	1	1	1	2	4	4	GB
4	1	3	4	4	4	2	4	1	4	4	1	IE
4	1	3	4	4	4	2	4	3	4	4	4	GB
2	2	2	1	2	2	4	2	4	1	3	2	GB
1	3	3	2	1	1	3	3	4	1	2	3	GB
4	1	2	2	2	4	2	3	2	2	4	2	GB
1	3	1	2	1	1	1	1	1	2	1	1	GB
1	3	1	3	4	1	4	2	4	2	2	4	US
4	4	3	4	1	4	2	2	4	4	4	2	HU
3	1	4	3	4	2	2	2	4	4	4	4	GB
1	1	4	2	2	1	4	3	1	3	2	3	GB
3	1	3	2	2	4	2	2	4	1	2	2	GB
1	1	3	2	2	1	4	1	1	2	1	1	GB
1	1	1	1	4	4	2	3	1	4	2	2	US
1	2	1	2	2	1	4	1	1	2	2	2	GB
4	1	1	2	1	2	2	3	1	1	1	1	US
4	2	4	2	2	4	2	2	4	2	4	2	GB
1	3	1	4	4	3	1	1	1	1	1	1	DE
2	4	2	4	4	2	2	4	4	2	4	4	GB
1	2	1	3	1	2	2	1	1	3	1	3	GB
1	2	1	3	1	1	4	3	1	4	1	3	US
1	2	1	1	4	3	4	3	1	4	1	1	EU
3	3	3	1	3	2	2	2	3	4	4	3	GB
1	1	2	1	1	1	4	3	1	1	1	1	IN
3	3	3	3	3	1	4	2	3	4	2	3	GB
1	4	4	1	1	1	1	1	1	3	1	1	GB
2	4	2	2	2	1	3	4	4	2	4	2	US
3	3	3	3	3	1	3	1	2	1	1	3	GB
4	2	4	4	3	3	2	4	2	4	3	1	AU
2	1	4	1	2	3	3	2	4	2	2	2	GB
4	2	4	4	3	4	2	3	4	4	4	4	GB
4	3	4	4	3	4	2	4	1	2	4	4	GB
4	3	1	4	3	4	3	1	3	3	4	4	GB
3	3	3	3	3	4	2	4	3	4	3	4	GB
1	3	1	1	2	3	4	2	1	4	1	2	US
1	3	1	4	2	4	3	4	4	2	1	3	GB
1	2	2	2	1	3	2	3	4	3	2	1	GB
4	1	4	3	3	3	4	1	4	4	1	3	GB
1	4	4	3	4	2	4	4	4	2	3	2	AU
3	1	4	2	4	2	2	1	1	2	3	1	GB
2	2	4	4	3	4	2	3	4	3	2	2	GB
2	3	4	3	3	1	2	4	1	4	2	3	US
1	1	1	2	3	1	2	4	1	2	2	3	GB
1	3	1	1	4	2	4	2	1	2	1	1	IN
4	4	4	4	2	4	2	2	4	4	4	2	GB
1	4	2	2	4	1	4	1	1	2	4	2	GB
1	1	4	4	2	2	2	4	4	2	3	2	GB
1	4	4	4	2	1	1	4	4	4	3	2	IS
4	1	3	2	2	1	2	2	4	2	2	2	GB
1	2	4	3	3	2	4	4	4	4	4	3	GB
1	2	2	3	1	1	2	1	1	1	1	1	GB
1	1	3	1	2	4	2	2	4	1	2	1	IE
2	1	4	1	2	3	3	2	1	2	2	2	GB
1	1	4	1	2	1	2	4	1	1	3	1	FR
3	3	4	2	2	4	2	4	4	2	3	4	GB
1	3	3	3	1	1	3	3	1	3	1	1	GB
1	3	1	4	4	4	2	3	1	4	4	2	GB
3	1	1	3	3	3	4	4	3	3	3	3	GB
4	2	4	2	3	3	3	4	3	4	4	1	US
2	1	4	1	2	4	3	4	3	4	3	1	US
1	3	1	4	1	1	2	1	1	3	4	1	GB
3	3	1	3	3	3	3	4	1	4	3	3	GB
3	2	1	1	3	3	2	4	1	2	3	3	US
1	3	3	2	1	1	2	3	2	3	2	3	GB
4	1	1	1	2	2	2	2	1	2	2	2	US
2	2	4	1	3	4	2	2	3	2	2	4	GB
2	1	4	1	2	3	1	3	4	2	4	2	CA
4	1	1	1	3	4	4	2	1	3	4	4	GB
1	1	1	1	1	4	1	1	1	1	2	1	GB
1	2	3	4	3	4	1	4	1	2	1	1	US
1	1	1	1	2	1	2	1	1	1	1	1	TT
2	1	2	2	2	2	3	3	4	3	3	2	US
1	3	1	3	3	1	4	3	1	2	1	3	US
1	2	1	1	1	1	2	1	1	2	2	1	GB
4	2	4	2	4	4	4	2	1	2	4	2	IN
3	2	2	3	3	3	3	1	3	2	3	1	US
