Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	country
4	2	4	1	4	2	2	2	4	2	4	2	A2
1	3	1	4	1	3	4	4	4	4	4	3	HR
4	2	3	2	2	4	2	2	4	1	2	1	US
3	4	2	4	4	4	2	3	4	1	4	4	US
4	1	4	4	2	3	3	3	1	3	2	3	AU
3	2	1	3	3	3	4	4	1	4	3	3	CA
1	2	1	1	2	2	2	4	1	2	2	1	US
2	3	4	1	1	3	3	1	1	1	2	1	GB
1	3	3	1	4	1	1	2	1	2	2	2	FI
2	4	2	1	1	3	3	4	4	1	3	4	CA
1	3	3	1	4	3	4	1	1	3	1	1	DE
1	2	1	1	1	1	2	1	1	2	1	1	US
4	2	4	4	2	2	2	4	4	2	4	4	IE
3	2	2	3	3	3	3	1	3	4	1	1	US
4	2	3	4	2	4	2	4	4	2	4	1	PH
2	2	4	1	4	1	1	4	4	3	3	1	AU
4	2	3	2	2	4	2	2	4	2	4	2	SE
3	2	3	2	4	1	2	4	1	2	1	1	FR
1	3	1	1	1	1	1	1	1	1	1	1	US
1	1	2	4	4	1	2	2	1	2	3	1	US
3	2	1	2	1	2	1	3	1	1	1	1	NG
4	3	4	4	1	3	2	4	1	2	3	2	US
1	3	1	1	2	3	1	2	4	3	1	2	CZ
3	3	3	3	3	2	4	4	3	3	3	3	CA
4	1	4	3	3	1	1	4	2	4	3	1	IT
3	2	3	1	4	3	2	2	4	2	4	1	MX
1	3	1	4	2	2	1	2	1	4	2	2	FI
3	3	1	3	3	3	4	1	1	4	3	3	US
1	3	3	4	3	3	3	3	4	2	1	3	CA
1	3	4	4	2	1	4	3	1	3	1	3	AU
1	2	4	3	1	1	2	2	1	1	3	1	PH
1	3	1	2	4	1	1	3	1	4	1	1	BO
1	1	4	2	4	2	2	2	4	2	2	4	US
3	2	2	3	4	3	1	3	4	4	3	4	CA
1	3	4	3	1	3	2	1	1	2	1	4	TH
4	3	1	4	3	3	3	4	3	2	3	3	US
1	3	1	4	1	1	1	1	1	2	4	1	JP
3	3	4	3	3	4	4	4	1	3	3	3	GB
3	3	1	3	1	1	1	1	1	3	1	3	US
3	2	1	3	1	1	1	1	1	2	1	3	US
1	3	1	1	1	2	2	2	1	1	1	1	GB
3	1	1	3	2	1	4	3	1	4	1	1	US
3	2	4	2	2	3	1	3	1	2	2	2	PH
4	3	1	4	1	4	4	4	1	1	1	1	US
4	2	4	4	4	4	2	4	1	4	3	4	US
1	1	4	1	2	2	2	2	2	2	2	1	GB
1	3	1	4	4	1	1	2	1	1	1	1	CH
2	2	4	4	3	3	3	4	3	4	1	3	NO
3	3	1	3	1	3	1	1	1	3	1	3	US
1	2	3	4	4	4	2	1	4	4	1	1	RO
4	1	4	4	4	3	3	4	1	2	3	1	AU
2	1	3	2	4	4	3	3	3	2	4	3	US
2	1	4	2	2	3	4	3	4	1	3	2	US
4	1	3	2	2	4	4	2	3	2	4	1	PH
1	1	4	3	4	3	4	4	1	4	2	2	ID
4	3	1	3	1	1	4	1	3	2	2	4	CA
3	4	1	4	1	1	2	3	1	2	3	1	BE
1	2	4	1	1	3	2	1	1	2	2	1	SE
1	2	4	2	1	1	1	1	1	2	1	1	US
4	1	4	2	2	3	4	3	4	2	3	1	GB
1	3	4	2	2	2	4	2	1	1	1	1	BR
2	1	2	2	2	4	2	1	4	2	4	1	GB
1	3	1	1	1	1	1	3	1	1	1	1	GR
4	4	1	3	1	4	4	3	3	4	4	4	SE
2	3	4	1	2	4	4	4	3	4	4	1	US
4	3	1	4	1	4	2	3	1	2	4	4	US
3	1	2	2	2	2	2	3	3	1	2	1	GB
1	2	1	2	1	2	2	1	2	1	1	1	PT
3	2	3	2	1	1	2	3	4	1	3	1	PH
3	2	2	3	4	4	4	4	4	2	3	4	US
3	3	1	3	4	3	1	1	1	2	1	3	MX
3	4	4	4	1	3	4	4	3	4	3	3	US
4	3	4	2	3	4	4	2	4	3	3	4	IN
3	3	3	3	3	3	3	3	3	3	3	1	US
1	3	1	2	2	1	1	1	1	3	1	2	MX
2	2	3	2	1	3	1	1	1	1	1	2	DK
2	1	2	2	2	1	2	3	3	2	2	2	DK
1	2	4	2	2	2	2	2	1	1	2	2	US
1	2	1	2	3	2	3	3	1	4	3	3	US
2	3	4	1	4	4	2	4	3	4	4	4	US
4	2	4	4	4	4	4	4	4	4	4	2	CA
3	3	4	3	3	4	3	2	3	4	1	3	US
1	3	2	2	3	3	1	1	1	3	4	1	NL
1	1	4	3	4	3	4	4	4	4	2	2	ID
1	2	4	1	4	2	4	2	1	2	4	2	GB
4	3	4	2	2	4	1	2	1	3	3	1	US
3	1	3	2	2	3	3	3	4	3	4	1	RS
3	3	3	3	3	3	1	1	1	3	3	3	AU
1	3	4	2	1	3	2	1	3	4	2	2	US
1	1	4	2	2	1	1	3	4	1	4	2	US
2	1	2	1	2	2	2	1	4	2	2	2	US
4	2	4	2	2	3	3	3	4	4	4	2	GB
3	1	1	3	2	3	4	3	4	4	4	3	US
1	2	4	1	4	2	4	2	1	2	4	2	GB
1	3	1	4	4	2	2	1	1	2	3	4	MY
3	3	4	1	3	3	3	2	3	2	3	1	US
1	4	4	4	2	4	4	1	3	4	2	3	US
1	3	1	4	4	3	4	4	3	4	4	1	SG
4	3	4	3	4	2	4	4	1	3	3	4	SG
3	3	1	3	3	3	4	2	1	1	1	1	US
4	1	2	3	3	3	3	3	3	4	3	4	US
4	1	3	2	2	3	2	3	1	3	2	1	AU
4	1	3	2	2	1	4	1	4	2	2	2	US
3	4	4	2	2	4	1	4	4	3	4	2	CA
3	1	3	3	3	3	1	3	3	1	3	3	US
4	1	2	2	2	3	4	4	4	4	4	2	US
2	2	1	2	4	2	2	3	4	3	1	1	GB
2	3	3	2	2	2	2	2	4	4	2	2	US
1	3	1	2	1	1	1	2	1	2	3	1	US
2	1	4	1	2	3	4	2	4	2	4	2	CA
4	2	4	3	3	4	1	2	1	4	4	4	GB
1	3	4	1	1	1	1	1	1	2	4	2	PH
4	2	2	4	3	4	3	4	3	4	4	4	US
1	3	1	4	2	3	1	1	1	2	1	1	NO
4	2	4	4	4	4	2	4	1	4	4	4	US
2	2	2	1	3	2	2	2	4	2	3	2	PH
3	1	4	3	3	4	4	4	3	3	4	3	US
4	3	4	2	2	4	4	3	4	4	4	4	CA
3	1	3	3	3	4	3	1	3	4	3	1	CA
3	1	3	1	2	1	4	3	1	1	3	1	CA
3	4	4	3	3	3	4	2	3	4	3	3	GB
1	2	4	3	3	3	4	2	3	2	3	3	CA
4	3	1	4	4	4	2	4	4	4	3	3	US
4	4	3	4	3	4	4	4	4	1	4	4	CA
2	3	4	2	3	2	1	2	4	2	3	2	US
4	1	4	3	2	2	2	4	1	2	4	2	EG
4	2	1	2	4	1	2	2	2	1	4	1	IN
1	2	2	1	2	2	2	1	1	2	2	2	PH
1	2	1	1	1	4	2	4	4	3	2	2	GB
3	3	4	3	2	3	1	1	1	1	1	3	RO
3	3	3	3	3	3	1	1	1	1	1	1	GB
4	1	4	4	3	3	4	4	3	1	2	1	US
3	3	4	3	2	2	4	1	4	4	3	1	US
1	3	3	4	2	3	4	3	1	1	3	2	US
3	3	1	1	1	1	4	1	1	2	1	4	GB
1	2	4	4	3	3	2	2	3	4	4	3	CA
3	2	1	4	3	1	4	4	3	4	3	4	US
1	2	2	4	1	2	2	4	1	1	2	3	IN
4	1	3	4	2	4	2	4	3	4	4	4	US
3	3	3	3	3	3	3	1	3	2	1	3	US
4	3	3	4	3	4	1	4	3	4	3	4	IN
2	2	1	2	1	1	2	3	1	2	3	2	US
1	1	1	2	1	1	4	3	4	1	3	1	US
1	3	4	1	4	4	2	4	1	2	4	3	PK
3	2	1	1	1	1	1	3	1	2	1	1	US
3	4	2	3	3	3	3	2	4	3	3	3	HR
3	3	3	1	4	3	2	2	1	1	1	1	AU
1	3	3	3	3	3	2	2	1	2	1	1	US
3	1	3	4	3	1	1	1	3	4	3	1	US
3	3	4	2	3	1	4	1	1	3	1	4	US
2	1	4	2	1	1	2	2	1	2	2	1	US
3	3	3	3	3	1	3	4	3	1	1	1	US
4	1	2	2	1	4	2	2	3	2	3	4	GB
1	3	3	2	2	3	3	2	4	4	2	2	US
2	3	2	3	3	3	3	1	3	1	2	1	US
4	2	4	4	2	4	2	4	1	4	4	2	NO
4	2	4	2	4	4	3	2	3	4	4	3	US
2	3	2	2	1	1	2	2	1	2	2	4	US
3	3	4	3	4	1	2	1	4	3	3	1	SE
4	1	3	4	2	3	2	4	4	2	4	2	FR
4	4	1	2	2	3	2	1	4	2	2	1	CA
4	3	4	3	4	4	4	4	4	4	3	3	US
2	1	2	2	2	3	2	2	2	2	2	2	US
1	1	1	2	2	2	2	1	4	1	4	2	US
4	3	1	4	2	3	4	4	4	4	4	2	US
1	3	1	1	4	1	1	1	1	1	4	1	IN
4	3	3	4	2	4	4	3	4	4	4	4	US
2	1	4	1	1	1	3	2	1	1	2	1	US
1	1	1	2	2	3	1	3	4	2	4	2	US
3	3	3	2	1	1	1	3	4	4	2	1	US
4	1	4	2	2	4	2	2	4	2	4	2	US
3	1	1	1	2	1	4	2	1	1	1	3	US
3	2	4	3	3	2	1	4	1	1	3	1	US
2	3	1	1	1	1	2	1	2	2	1	1	PT
1	3	3	2	1	3	4	3	4	1	3	1	US
1	1	3	3	2	3	3	1	1	2	1	1	US
1	2	4	1	1	1	2	1	1	2	1	1	US
1	3	1	2	2	3	1	4	1	2	1	3	US
4	2	4	2	4	2	2	2	2	4	4	2	US
3	4	1	3	1	1	1	3	3	2	4	3	US
1	3	1	1	1	1	2	3	1	1	1	1	SG
1	3	1	2	4	4	4	4	4	4	2	2	US
4	1	4	2	4	4	2	2	3	4	4	2	US
4	3	4	2	1	3	2	2	4	2	2	2	US
4	1	1	2	4	3	2	2	2	2	2	1	IT
4	1	4	2	2	3	2	2	1	2	2	2	US
3	3	4	2	1	3	1	2	3	2	3	1	CA
4	2	2	1	4	4	2	4	3	2	4	1	US
1	3	4	2	2	2	2	2	1	2	2	2	ZA
1	3	3	2	1	1	4	3	1	2	1	1	DK
3	2	4	4	3	3	2	4	3	4	3	1	US
3	2	1	3	3	3	3	1	1	1	1	1	US
3	4	2	3	3	3	3	3	3	3	1	1	US
3	1	2	3	3	1	2	1	3	3	3	4	US
1	3	3	1	1	1	1	2	1	2	1	1	IT
3	3	3	3	2	3	3	2	2	2	2	1	US
3	4	1	3	1	2	1	1	3	1	1	3	US
3	4	1	2	2	1	4	2	1	4	1	1	US
3	3	1	3	2	4	1	1	4	2	2	1	US
1	2	4	4	2	1	2	2	1	4	4	2	US
2	2	3	3	2	4	2	4	4	4	3	4	US
1	2	3	3	1	1	3	2	1	1	1	1	US
1	1	3	2	2	1	2	2	1	1	4	1	NL
3	3	4	3	3	1	1	1	1	3	3	3	US
2	2	1	1	1	1	2	2	1	2	2	2	US
4	2	2	4	3	4	4	4	3	4	4	4	US
1	3	3	2	2	3	3	2	1	2	2	1	GB
4	4	4	2	2	1	4	3	4	2	4	2	US
3	3	1	2	1	1	4	3	1	3	2	2	US
3	4	4	3	1	3	1	2	1	4	3	1	US
3	3	2	3	1	1	3	1	4	3	1	3	US
4	4	1	4	3	3	1	4	3	4	3	4	US
4	1	3	4	1	3	3	3	3	1	3	1	FI
3	2	3	1	1	3	4	1	1	2	1	1	IN
3	1	1	2	2	1	4	3	2	1	1	1	US
4	3	3	4	2	3	4	2	4	4	1	1	GB
3	3	2	2	4	3	4	2	1	1	3	1	US
4	4	4	2	3	4	4	4	3	4	4	2	US
4	4	4	4	2	4	2	4	3	4	4	4	US
4	1	3	4	3	1	2	2	3	1	3	4	SG
4	3	2	4	4	3	4	2	4	4	3	2	US
2	1	1	1	1	3	1	3	4	2	2	2	AE
1	3	3	2	1	1	1	3	4	2	1	1	MY
4	1	4	4	2	4	3	3	2	3	4	2	US
3	3	2	3	3	1	3	1	1	2	1	3	US
3	1	1	1	2	3	2	2	3	3	3	3	US
3	1	4	2	2	3	4	4	1	3	3	3	GB
4	4	4	2	2	1	4	3	4	2	4	2	US
4	1	2	1	4	4	2	2	4	4	2	2	US
3	3	1	3	1	1	4	1	1	3	3	3	US
1	2	3	1	1	1	4	1	1	3	1	2	US
3	1	4	2	2	1	1	1	4	2	1	1	IN
2	1	2	1	2	3	2	2	4	2	2	2	US
3	2	4	3	3	3	3	3	3	1	3	3	US
3	3	3	4	4	4	3	4	3	4	4	3	AU
4	1	3	4	2	4	2	4	3	4	4	4	US
1	3	4	4	1	4	4	2	1	4	4	4	US
4	1	4	4	4	4	2	2	4	4	4	2	GB
1	3	1	4	1	2	4	4	1	4	4	4	US
3	2	3	4	3	4	4	4	2	4	3	4	DK
1	3	3	4	1	2	3	3	1	2	3	3	US
3	3	4	1	1	1	1	1	1	3	1	1	GB
1	2	4	2	2	1	1	2	1	4	4	4	BA
1	1	4	1	4	3	3	1	3	4	3	1	US
3	4	3	3	3	3	4	4	1	3	3	3	IE
3	2	3	3	3	4	2	4	3	2	3	4	DE
4	1	3	4	1	1	3	1	1	1	1	1	US
1	2	2	2	1	1	1	2	1	2	1	1	US
1	3	1	1	2	3	2	2	1	4	2	1	PL
3	3	3	2	4	1	3	3	2	2	3	1	US
4	1	4	2	2	1	4	2	3	4	3	1	US
2	2	1	2	4	4	2	3	4	2	2	2	ZA
1	3	4	4	1	3	4	3	1	4	3	1	US
2	2	3	3	2	3	4	4	4	1	1	4	US
2	2	1	2	1	1	2	2	2	3	1	3	CA
2	1	2	1	1	1	2	1	1	3	1	1	US
1	2	4	2	4	3	2	2	4	2	2	2	BE
1	3	1	3	1	1	4	1	1	2	3	1	US
2	1	2	3	4	1	4	3	2	1	1	1	US
2	1	1	2	2	2	1	4	3	3	4	1	CZ
1	3	4	2	3	4	4	3	3	4	3	3	GB
2	1	2	2	2	2	1	3	4	2	2	2	US
2	3	4	2	4	4	3	4	4	2	3	4	US
4	2	4	1	2	2	2	2	1	2	2	2	US
4	1	1	2	2	2	4	4	4	2	4	1	US
4	1	3	4	4	3	4	4	3	2	3	1	US
1	1	1	2	2	1	4	1	1	1	1	1	CA
1	1	4	2	3	4	2	2	1	1	2	2	US
3	4	4	3	3	2	1	2	3	1	1	1	US
4	2	1	2	4	3	2	2	4	2	2	2	IN
1	3	3	2	2	3	2	2	1	2	2	1	US
4	4	3	3	3	1	4	1	3	1	4	3	US
3	4	3	4	3	4	4	3	3	4	3	3	US
3	3	3	1	1	2	3	1	3	1	3	4	US
2	4	4	3	4	1	1	1	1	4	3	2	CA
3	4	3	3	3	3	4	3	1	3	3	3	CA
2	3	3	1	4	4	4	1	4	2	3	1	US
4	1	3	4	4	3	4	4	3	2	4	4	US
4	1	3	2	2	4	4	4	3	1	4	4	US
4	3	1	4	4	3	1	4	4	2	1	1	MY
1	3	3	3	3	3	1	3	1	3	3	1	GB
4	4	4	4	4	4	4	4	3	4	4	4	US
2	3	3	1	2	3	4	4	4	4	4	2	US
2	3	1	2	2	1	2	2	4	2	2	2	US
4	2	1	4	4	4	2	4	1	4	4	2	US
3	1	2	1	3	3	2	4	4	1	3	3	CA
2	2	4	2	2	2	2	4	3	2	2	2	US
1	1	1	2	2	1	1	1	1	3	1	2	DK
3	3	3	1	4	3	3	4	3	4	3	1	US
1	2	2	1	1	1	2	3	1	2	1	1	IN
4	3	1	4	2	3	1	3	4	4	3	2	US
3	3	3	3	3	3	3	4	3	4	4	4	CA
1	1	3	4	3	1	4	3	3	2	1	3	US
1	3	3	2	2	1	1	3	1	2	3	4	US
4	2	4	1	4	4	3	4	4	2	4	1	US
3	3	1	3	4	4	3	4	3	4	3	1	US
1	2	1	1	4	1	4	3	1	2	2	3	US
3	3	2	3	4	3	3	4	3	4	3	1	US
4	1	4	4	4	4	2	4	4	2	3	1	PH
4	1	4	4	4	4	2	4	4	2	2	1	PH
1	3	1	3	3	1	4	4	1	2	4	4	ZA
4	1	4	2	2	4	2	2	1	4	4	3	US
3	3	3	3	3	3	1	3	3	4	3	3	US
3	3	4	3	3	4	3	4	3	4	1	1	GB
1	2	4	4	4	4	2	2	3	4	2	3	US
2	3	3	1	2	4	2	2	4	2	2	4	US
3	3	4	3	3	4	3	1	1	1	3	4	US
1	3	1	1	1	3	1	3	1	1	1	1	US
3	2	3	4	1	3	3	3	3	1	1	1	US
2	4	4	4	2	4	4	4	1	3	4	1	NL
4	1	4	2	2	4	2	4	1	4	2	2	US
1	3	4	2	2	1	4	2	1	1	1	2	ZA
3	3	2	4	4	4	3	2	1	1	1	1	AE
1	1	4	2	2	1	1	3	1	1	1	1	DK
3	2	1	3	3	1	4	1	1	3	3	3	US
4	3	1	4	3	4	3	4	3	4	4	3	US
1	2	2	1	1	1	1	2	2	1	3	1	US
1	2	3	3	3	2	2	2	3	2	3	4	US
1	1	4	1	2	1	1	3	1	1	1	1	DK
2	2	4	2	4	3	2	2	3	4	2	1	US
2	3	4	1	4	1	3	4	2	2	2	1	US
4	3	1	4	2	3	2	2	1	4	4	4	US
3	3	2	3	3	3	3	4	1	3	1	1	US
1	3	4	4	1	3	4	3	4	2	1	4	IN
1	3	3	3	3	3	2	1	1	4	1	1	US
1	3	1	1	3	3	1	1	1	2	1	1	US
4	1	1	4	2	4	1	4	3	4	1	1	GB
2	2	4	1	4	3	2	2	4	2	2	1	CA
2	2	2	4	2	4	2	4	1	4	2	2	US
2	2	3	1	2	2	4	3	1	4	2	2	US
1	3	3	2	1	1	2	3	1	2	1	1	AE
1	3	3	1	4	3	2	1	1	1	1	1	IN
4	1	4	3	2	4	1	1	1	1	4	1	BR
1	2	4	2	2	4	2	2	1	2	2	2	GB
4	2	4	4	3	4	2	4	1	4	4	2	US
4	3	4	4	2	4	4	4	4	2	4	1	US
1	3	1	3	3	1	2	1	1	2	3	1	US
1	1	1	1	4	3	4	4	1	4	2	4	BR
2	2	4	3	4	4	2	2	3	4	4	3	MK
1	1	2	1	1	1	2	2	1	2	2	1	US
3	4	4	3	3	3	1	3	3	3	3	3	US
1	3	3	1	2	3	3	4	4	2	2	2	GB
3	1	4	3	2	3	4	3	1	4	3	3	US
4	4	2	4	3	1	4	4	3	4	4	3	US
4	2	4	2	4	2	2	2	4	4	2	2	US
3	2	4	1	4	3	2	2	4	2	2	4	GB
1	2	2	1	2	2	2	2	4	2	2	2	CA
3	1	2	4	3	3	3	4	3	1	4	3	CA
1	3	1	2	1	1	3	3	1	2	4	3	US
1	3	1	4	4	2	1	1	1	1	1	2	DE
3	3	2	2	2	3	1	4	4	2	4	4	GB
2	3	1	2	2	1	4	3	4	3	1	1	US
3	2	2	4	4	4	1	3	4	2	3	4	US
1	3	1	2	2	3	2	2	4	1	2	2	EC
1	3	3	2	1	1	1	1	1	1	1	1	US
1	1	4	4	1	4	3	3	1	4	3	3	GB
1	2	4	4	1	4	2	4	1	2	4	1	US
3	1	4	1	2	1	1	2	2	4	3	2	GB
2	2	2	1	2	1	3	3	4	2	2	2	US
3	2	3	3	3	3	1	1	3	1	1	1	US
1	2	1	1	1	3	3	2	1	4	3	2	US
4	3	1	1	4	3	2	4	4	2	2	2	PL
3	1	1	2	2	1	2	2	3	2	4	1	BR
4	3	1	4	2	4	2	4	1	4	4	4	US
1	2	1	1	4	1	2	4	1	2	2	4	US
4	1	4	1	2	3	2	4	4	2	2	2	NO
3	4	4	4	4	1	1	4	1	4	2	2	US
3	4	1	4	3	1	1	3	1	3	4	3	US
1	2	4	1	1	2	2	1	1	2	2	1	CA
4	4	4	4	2	4	4	4	4	2	4	1	RO
3	2	4	2	2	3	3	2	4	2	3	2	US
3	3	4	3	3	4	2	4	3	4	3	3	GB
3	1	1	4	3	4	2	4	3	4	4	4	GB
4	3	4	4	2	4	3	2	4	1	4	2	US
1	3	1	2	1	2	4	1	1	3	1	3	DE
3	1	4	2	2	2	4	2	3	4	1	3	US
2	2	2	1	2	3	2	2	4	4	1	2	GB
4	1	4	2	2	4	2	2	4	4	4	2	GB
4	1	4	2	2	1	3	3	2	2	3	1	US
1	4	1	1	4	3	4	1	1	3	1	1	US
3	2	4	2	4	1	4	2	1	2	4	3	US
3	3	3	3	1	3	4	1	1	1	1	3	US
4	1	1	1	2	4	2	2	4	2	2	2	US
3	4	2	2	1	3	1	4	3	4	3	3	US
1	3	3	3	4	3	1	1	1	1	1	1	US
4	1	2	2	2	2	1	3	4	2	4	2	CH
4	4	4	4	1	4	2	2	1	4	4	1	US
2	2	4	1	4	3	2	2	4	2	3	1	IT
2	2	3	2	4	2	4	1	4	3	2	1	US
3	3	2	1	4	3	2	4	4	1	3	4	ZA
4	2	2	4	3	3	2	4	4	2	3	2	US
3	3	3	4	3	4	4	3	3	3	4	3	US
1	2	3	4	2	3	2	3	1	2	2	1	IT
4	1	1	4	2	2	2	4	4	4	4	2	NO
4	4	4	4	2	4	4	4	4	4	4	2	US
3	1	2	1	4	1	3	2	4	1	1	1	GB
2	1	3	2	4	4	3	4	4	2	4	2	US
4	3	4	1	1	1	2	3	4	1	3	4	US
3	2	4	4	3	4	2	2	1	3	2	1	US
1	2	1	2	4	1	2	3	1	2	1	2	US
3	3	1	1	4	1	2	2	1	2	1	3	EG
4	2	1	4	2	4	3	3	1	3	4	4	RS
1	3	2	1	2	1	2	2	1	1	2	2	SE
4	2	3	2	1	4	2	2	1	3	1	1	US
1	2	1	4	2	2	4	4	1	4	4	2	CA
1	2	1	1	1	1	1	1	1	1	2	1	SE
4	1	1	1	2	4	2	2	1	2	2	2	US
4	2	4	2	2	3	2	2	3	2	2	3	IE
3	3	1	3	3	3	4	2	1	4	3	2	GB
1	1	1	1	2	2	2	3	4	1	1	1	LV
3	4	3	3	4	3	1	3	1	1	1	1	US
1	2	1	1	1	1	1	1	1	1	2	1	SE
1	2	4	3	2	2	2	2	1	1	4	1	GR
4	1	3	1	2	4	1	3	1	2	2	2	US
4	1	4	1	2	2	2	3	3	1	4	1	HU
1	2	1	4	2	2	4	4	4	4	4	2	CA
1	3	2	4	1	2	4	4	1	1	1	1	NL
2	1	4	2	3	2	2	2	4	2	4	2	GB
4	4	4	4	4	4	4	4	4	2	4	2	IN
3	1	3	3	4	4	3	2	3	4	4	3	US
1	3	3	4	4	3	2	1	1	1	1	2	US
1	2	1	3	1	3	3	3	1	2	1	1	GB
1	1	4	4	3	1	4	3	1	2	1	1	US
1	3	4	1	1	3	2	1	1	1	2	1	US
1	4	1	3	1	3	1	1	3	4	1	1	HU
2	3	1	1	2	1	1	3	1	2	1	1	PL
1	3	1	1	4	2	1	3	1	2	1	1	US
4	3	1	2	1	1	1	3	1	3	1	3	GB
1	2	4	1	1	1	2	1	1	2	3	2	GB
4	2	4	1	2	4	2	2	3	4	3	4	US
3	1	3	2	3	1	2	3	1	2	1	1	US
4	1	3	4	3	4	2	3	3	4	2	3	US
4	3	1	2	4	1	2	3	4	2	2	2	GB
4	4	4	2	2	4	1	3	4	4	3	2	US
1	3	1	2	3	1	1	3	1	3	2	2	US
2	4	2	3	4	3	4	3	3	2	1	1	DE
1	2	1	1	4	4	2	2	1	2	2	2	US
4	4	2	4	4	3	3	4	2	1	2	4	GB
2	2	2	1	3	3	2	2	3	2	2	1	US
2	4	3	3	4	4	2	2	1	4	4	3	BE
3	1	4	3	3	2	3	4	3	4	3	3	US
4	1	3	3	2	4	3	1	3	4	4	1	US
1	3	4	2	1	3	4	1	1	2	4	1	ZA
3	1	2	1	2	2	2	3	2	2	2	1	US
1	3	4	4	2	2	4	2	1	2	1	1	US
1	3	4	4	2	1	4	4	4	2	4	2	US
4	1	4	4	2	4	3	3	4	2	4	2	LT
4	2	4	2	2	4	2	4	4	2	4	2	US
2	4	4	4	4	3	3	2	4	4	3	4	US
4	1	3	2	2	4	4	4	4	4	3	3	GB
1	1	4	1	1	4	2	1	1	1	3	1	SA
2	3	1	1	2	3	3	1	1	2	1	4	US
2	2	3	1	1	1	2	3	2	1	3	1	US
3	2	3	2	1	1	2	3	4	2	2	2	US
2	2	1	3	4	3	4	2	1	2	1	3	US
1	1	1	1	1	1	1	1	1	3	1	1	GB
3	3	3	2	1	1	4	1	1	1	3	3	AU
2	2	4	2	3	2	2	2	4	4	2	2	US
2	2	2	1	4	2	4	4	3	4	3	1	US
4	1	4	2	4	4	3	2	4	2	4	2	GB
4	2	4	1	2	4	2	2	3	2	3	1	US
1	1	3	3	3	3	3	1	3	2	1	1	GB
3	4	3	1	3	3	1	1	1	2	3	1	BE
4	1	4	2	1	4	1	2	4	1	3	4	US
1	3	3	2	2	1	2	3	2	3	1	2	US
1	1	2	4	1	3	2	4	4	3	2	4	GB
1	1	2	1	1	1	3	1	1	1	3	1	US
3	2	4	4	3	2	2	4	1	1	2	1	US
1	3	3	2	1	1	4	3	1	2	1	2	US
1	2	1	2	2	2	2	2	1	2	2	2	CO
1	2	2	2	2	3	4	2	4	2	2	2	US
4	2	4	4	3	3	2	2	2	4	3	1	US
3	3	2	3	3	3	3	4	2	1	3	4	US
4	3	4	4	4	4	2	2	4	4	4	4	NL
4	3	4	4	4	4	1	3	3	1	4	4	US
2	2	2	2	4	2	2	4	4	2	2	2	NL
3	3	2	3	1	2	3	3	1	3	1	1	US
2	2	4	2	2	3	2	2	4	2	2	2	FR
2	2	2	4	4	4	2	2	4	2	3	4	US
3	2	2	1	1	1	2	1	1	1	1	1	RW
2	3	3	1	1	1	2	2	1	2	2	1	US
4	1	4	1	2	4	2	4	4	4	4	2	US
1	2	2	3	2	1	2	2	4	2	3	1	US
2	1	4	2	4	3	4	2	4	1	4	2	US
4	1	4	1	2	4	2	3	4	4	3	2	US
4	2	4	3	4	2	2	4	4	3	4	1	RO
1	3	1	1	2	1	2	1	4	2	2	2	US
3	2	4	3	3	2	2	2	3	4	2	3	US
4	1	1	4	2	4	2	2	1	1	4	2	CA
4	2	2	3	3	2	2	2	3	2	1	4	IE
4	3	4	4	3	3	2	4	4	1	3	1	AT
3	2	4	3	3	3	2	2	4	1	1	1	US
2	1	4	1	1	3	3	2	1	4	1	1	US
4	3	1	1	4	3	2	4	4	4	4	4	PL
4	1	4	2	2	4	2	2	4	1	2	2	US
2	3	3	4	3	3	3	2	3	4	3	4	US
3	3	4	4	2	1	2	2	2	3	3	3	GB
3	3	4	3	3	4	3	4	3	4	3	4	US
1	2	1	1	1	3	4	2	1	4	3	3	FR
4	2	2	2	2	2	2	2	2	2	2	2	US
3	4	1	2	2	3	4	4	4	3	1	2	US
4	2	3	4	3	4	2	4	3	4	2	4	US
1	1	1	1	1	4	1	1	1	2	2	2	US
1	3	4	4	4	2	2	2	1	2	4	3	US
3	1	1	1	2	3	3	3	4	2	2	3	US
4	2	1	2	1	2	2	1	1	2	2	1	IN
3	4	3	4	3	1	4	1	3	1	3	3	US
2	1	3	2	2	4	3	3	4	4	3	4	US
2	1	2	3	2	4	2	2	1	1	3	1	RS
4	2	2	3	3	2	2	2	3	2	1	4	IE
2	3	3	2	1	1	4	1	2	1	1	1	NL
1	1	4	1	2	2	2	1	1	2	2	2	NO
1	3	4	2	1	1	4	1	1	2	1	1	US
1	3	1	3	1	1	1	1	4	2	1	4	US
4	4	4	3	3	3	4	2	3	4	4	4	US
1	1	4	1	1	1	4	1	1	2	1	3	GB
3	4	2	4	2	3	4	4	4	2	2	2	SE
1	3	1	4	3	2	2	1	4	4	3	4	FI
1	3	1	1	4	3	2	4	4	2	1	1	US
3	4	3	3	3	3	4	3	3	2	3	3	US
3	1	1	4	3	4	4	1	3	4	3	3	GB
4	1	3	2	2	1	2	2	1	3	2	3	US
3	4	1	3	3	2	1	1	1	2	2	3	IN
3	3	4	2	3	4	4	3	1	2	3	3	AU
1	3	1	1	1	1	2	1	1	2	2	1	SE
3	2	4	3	2	1	4	1	1	2	2	2	GB
3	3	3	3	3	3	3	3	3	1	3	3	US
