"AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10","age","gender"
5,3,3,4,5,3,3,4,2,2,5,5,5,5,4,2,2,1,3,1,4,5,5,5,3,2,2,3,1,2,4,4,5,2,4,2,5,4,2,3,32,1
4,4,4,3,3,4,2,2,2,3,2,2,2,4,3,3,2,4,3,2,2,4,5,4,2,2,2,4,1,2,2,2,2,2,2,2,4,4,1,2,39,2
4,2,1,4,3,2,4,3,2,3,4,1,4,4,4,5,2,1,5,3,3,5,5,4,3,2,2,4,2,4,3,2,3,1,3,1,1,4,2,1,26,1
2,4,3,4,4,3,3,3,2,2,4,2,3,4,3,4,2,4,4,2,3,4,5,5,2,2,4,4,2,2,4,4,5,4,5,5,4,4,3,3,23,1
4,4,4,4,3,4,2,4,2,2,4,4,4,4,4,3,2,2,3,2,3,3,4,4,3,3,3,4,1,4,3,2,2,2,4,3,3,3,4,3,65,2
5,3,2,4,4,4,2,2,1,1,5,5,4,4,4,1,2,2,2,2,4,4,5,4,2,1,2,2,1,2,4,4,3,2,2,2,4,4,1,1,40,1
4,3,4,4,3,4,3,2,2,2,5,4,3,4,4,2,2,5,2,5,3,5,5,4,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,47,2
4,5,4,4,4,4,2,2,1,1,5,5,5,4,5,1,2,2,2,2,4,4,4,4,3,2,2,3,3,3,3,2,3,2,2,2,3,3,4,4,42,1
2,3,5,5,2,4,3,3,1,1,3,5,5,3,4,5,2,3,2,4,5,5,5,5,2,3,3,4,2,3,2,2,2,1,4,5,2,4,3,1,19,1
2,3,4,4,4,4,2,3,2,1,2,2,2,2,3,4,3,4,4,4,3,4,3,3,2,2,2,2,2,2,2,3,4,3,5,4,4,4,3,3,17,2
4,4,4,4,3,4,3,3,1,1,5,4,3,4,4,1,2,1,3,2,3,4,5,0,2,1,1,3,1,1,2,2,3,3,4,3,4,4,2,3,39,2
4,4,3,2,3,4,3,2,1,1,4,3,2,4,2,2,2,2,2,1,4,5,4,4,4,4,3,3,1,2,4,4,4,3,2,4,4,5,3,3,50,2
3,2,2,4,3,3,3,4,2,2,4,3,2,2,2,3,3,2,4,4,4,5,4,4,2,1,1,2,2,2,2,2,2,2,2,1,3,2,1,2,27,1
4,3,3,4,4,3,4,2,2,2,3,3,4,4,4,2,2,4,4,3,4,4,4,4,2,2,2,4,1,4,4,4,3,2,2,2,3,4,2,2,28,2
2,2,4,2,1,4,3,3,2,2,3,2,1,2,2,4,3,4,4,3,3,4,4,3,3,3,3,2,2,2,2,2,3,2,3,3,4,3,3,2,36,1
1,5,5,5,5,3,3,3,1,1,5,5,1,1,5,1,1,1,1,3,5,1,3,3,1,1,1,1,3,5,3,3,5,5,5,3,3,1,3,3,28,2
3,5,5,3,3,5,3,5,1,1,3,5,2,3,4,1,2,3,2,3,4,5,3,3,4,2,2,3,4,3,3,2,5,4,4,3,4,5,4,3,33,2
2,1,2,3,2,2,4,4,2,2,3,3,2,2,3,2,3,2,2,3,4,5,5,5,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,28,2
4,4,3,4,3,4,4,5,1,2,2,3,3,4,4,3,4,4,5,2,4,4,4,5,2,2,2,4,1,2,2,2,2,2,2,1,3,4,2,2,31,1
4,4,4,4,4,5,2,2,2,1,3,3,4,4,4,3,2,3,2,5,2,4,4,4,3,3,2,2,1,3,4,3,3,4,4,4,3,4,4,4,28,2
5,4,3,4,5,5,1,1,1,1,5,5,5,5,5,2,1,1,3,1,5,5,5,5,1,1,1,1,1,2,2,1,2,1,2,1,4,4,1,1,45,1
4,3,3,4,3,4,2,2,1,5,4,4,5,4,4,2,2,2,2,5,4,4,5,4,2,2,2,4,2,4,2,2,2,1,2,1,4,2,2,1,41,1
4,4,5,4,5,4,2,4,2,3,4,5,4,4,4,1,2,2,2,2,4,4,2,2,4,4,3,4,4,4,4,4,4,5,4,5,2,4,2,5,33,2
4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
4,4,3,4,3,4,2,1,1,1,5,2,4,4,3,4,2,2,4,1,5,5,5,5,2,2,2,2,2,3,2,2,4,2,4,2,4,4,2,3,46,2
4,4,4,4,3,4,2,2,2,0,4,3,3,4,4,4,2,2,4,2,4,4,4,3,3,3,3,3,2,4,2,2,2,2,2,2,3,4,3,3,39,2
4,4,2,3,4,3,2,4,1,4,3,2,1,4,3,2,1,4,4,2,4,5,5,5,3,2,4,5,1,4,5,3,5,4,4,3,4,5,2,2,17,1
3,3,3,3,3,3,4,3,4,3,3,2,2,3,2,4,4,3,3,2,3,5,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,31,2
3,2,2,4,2,4,4,3,4,1,3,2,4,3,3,4,3,2,4,3,5,4,4,3,4,4,2,5,2,4,3,1,4,2,5,4,5,5,2,2,17,1
2,4,2,5,2,4,2,2,1,1,4,3,3,2,4,3,1,4,4,2,3,4,5,4,3,3,2,5,1,1,5,5,5,2,5,5,4,4,4,3,23,1
2,2,1,2,3,3,4,4,1,1,4,2,2,2,3,4,3,2,3,2,4,5,5,5,2,1,1,2,1,1,4,4,3,3,4,2,3,4,2,1,38,2
5,4,4,5,3,3,2,2,1,1,4,4,4,5,5,2,1,1,2,1,4,5,5,5,2,2,1,2,1,2,5,5,4,4,3,3,5,4,3,2,30,1
4,4,4,4,4,4,2,2,5,1,4,4,4,4,4,2,2,2,2,1,4,4,5,4,4,2,4,4,2,2,3,3,4,2,2,4,4,4,2,1,41,1
4,5,5,4,4,4,1,3,2,1,4,4,3,4,4,2,2,2,1,4,4,5,5,5,3,2,2,3,2,2,4,4,4,4,4,4,4,5,4,2,43,1
3,3,2,3,3,4,4,4,3,2,4,4,2,3,2,3,3,3,2,2,4,4,4,4,3,3,2,2,2,4,3,4,3,2,4,2,4,4,3,2,38,2
4,4,3,3,5,4,2,3,2,1,5,3,2,4,3,4,2,2,4,1,5,5,5,5,2,2,2,1,1,2,4,4,4,2,4,2,4,4,2,3,27,2
5,4,4,4,3,4,2,3,2,2,5,5,5,5,4,2,2,2,2,1,3,5,4,4,2,2,2,3,1,2,4,4,4,4,4,2,5,5,4,2,37,1
4,3,2,4,2,4,3,0,2,2,4,4,2,3,4,1,1,2,2,2,4,5,5,5,3,2,2,3,2,4,4,4,4,4,4,2,3,4,2,2,30,2
3,3,3,4,3,3,3,2,2,2,3,3,3,3,4,3,2,3,3,2,2,4,5,5,3,3,2,4,3,2,3,3,4,4,4,3,3,4,2,3,47,1
3,2,2,4,2,2,4,4,1,2,2,1,2,4,4,5,2,4,4,3,2,2,5,3,4,4,4,4,4,4,2,2,3,2,3,4,3,2,4,2,19,1
2,5,4,3,4,5,4,2,1,1,2,1,4,2,3,5,1,4,4,2,5,4,5,5,4,3,1,5,1,1,4,4,4,4,3,1,5,4,4,2,40,1
4,4,4,4,3,5,2,2,1,2,3,2,2,4,4,4,2,3,4,2,4,5,5,5,2,1,1,2,1,1,4,4,2,3,4,3,4,4,3,4,34,1
4,3,3,4,3,3,3,2,2,2,4,2,2,4,3,4,4,2,4,2,3,4,4,4,2,2,2,2,2,3,2,2,3,1,3,3,3,3,1,3,41,2
4,4,4,3,3,3,2,3,1,1,5,2,2,4,3,4,2,2,4,2,2,4,4,3,4,3,2,4,2,4,2,1,3,1,1,1,4,4,1,1,39,2
2,3,3,3,3,4,2,2,1,1,4,1,1,2,3,5,3,2,5,3,3,4,4,4,3,2,3,4,2,2,4,4,2,1,1,1,2,2,1,1,58,1
1,3,2,4,3,4,4,3,2,1,1,1,2,1,3,4,3,4,4,2,3,5,5,5,3,3,2,4,1,2,4,4,4,3,5,2,2,4,2,3,22,1
5,5,5,5,4,5,1,3,3,5,4,4,5,5,5,1,1,1,3,2,5,5,5,5,1,1,1,5,3,3,3,4,3,3,3,4,4,4,1,1,52,1
5,5,5,5,5,5,1,1,1,1,5,4,5,5,5,2,1,2,1,1,5,5,5,5,1,2,2,4,1,2,5,5,5,5,5,5,5,5,5,5,49,2
4,4,4,3,3,3,2,4,3,5,4,5,4,4,2,2,1,1,3,2,2,4,4,4,3,3,2,4,1,3,4,3,4,3,4,2,4,4,3,4,59,2
5,3,3,4,4,1,4,4,4,5,4,5,1,5,4,3,2,2,5,1,5,5,5,5,2,1,1,2,4,5,4,4,1,1,2,1,2,4,1,4,52,2
3,4,4,3,4,4,2,3,2,2,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,4,3,3,0,4,3,3,3,3,4,4,2,3,3,3,45,2
4,4,4,3,3,4,2,2,3,2,3,4,4,4,3,3,3,3,2,2,3,2,2,3,2,2,4,2,2,3,4,3,4,4,0,1,4,4,3,2,45,1
5,4,2,4,3,3,2,3,2,2,5,4,5,4,4,1,1,2,3,2,4,5,4,4,3,2,1,3,2,2,3,2,3,2,2,3,3,3,2,2,55,2
4,4,4,3,4,4,2,2,2,2,4,4,3,4,2,2,3,2,4,2,4,5,4,3,4,2,2,3,2,2,3,2,2,2,3,3,4,3,3,2,54,2
4,4,2,4,2,2,2,4,1,2,5,4,2,2,2,2,1,1,2,1,5,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,4,4,2,3,53,2
4,4,5,4,3,4,2,4,1,1,4,4,1,4,3,2,2,2,2,1,5,4,3,5,2,4,2,2,1,1,4,3,4,3,5,4,4,4,3,3,27,2
4,4,4,3,5,3,2,1,2,1,4,5,3,3,3,1,2,1,2,1,5,5,3,5,1,2,1,3,2,1,3,2,5,4,4,4,5,5,2,4,38,1
4,5,4,4,4,4,2,2,2,1,4,2,2,4,4,2,2,2,4,2,2,4,4,4,2,2,2,4,1,2,4,2,3,4,3,3,4,4,2,2,40,1
3,2,2,2,3,4,3,4,2,2,4,2,1,3,2,4,2,4,4,3,2,4,4,5,3,2,1,5,1,1,4,3,3,3,2,1,4,3,2,2,40,2
4,3,2,2,0,5,3,4,4,5,5,3,1,4,4,4,2,1,4,1,4,5,5,5,2,1,1,3,1,2,3,3,5,3,5,4,4,4,3,3,29,1
4,4,4,2,4,3,3,3,1,2,4,1,1,3,2,5,3,2,5,2,3,4,3,4,4,2,2,4,1,3,4,2,3,1,3,1,4,0,2,1,36,2
5,4,4,5,4,4,2,1,1,1,4,5,5,5,5,1,1,2,1,1,4,4,5,4,2,2,2,4,1,2,5,5,4,4,4,5,4,4,4,4,65,1
4,4,2,4,2,3,4,4,2,1,5,4,4,4,4,2,2,4,2,2,4,4,4,4,4,2,2,5,4,2,1,1,4,1,1,1,1,1,1,1,56,2
4,3,4,2,3,3,3,3,1,1,2,1,1,3,1,5,5,5,4,3,4,4,5,5,2,2,1,3,4,4,0,3,3,3,2,3,4,4,3,3,63,2
4,5,5,5,4,4,3,3,5,2,4,4,4,4,3,2,2,3,3,1,5,4,5,4,4,2,1,2,1,3,3,3,4,3,3,3,3,4,2,4,50,2
5,4,2,4,3,2,3,2,2,2,3,1,1,4,3,5,2,4,5,3,3,5,4,4,3,2,1,3,1,2,2,1,2,2,3,2,4,4,3,2,31,2
2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,4,4,45,2
5,5,4,4,3,4,2,1,1,2,4,3,3,4,4,4,2,2,3,1,2,3,5,5,3,4,2,4,1,3,5,5,5,4,5,3,4,5,3,2,32,1
4,4,2,5,2,3,3,4,5,2,4,4,5,4,4,2,2,2,3,2,2,4,4,3,3,3,3,3,2,3,2,2,2,4,4,2,4,5,2,4,19,1
4,3,2,3,2,3,4,3,2,2,4,4,4,4,3,3,2,2,4,3,2,4,4,4,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,52,2
5,5,4,4,4,3,2,2,1,1,5,4,5,5,5,2,1,1,3,1,5,5,5,5,4,2,1,2,2,1,3,3,3,3,4,2,4,5,2,2,35,1
4,2,3,4,3,3,3,4,4,3,4,4,1,2,3,3,2,2,2,3,5,4,4,3,3,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2,54,2
5,5,5,5,5,5,1,1,2,1,5,5,5,5,4,2,1,1,2,5,4,4,4,4,3,2,2,3,5,2,4,4,0,2,3,4,5,5,2,2,69,2
5,4,4,5,4,2,4,4,2,2,5,4,4,4,4,2,4,2,2,2,4,4,4,4,4,3,2,2,4,2,4,2,4,2,2,4,2,4,3,1,39,2
4,4,4,4,4,5,2,2,2,1,3,3,2,4,3,3,1,3,3,3,3,4,3,3,4,2,2,3,1,1,4,4,4,4,4,3,4,5,3,4,30,1
4,4,5,4,4,4,2,2,2,1,4,4,3,4,4,3,2,2,3,1,3,5,4,4,4,3,3,3,3,3,4,4,2,2,1,3,2,3,3,2,35,1
1,1,1,1,3,1,4,3,4,2,1,1,2,3,1,5,5,4,5,4,2,4,5,4,3,5,4,4,2,4,1,1,3,1,1,1,3,2,1,1,47,1
4,4,4,4,3,4,3,4,1,2,5,2,4,5,4,4,2,2,3,1,5,4,3,4,4,2,2,3,2,4,5,5,3,3,2,3,2,4,2,4,39,1
4,4,4,4,4,4,3,2,1,1,4,3,1,4,3,3,2,2,3,1,5,5,4,4,3,1,1,2,2,2,4,4,4,3,3,3,4,5,4,3,33,1
1,4,4,3,1,4,2,2,2,1,2,5,4,2,4,2,2,4,1,2,1,2,5,5,4,4,4,4,5,3,4,2,4,2,3,2,4,5,1,1,39,2
4,3,4,4,3,4,3,2,3,2,5,2,2,4,3,4,2,2,4,2,2,4,4,2,4,4,4,4,2,4,2,2,2,2,4,3,4,4,2,2,39,2
2,4,3,2,2,4,3,2,5,2,2,2,4,3,1,4,4,4,4,4,3,3,4,4,3,3,2,4,3,2,1,1,4,1,2,4,3,2,1,1,45,1
5,4,3,4,3,3,3,2,1,1,5,5,3,4,4,2,2,2,2,2,4,4,4,4,2,2,1,1,1,1,4,5,4,4,4,4,4,5,3,3,38,1
3,4,4,4,4,4,2,4,2,3,4,3,2,3,4,4,3,2,3,3,1,4,1,3,4,4,4,4,3,4,5,3,4,4,4,4,1,4,2,3,42,2
4,2,2,3,3,3,3,3,2,1,3,2,4,4,3,4,2,3,4,3,4,5,5,5,2,2,2,3,2,2,1,1,2,2,2,2,2,3,1,1,42,2
4,4,4,4,4,4,4,4,2,2,4,3,2,3,3,3,2,2,3,3,3,4,4,4,3,2,2,4,2,3,3,3,2,2,2,3,3,3,2,2,44,2
3,2,3,2,4,4,2,3,2,1,1,1,1,3,2,4,3,4,4,3,2,4,4,4,2,2,2,4,2,2,4,3,3,2,3,2,4,4,2,2,41,2
4,4,3,4,5,5,2,3,1,1,5,5,4,4,4,1,1,1,1,1,3,5,5,4,2,4,2,3,1,3,2,3,3,3,5,4,3,4,4,3,41,2
4,3,3,4,3,4,3,2,3,2,4,2,2,4,4,3,2,2,4,3,2,4,4,4,4,3,3,4,3,4,3,2,3,2,4,2,2,2,4,2,30,2
4,4,3,2,4,3,3,4,1,1,5,4,5,0,3,4,2,2,4,1,5,5,5,5,5,3,3,4,1,3,3,2,4,1,2,2,4,4,2,1,54,1
4,4,3,3,3,4,3,2,1,2,4,4,4,4,3,2,2,2,2,2,3,4,4,3,3,4,3,3,1,4,4,3,2,2,2,2,2,2,2,2,30,2
5,5,5,4,5,5,2,1,3,1,2,3,5,5,2,3,2,4,3,1,2,2,4,4,2,3,3,4,3,1,3,3,4,4,4,5,4,4,1,1,33,2
4,4,3,3,3,3,2,2,2,2,4,2,4,4,4,4,2,2,2,1,4,2,5,3,3,4,4,4,2,4,4,4,3,3,4,4,4,4,3,2,36,2
5,5,4,5,4,4,2,2,1,2,5,5,3,4,3,2,2,2,2,1,3,5,5,5,2,2,1,1,1,1,5,5,4,3,4,3,4,5,4,2,52,1
1,1,1,1,1,1,5,5,4,2,1,1,1,1,1,5,5,5,5,5,2,2,5,5,4,5,5,4,5,3,3,3,2,1,2,2,1,1,1,1,34,1
4,2,2,3,2,3,4,4,2,2,3,1,1,4,2,5,3,4,4,4,4,3,3,3,4,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,26,2
2,5,5,4,5,5,1,1,1,2,1,5,4,2,4,1,2,5,1,4,5,4,4,4,2,2,2,1,1,1,5,5,5,5,5,5,5,5,3,4,24,1
3,4,3,4,2,3,4,3,3,1,5,4,2,4,3,4,2,2,4,2,5,5,5,5,3,3,2,2,2,3,1,1,1,2,3,1,2,3,2,1,49,2
4,2,4,1,4,4,2,2,1,2,5,1,1,3,2,5,5,5,5,3,2,3,3,2,2,4,3,3,3,3,5,5,5,2,5,1,3,4,4,1,33,1
5,4,5,5,3,4,2,1,1,3,4,5,4,5,4,3,2,3,3,2,4,5,5,3,3,4,4,3,2,1,4,5,2,1,3,5,3,2,4,4,20,1
4,4,3,4,3,4,4,3,1,1,4,3,2,2,3,4,5,3,4,4,5,5,5,5,3,2,2,3,2,3,4,5,4,1,4,3,4,4,1,2,39,1
4,3,3,4,4,3,3,2,2,1,5,4,5,5,5,3,1,1,2,2,4,5,5,5,3,1,1,2,1,2,5,3,3,2,3,4,3,4,2,4,16,1
5,4,2,5,1,5,1,4,1,1,5,5,5,5,5,1,3,1,4,1,1,5,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,1,15,1
2,1,1,2,2,1,5,4,4,3,1,1,4,1,2,5,5,5,5,4,5,4,5,5,4,2,1,4,2,3,2,2,3,4,5,2,4,5,3,2,14,1
4,4,4,4,4,4,2,3,2,2,4,4,4,4,4,2,2,2,3,4,3,4,4,3,4,0,2,2,4,2,3,3,4,4,4,3,3,3,2,2,38,2
3,3,3,3,3,3,3,3,3,3,4,4,2,3,2,3,3,3,4,3,5,5,4,4,1,1,1,2,1,3,3,3,3,2,3,3,3,3,3,3,26,1
2,3,2,3,3,3,4,3,1,2,3,3,3,2,3,2,3,3,3,2,2,4,4,3,4,3,2,3,2,3,3,3,2,3,4,3,3,3,3,3,21,1
5,4,4,0,4,4,2,1,4,5,5,5,5,5,0,4,2,1,1,1,4,4,5,5,3,1,1,3,3,1,5,5,4,3,4,3,4,4,4,4,42,1
4,4,3,5,4,4,3,2,2,1,4,5,5,4,5,1,1,1,2,2,5,5,5,4,3,2,2,3,1,3,4,4,3,4,4,5,3,4,4,3,49,2
4,2,3,2,4,4,4,4,2,2,4,3,1,3,3,3,3,1,3,2,3,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,35,2
5,5,5,5,5,5,2,2,1,1,5,4,4,5,5,2,1,2,3,2,2,3,4,3,4,3,3,4,3,4,4,5,4,3,4,4,4,4,3,3,41,1
4,4,5,4,4,5,3,3,3,1,2,2,5,4,3,4,2,4,4,1,4,4,5,5,3,2,2,4,2,1,3,3,5,4,3,4,3,4,3,2,41,1
4,4,3,4,3,4,2,2,2,1,5,4,4,4,2,1,1,1,2,2,2,5,4,4,4,4,2,4,1,5,5,4,2,2,2,2,4,4,3,2,65,1
5,3,2,4,4,3,3,4,1,2,2,2,2,5,5,5,1,0,4,2,4,4,3,3,4,4,3,5,1,1,1,5,3,2,2,5,2,4,2,2,34,2
2,3,3,4,5,2,2,4,1,1,4,4,3,2,4,2,2,2,3,1,5,2,5,5,1,1,1,4,2,1,5,4,4,1,4,2,1,5,2,1,40,1
4,3,3,4,4,4,3,3,3,2,3,2,3,4,4,3,2,3,4,3,4,4,4,4,3,2,2,3,2,3,3,3,3,2,2,3,3,3,2,2,25,1
4,4,2,4,2,2,4,4,2,2,4,1,1,4,4,4,2,2,2,2,4,5,4,4,2,2,2,4,2,4,2,2,4,2,4,2,2,4,2,2,31,0
3,4,3,3,3,4,4,4,2,2,4,4,3,3,3,2,2,3,3,2,3,5,4,4,3,2,2,3,2,0,4,4,2,2,2,2,3,3,2,1,42,2
3,4,3,5,4,4,3,1,1,1,5,5,5,3,4,2,2,1,1,1,5,5,5,5,5,3,1,4,0,3,5,5,5,3,5,4,5,5,5,5,23,1
4,3,2,4,3,2,3,4,2,1,4,4,2,4,3,2,2,2,4,2,5,4,4,4,3,2,2,3,2,3,3,3,3,1,1,1,4,4,1,1,40,2
3,2,2,1,2,1,4,4,3,2,2,3,1,3,2,3,3,4,3,2,2,4,4,4,3,3,2,4,2,4,1,1,3,1,2,1,1,2,1,1,55,2
5,5,4,5,5,5,3,3,1,1,4,4,5,5,5,0,0,2,2,1,5,5,5,5,2,2,2,2,2,2,4,4,4,3,2,2,4,3,2,2,50,2
3,4,3,5,3,3,4,2,1,1,5,2,1,3,3,5,1,1,3,1,1,5,5,4,4,2,2,2,5,3,1,1,3,1,1,1,1,1,1,1,30,2
5,5,3,3,2,3,2,2,1,2,5,3,2,5,3,4,2,2,4,2,5,5,5,5,2,2,1,1,1,1,1,1,3,2,2,2,2,2,3,2,62,2
2,4,2,4,4,2,4,2,2,1,4,2,1,2,2,4,2,2,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,4,32,2
4,2,2,2,4,4,4,2,4,1,4,1,4,4,2,5,4,1,4,1,5,5,5,4,2,1,1,1,1,2,4,4,2,1,1,1,2,1,2,1,29,2
4,4,4,5,4,4,2,3,1,1,5,5,2,4,4,2,2,1,2,4,5,5,5,5,2,2,2,3,3,3,4,3,4,4,3,2,3,3,3,2,23,1
4,3,4,3,3,3,3,2,2,2,4,2,3,4,3,2,2,3,3,2,5,5,5,5,3,2,2,3,1,2,2,2,3,2,2,1,4,4,2,2,60,2
4,3,3,3,4,2,2,3,1,1,5,3,3,4,4,3,2,2,3,2,3,5,4,4,2,3,3,3,2,2,2,2,2,2,3,1,4,4,1,3,53,1
3,2,3,1,4,3,3,3,3,2,3,3,2,3,4,4,1,4,3,5,4,4,3,4,3,1,1,1,1,2,3,3,1,1,1,1,1,2,1,1,29,2
2,2,2,2,2,2,2,2,3,4,3,1,1,2,2,4,3,3,4,3,3,4,3,2,4,4,3,4,3,4,1,1,3,2,3,2,3,4,2,2,49,2
4,4,3,4,4,4,3,3,3,2,2,2,2,4,2,4,4,4,3,1,4,1,2,2,4,4,4,5,3,5,3,4,5,5,5,4,5,5,5,5,50,1
5,5,4,4,3,4,1,1,1,1,1,5,3,4,4,1,1,1,1,1,4,5,5,4,3,1,1,1,1,1,4,4,3,4,2,2,3,4,3,1,57,2
5,4,3,5,5,3,2,3,2,1,5,4,4,4,4,1,2,3,2,1,4,5,3,5,1,3,1,1,1,2,1,1,4,1,4,2,5,3,5,1,47,2
3,5,5,5,4,4,2,4,1,1,5,4,5,5,5,3,1,2,2,1,4,5,5,5,2,2,2,3,3,4,5,4,2,2,1,4,3,4,2,1,48,1
4,5,5,5,5,5,1,2,1,1,5,4,5,4,4,4,1,4,4,3,5,5,5,5,1,1,1,4,1,1,5,5,4,3,3,5,4,5,4,4,26,1
4,5,3,5,4,4,2,2,1,2,4,5,5,5,4,2,1,3,2,1,4,5,5,5,2,1,1,4,2,4,4,4,2,2,4,2,2,4,4,4,49,2
4,2,2,4,4,4,2,2,1,2,4,4,4,4,3,2,2,2,2,2,4,5,5,5,3,3,2,2,2,2,4,4,2,2,2,2,4,4,2,2,53,2
4,5,4,4,4,5,2,3,1,2,4,2,4,4,4,4,4,2,4,1,4,4,5,4,2,3,2,4,3,2,4,4,4,4,4,4,4,4,3,4,42,1
0,3,3,3,3,3,2,2,1,1,5,4,4,4,3,2,2,1,2,1,4,5,4,5,2,2,1,2,1,1,3,3,2,2,2,3,2,3,1,1,59,2
5,4,3,3,3,3,3,3,2,2,4,3,3,0,3,3,2,2,2,2,4,4,5,4,3,3,3,3,2,2,3,3,0,3,3,3,3,3,3,2,50,1
4,5,2,2,5,5,2,4,1,1,4,2,1,4,2,5,2,1,4,1,5,5,5,5,2,2,2,2,1,2,5,5,1,1,1,1,2,2,2,1,36,2
3,3,2,2,4,3,3,3,1,2,3,3,2,3,2,3,4,3,3,3,3,5,5,4,3,3,3,3,3,3,5,4,4,3,4,3,4,3,2,1,18,2
4,4,4,4,4,2,2,2,1,1,4,5,4,4,3,1,1,2,2,2,4,5,5,5,2,2,2,2,1,1,4,4,5,5,5,4,5,5,3,4,25,2
2,4,2,1,2,2,4,4,4,2,2,4,2,2,2,2,4,2,2,3,2,2,4,3,3,4,4,4,5,4,2,2,2,1,2,1,2,2,1,1,59,2
5,4,4,4,3,4,2,2,1,3,4,3,2,5,4,3,2,2,2,1,4,4,5,3,4,4,4,3,2,2,3,3,4,3,4,4,4,4,3,4,49,2
5,4,2,2,3,3,3,5,1,2,5,5,3,5,2,1,1,1,3,1,3,5,5,5,3,3,3,3,2,1,1,1,1,1,1,3,4,4,1,1,26,2
5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,3,5,5,5,0,1,1,1,1,1,5,5,4,4,4,4,5,5,4,1,47,2
2,2,2,3,3,3,4,4,2,2,3,2,2,2,2,4,3,3,4,2,4,5,4,4,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,2,30,1
5,4,3,5,3,4,4,3,1,1,5,5,5,5,5,2,1,2,3,1,3,5,5,5,2,1,1,4,2,1,5,5,4,2,1,4,4,3,1,1,34,1
4,4,5,4,3,5,1,1,1,1,4,3,4,4,4,3,2,2,3,2,4,5,4,4,2,1,1,1,1,1,4,3,2,2,3,1,3,3,3,3,45,2
4,4,3,4,2,4,2,1,5,5,3,5,4,4,4,2,2,2,2,1,5,5,5,5,3,2,1,3,1,3,4,3,4,4,3,4,4,5,2,3,57,1
5,4,5,3,5,5,4,1,1,1,4,4,4,5,3,2,4,2,2,3,4,4,4,4,2,1,1,1,1,1,2,2,4,4,5,3,4,3,4,4,27,1
5,4,4,3,4,4,4,2,1,1,4,3,3,5,3,2,3,4,3,2,4,4,5,5,1,1,1,1,1,1,2,2,4,5,5,3,5,4,5,3,27,1
5,4,3,3,3,3,4,4,2,2,5,5,5,5,4,1,2,1,2,1,4,4,5,5,1,1,1,1,1,1,3,3,3,3,5,5,5,5,3,3,55,1
4,3,3,4,4,4,4,3,2,1,3,2,2,4,4,4,2,3,4,3,4,4,5,5,4,4,3,5,1,4,3,3,3,4,4,2,3,4,3,2,50,1
2,3,4,4,5,3,2,3,2,1,3,4,4,2,3,2,2,3,4,2,4,5,4,4,3,2,2,3,2,3,2,2,3,1,3,2,3,4,1,1,37,1
4,3,3,5,3,3,4,4,3,2,3,3,4,4,5,3,2,4,4,2,4,5,4,5,4,4,3,4,2,3,5,0,3,3,3,3,4,3,3,3,37,2
3,4,4,5,4,4,3,3,1,1,4,4,2,4,4,2,2,2,3,2,4,4,5,4,4,3,3,4,1,3,4,4,2,2,2,2,4,4,2,1,35,1
4,4,4,4,4,4,1,1,1,2,5,5,5,5,4,1,1,1,1,1,5,5,5,4,3,3,3,4,1,1,3,3,1,3,1,3,3,3,5,4,60,2
3,2,1,2,2,3,4,2,2,3,2,1,2,3,2,4,4,4,5,3,1,4,4,4,4,5,3,4,2,4,1,1,3,2,4,1,3,2,2,1,43,2
2,4,3,4,3,4,2,2,2,3,2,2,2,2,2,4,2,4,4,4,2,4,2,2,4,4,4,4,2,4,4,4,2,2,2,2,2,4,3,3,44,2
5,5,5,4,3,3,3,2,2,1,4,5,5,5,4,1,2,2,1,1,3,4,5,4,3,3,3,4,3,3,3,4,3,5,3,5,5,5,4,3,39,1
4,4,4,4,5,3,3,3,1,1,5,3,3,3,4,2,2,1,2,2,5,5,4,4,3,2,2,2,2,2,3,2,4,3,4,2,4,4,2,1,28,2
