"AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10","age","gender"
5,4,3,4,3,4,2,3,1,2,4,4,3,5,3,2,2,2,4,3,4,5,5,5,4,2,2,3,2,3,4,4,4,3,4,4,4,4,3,4,34,2
4,3,3,3,2,3,2,3,1,1,4,3,4,4,2,3,4,2,3,3,5,4,5,5,2,2,2,2,1,2,4,3,3,3,4,3,3,4,3,2,35,1
4,2,2,2,3,2,3,3,2,2,5,2,4,4,2,4,3,1,2,2,3,5,5,5,4,4,4,3,2,3,3,3,2,3,3,2,4,3,2,1,16,1
3,5,5,3,5,5,1,3,3,3,3,3,1,3,5,3,1,3,3,1,5,5,5,5,3,1,1,1,5,3,3,1,5,3,5,5,3,5,3,3,16,2
4,1,1,3,1,2,3,3,4,2,4,4,4,4,2,1,3,3,3,1,3,4,4,4,2,2,1,3,1,2,4,4,4,3,3,2,4,4,1,2,33,1
5,5,5,4,4,4,2,3,5,1,4,4,4,5,4,2,2,1,2,1,4,3,4,3,3,1,1,4,5,1,5,5,4,4,4,4,4,4,3,3,30,1
4,4,3,3,3,3,3,2,2,2,4,2,2,4,3,3,3,2,3,4,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,42,1
5,4,4,4,5,5,2,2,1,1,4,3,4,5,4,3,2,2,3,2,4,5,5,5,2,3,3,4,1,2,3,2,3,3,3,2,3,4,2,3,60,2
4,4,3,3,4,4,4,4,1,1,2,2,2,4,4,5,2,5,5,2,4,3,5,5,3,1,1,4,2,2,5,5,4,4,4,1,4,5,1,4,32,1
5,5,5,4,5,4,1,1,1,1,5,5,5,5,5,1,1,1,1,2,4,5,5,5,4,1,1,3,1,1,5,5,5,3,3,4,3,5,5,4,19,1
4,3,4,4,4,4,2,4,1,1,4,4,4,4,4,2,2,2,2,2,5,5,5,5,3,1,1,2,1,2,4,4,3,3,3,2,4,4,3,3,31,1
5,4,3,4,3,3,2,3,1,1,5,5,5,5,4,2,1,1,2,2,4,5,5,4,3,2,2,3,1,1,4,3,2,1,1,1,3,3,1,1,33,1
1,4,4,1,5,5,2,2,1,5,1,2,3,1,1,3,4,5,2,1,4,4,5,2,5,4,2,5,5,4,4,4,4,4,4,3,5,5,5,4,46,1
5,4,4,4,3,4,3,2,2,1,4,4,3,4,4,2,2,1,2,3,2,5,5,5,4,3,2,3,2,2,4,3,4,3,4,3,4,4,3,3,26,1
4,3,3,4,3,3,3,3,4,1,1,4,4,3,4,2,3,4,2,3,4,3,3,3,3,4,3,4,2,4,2,1,1,2,1,3,3,4,1,1,43,1
5,4,4,4,4,4,3,3,1,2,4,4,4,5,4,3,2,1,3,2,3,5,5,5,3,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,35,2
5,5,4,5,4,5,2,2,1,1,5,4,4,5,4,1,1,1,2,1,3,5,4,4,3,2,1,3,1,3,5,5,5,5,5,4,3,3,4,4,40,1
4,4,4,5,4,4,2,2,1,2,4,5,4,4,4,2,1,2,2,2,4,5,4,5,4,2,1,4,2,2,4,4,3,4,2,3,4,3,2,3,31,1
4,2,2,4,2,2,4,3,2,1,4,4,3,3,3,2,2,3,2,3,4,3,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2,2,2,0,35,1
5,5,3,4,4,2,1,2,2,1,5,3,4,4,5,3,1,1,4,2,4,3,4,4,3,2,1,3,2,4,3,2,3,2,4,2,4,4,2,1,54,2
5,4,4,4,3,4,2,2,1,1,5,3,3,4,4,2,2,1,3,1,5,5,5,5,1,2,1,1,2,1,5,4,4,4,4,4,4,5,2,2,29,1
3,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,3,4,3,3,4,2,4,2,2,3,2,2,3,3,3,2,2,60,1
2,5,4,4,3,5,1,3,2,3,3,3,3,2,4,2,2,3,3,3,2,5,5,5,4,1,3,4,4,2,4,1,4,3,4,3,3,5,4,1,15,2
4,4,3,3,4,4,2,2,1,1,4,2,2,4,3,4,2,2,2,1,4,5,5,5,1,2,2,2,1,2,3,3,2,2,2,2,2,4,2,2,38,2
4,4,4,4,4,3,2,4,2,1,4,4,4,4,4,4,4,2,2,2,3,2,4,4,2,2,2,4,4,2,4,2,2,2,4,4,2,4,3,4,34,2
5,4,3,5,4,4,1,2,1,1,5,4,5,5,4,2,1,2,3,2,4,4,4,4,2,2,1,2,1,1,4,4,3,3,3,3,4,4,4,4,23,1
4,4,2,2,0,3,4,3,1,1,5,2,2,2,1,4,4,3,4,1,4,5,5,3,3,3,2,4,2,2,4,4,4,3,4,4,2,2,1,2,39,2
