Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	Q43A	Q43I	Q43E	Q44A	Q44I	Q44E	Q45A	Q45I	Q45E	Q46A	Q46I	Q46E	Q47A	Q47I	Q47E	Q48A	Q48I	Q48E	Q49A	Q49I	Q49E	Q50A	Q50I	Q50E	Q51A	Q51I	Q51E	Q52A	Q52I	Q52E	Q53A	Q53I	Q53E	Q54A	Q54I	Q54E	Q55A	Q55I	Q55E	Q56A	Q56I	Q56E	T1A	T1I	T1E	T2A	T2I	T2E	T3A	T3I	T3E	T4A	T4I	T4E	T5A	T5I	T5E	T6A	T6I	T6E	country	introelapse	testelapse	surveyelapse	uniquenetworklocation	screensize	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	hand	religion	orientation	race	voted	married	familysize	major	drug1	drug2	drug3	drug4	drug5	drug6	drug7	drug8	drug9
4	28	2594	1	35	2277	4	53	4323	1	27	2397	4	56	1760	4	44	2093	4	45	2140	4	10	1660	4	14	1960	4	22	2446	1	52	2825	4	19	2876	4	41	2372	4	30	3602	1	51	3380	4	50	3327	1	3	3090	4	7	1887	1	32	2402	4	11	2357	1	25	2783	4	26	2020	4	24	5583	4	37	3298	1	33	3855	1	40	2999	1	6	2913	1	48	3308	4	55	2358	1	49	3125	1	5	5422	1	23	2340	4	34	3407	4	17	2880	4	29	2001	4	8	1444	4	36	2862	4	46	6242	4	38	4004	1	43	5417	4	4	2166	1	47	4351	4	13	2883	4	42	3176	4	54	3612	1	15	2220	1	1	4992	1	9	4778	1	2	5268	4	18	5228	1	16	2718	4	12	2182	4	31	1476	1	21	3104	4	39	4600	4	20	1434	1	60	3330	1	59	4604	2	62	11213	1	61	3995	2	58	5105	2	57	3465	US	19	206	197	1	1	1	1	7	1	7	7	7	1	7	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	1	1	33	1	1	1	3	2	2	2	Nursing	3	0	0	4	0	0	2	0	0
1	6	5907	1	26	3144	2	15	6899	4	10	4582	2	24	3416	4	36	2345	2	47	7303	1	30	2207	3	21	4462	2	25	6065	1	40	3967	3	54	4953	1	29	3358	4	37	4338	3	8	4217	4	14	4012	3	31	4347	3	17	2170	3	43	3084	2	27	6648	2	4	4532	3	49	3335	2	55	3477	4	13	3698	4	5	3435	3	3	9704	3	46	4826	4	7	9258	2	45	17798	3	33	3176	4	56	5279	3	52	10262	3	34	4350	2	23	4988	4	19	3534	3	48	8050	4	12	4368	1	41	4798	2	39	8528	3	22	4996	3	18	4569	3	2	7898	4	35	3523	4	42	9981	2	51	6714	3	16	3529	2	38	7177	4	9	4709	4	11	2923	4	20	1829	4	50	2798	4	44	3352	4	32	1888	4	28	4662	2	53	6102	1	1	4191	2	60	3446	2	62	5935	2	59	8338	1	57	6179	2	61	5541	2	58	6720	GR	2957	324	257	1	2	1	3	5	7	3	7	7	5	2	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	3	2	2	2	25	1	1	2	6	1	1	2	english literature	0	0	0	0	0	0	3	3	0
2	14	20146	2	34	17625	2	35	6016	3	5	4167	2	23	2129	2	53	3440	3	4	2632	2	7	4456	3	2	3199	3	27	3792	3	42	5102	2	47	5592	2	17	2847	4	11	10441	3	51	7368	4	36	3646	2	24	8064	3	18	3201	2	15	3624	2	49	6656	2	13	3695	3	30	4335	3	28	8024	4	48	4599	1	29	3016	3	38	5520	2	39	12120	4	22	7736	4	56	2457	2	55	2143	4	44	4209	4	8	3217	3	19	4897	1	41	4345	4	1	5726	2	33	21447	3	31	6623	1	16	7951	3	46	9912	4	45	4991	4	40	4343	3	32	22353	4	12	5143	4	6	4791	4	52	5135	4	50	2495	3	20	1806	2	54	48664	3	37	4801	4	26	3694	4	43	4808	4	3	3016	3	25	2200	3	10	5136	3	9	10094	4	21	1745	2	61	2977	2	62	7919	2	59	11457	2	58	10095	1	60	6974	2	57	19471	ES	67	441	143	1	2	7	6	3	5	5	3	7	7	1	4	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	2	3	3	2	23	1	1	2	6	2	1	2		0	0	0	0	0	0	2	0	0
3	20	5026	3	37	3107	2	13	3225	4	36	3329	4	55	2004	2	56	3105	4	49	2959	2	54	3357	3	19	2989	3	14	3500	2	2	3948	3	35	3401	2	11	3064	3	5	4525	3	17	7134	2	9	4293	1	23	5613	2	31	2084	3	38	4850	2	3	4520	2	48	4016	3	1	8817	3	42	3502	3	24	3791	3	28	3775	2	18	3357	4	39	5186	3	29	4237	4	44	2277	3	16	3238	2	50	4631	2	47	3327	4	27	3682	3	6	4264	4	15	3895	2	52	4052	3	33	3850	3	43	6714	3	51	7173	4	46	4720	4	26	3778	2	40	12059	4	8	3154	4	12	3639	3	45	5089	2	10	3164	3	32	5201	2	41	4532	3	25	4489	3	4	2969	2	21	3396	3	22	2507	3	30	2489	3	34	5844	4	53	5960	4	7	2533	1	58	5161	1	59	4356	2	61	7310	2	60	5865	2	62	5352	2	57	4677	SE	4	269	154	1	1	3	3	4	3	6	5	6	6	5	3	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	2	3	2	2	17	1	12	1	6	2	1	1		0	0	0	0	0	0	1	0	0
1	20	2735	2	25	3049	1	28	3066	3	10	2316	1	30	1631	2	43	1917	2	21	2115	2	8	2651	2	19	1932	3	4	2632	1	34	2900	2	33	3400	1	23	2668	3	39	4616	3	36	3783	4	18	4239	4	14	4666	4	56	1983	3	5	2498	3	26	3900	2	11	3117	4	49	3082	3	31	3952	4	40	4151	3	32	5448	3	27	3133	2	2	4366	3	24	4000	2	15	3450	2	6	3751	2	50	2666	3	13	2116	4	7	5249	3	42	4916	3	16	1900	3	38	1783	2	22	2583	1	3	5553	2	48	7252	3	54	2944	3	45	2032	4	47	5358	2	35	3783	4	55	2817	2	52	20386	2	29	2718	4	1	6619	1	53	4472	3	51	2983	2	9	2417	2	37	2634	4	44	2134	2	12	2550	4	17	5045	2	46	4342	2	41	1534	2	57	2652	2	61	3017	1	58	13515	1	59	2401	1	62	2618	2	60	1797	GB	2	233	317	1	1	1	7	5	7	6	6	3	3	2	6	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	3	1	2	1	22	2	2	2	6	2	1	1	biology 	2	0	0	0	0	0	3	2	0
3	9	2901	3	48	2067	4	29	2801	3	20	4020	2	47	2167	4	19	1780	3	15	2083	3	28	1831	2	8	2495	4	5	2700	2	36	3336	3	3	2950	2	38	1966	3	42	3396	1	56	2533	2	23	3417	1	30	3435	1	18	1833	1	7	2955	2	11	4789	1	46	3133	3	16	2500	3	54	4416	3	6	3918	1	22	2217	2	27	2734	1	37	3018	2	24	2953	3	49	2215	3	17	2951	4	1	6207	4	35	2297	3	32	2700	1	51	3116	4	2	6631	2	40	1835	3	45	2916	2	44	3117	3	53	3785	1	50	2952	3	34	2683	4	10	3612	3	31	3565	4	13	2883	2	33	3816	2	4	2449	3	21	3165	3	39	3299	4	43	2954	1	41	2366	2	26	2517	2	25	2563	4	52	2432	4	12	3364	3	14	3585	2	55	1465	1	57	3010	1	58	3618	2	62	3133	2	59	2684	2	60	6716	1	61	3767	US	5	191	235	1	1	2	4	2	5	7	3	2	5	5	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	2	1	34	1	12	2	6	1	3	4	English	3	2	1	2	2	4	3	4	0
3	2	4793	3	48	4602	3	25	2696	2	35	3223	1	29	2112	3	36	2108	3	40	2712	3	27	2476	3	55	3462	3	21	2561	3	12	4673	4	24	3412	1	34	2238	4	54	3418	3	13	3199	3	19	3866	1	4	5310	4	14	2167	2	3	4349	2	49	2878	1	45	2500	3	28	2828	4	32	2139	3	11	4164	1	56	2091	4	47	2168	1	41	3710	3	44	3624	3	30	2894	3	6	3059	3	17	3597	3	37	2760	3	46	3481	2	10	3205	4	9	2613	3	31	2342	2	38	2976	2	39	4019	3	33	4447	4	20	4456	4	23	1917	3	15	9245	3	8	3702	4	26	4049	2	18	2742	4	5	2772	3	52	2711	4	7	3560	4	43	2896	4	1	7715	4	51	1867	4	16	2676	4	50	1674	4	53	4058	4	42	4535	4	22	1903	2	60	4552	2	59	6836	2	58	3922	1	62	4646	2	57	4615	2	61	2757	GB	519	215	253	1	1	2	7	6	7	5	6	7	5	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	3	1	18	1	12	3	7	2	1	2		3	0	4	3	0	0	2	2	0
4	28	1896	4	19	2015	4	31	3533	4	56	3200	3	18	2915	4	11	1700	4	36	1444	3	6	1748	3	34	2005	3	37	1780	1	24	3872	4	10	3787	3	7	1762	3	8	2370	2	12	3736	1	33	3108	2	47	3204	2	48	2344	3	41	5440	4	54	2257	2	30	3308	3	2	3253	3	26	4317	3	5	3266	3	44	2607	2	52	3439	2	42	3456	1	29	3490	2	35	2514	3	9	2153	4	23	1976	4	51	2417	4	39	4381	3	4	3127	3	3	2077	4	46	1289	4	45	2067	3	1	6100	4	27	3517	4	40	2845	4	22	1990	4	53	9101	4	55	5547	2	17	4092	4	16	3548	4	14	1580	4	50	1337	1	38	5385	4	15	2549	2	25	3325	4	32	2927	3	20	5195	4	13	1478	4	49	1856	4	43	5029	2	21	3517	1	58	2783	2	57	5204	2	59	8190	2	60	3717	2	61	2712	1	62	2973	US	608	200	132	1	1	2	6	5	3	7	4	3	3	4	2	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	3	1	2	1	35	1	12	2	6	1	2	2	Business Administration	1	0	0	0	0	0	2	2	0
4	56	2208	4	7	2915	2	47	2897	3	23	18525	2	28	2174	1	38	1787	4	31	2014	2	4	2817	2	32	1951	4	55	2120	1	34	2713	2	8	3720	2	46	2061	4	20	6691	3	15	6867	3	1	7829	2	2	4336	2	53	1947	3	39	2644	4	10	3360	1	24	2358	2	37	5302	3	48	5406	2	14	2771	1	35	2399	2	25	4261	2	49	3652	4	54	10590	4	45	2537	4	12	3255	2	11	4238	3	13	3346	2	41	4788	4	51	4378	4	17	2188	2	44	2201	4	27	2347	1	52	3551	3	16	3677	3	26	3317	4	43	2309	3	19	2763	2	21	2540	2	3	3019	2	36	3194	3	30	3176	4	22	11196	1	33	2501	4	42	2936	2	6	2718	3	5	2781	2	50	2300	1	18	3614	3	9	2981	2	40	3770	1	29	1949	2	57	5721	1	61	5644	2	58	8880	2	62	6878	2	59	5673	1	60	2748	GB	13	250	206	1	1	2	6	2	3	6	3	1	7	1	7	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	1	1	22	2	2	1	1	2	1	0	Mechanic	1	3	0	0	0	1	1	0	0
1	50	3104	1	43	2597	4	22	2890	4	17	2125	4	20	1974	4	28	2054	4	24	1695	4	8	3204	3	37	4400	3	38	2460	2	30	3188	3	32	2727	2	14	4629	2	49	3943	4	41	1910	4	10	3332	3	45	3374	4	19	1958	4	1	8081	2	35	4188	2	29	2790	3	11	8128	3	12	4000	2	18	3284	4	40	2423	4	13	5070	2	34	4034	4	55	2363	4	2	4736	4	46	2898	3	5	3446	4	31	6265	3	56	3177	3	4	12479	4	39	3320	2	15	2592	2	33	9060	4	16	4571	1	9	6525	2	21	4439	4	51	2691	2	27	4963	4	6	3986	4	7	2993	1	48	4800	3	53	2530	3	54	2439	4	44	4702	4	52	2626	2	26	2543	4	47	2066	4	42	2275	2	36	3237	4	3	4750	4	25	3441	4	23	1835	2	57	6453	2	61	2690	2	59	3883	1	60	3648	1	62	5346	2	58	3229	ID	83	238	147	1	1	6	1	3	7	6	3	5	1	4	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	3	2	2	23	1	10	2	1	1	1	2	Film	0	0	0	0	0	0	1	0	0
2	48	3074	1	9	3019	1	51	2900	2	27	4630	3	12	2951	2	6	2552	2	23	2243	1	28	3069	1	20	2970	2	8	3162	2	44	18809	4	13	2339	1	49	2210	2	22	10243	4	52	2962	2	2	5753	2	38	7550	4	47	2507	3	21	3510	2	1	7347	3	35	2705	2	43	3717	1	32	3393	4	19	3766	1	37	2902	3	16	4077	2	45	4127	4	15	3763	1	50	3097	2	30	3424	3	3	3800	2	10	3260	2	34	3431	1	53	3697	2	4	5714	1	25	4357	1	42	2995	2	11	4623	2	17	5329	1	46	4166	2	36	2626	1	7	3673	4	33	2943	4	56	2578	4	29	3971	4	5	3157	4	55	2280	3	39	4730	4	18	3490	4	31	2308	4	26	2381	4	24	2373	4	14	2204	4	40	3342	3	54	7213	4	41	1814	2	58	2570	1	57	4404	2	62	4553	1	60	3120	2	59	5243	2	61	2437	GB	4	245	183	1	1	2	1	4	7	2	5	6	6	2	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	20	1	4	1	6	2	1	3		3	2	0	0	0	0	3	1	0
2	24	3262	4	44	4708	2	3	3354	1	21	2336	2	2	4521	3	7	2217	4	42	3555	3	56	2771	2	4	3504	3	18	5238	1	10	3555	3	9	2501	1	1	6293	3	48	5983	2	23	4378	1	25	6091	2	45	3300	1	8	3089	2	47	2741	2	32	2751	1	11	2153	3	26	2720	2	29	2798	4	40	3187	2	34	3112	3	30	4901	2	14	16896	3	38	3223	2	51	2920	2	53	2286	3	28	3227	3	15	2870	3	6	3103	3	13	3875	3	16	2494	2	55	2095	3	54	2681	3	33	5774	2	31	3231	2	37	4755	3	12	2242	2	36	15826	4	17	3407	4	41	1885	3	46	2867	4	49	1876	2	39	2688	4	27	2773	4	22	4523	3	43	2034	4	5	2821	2	20	4034	4	52	1529	4	19	2851	4	35	6971	3	50	1645	1	60	2445	2	57	2950	2	58	5007	2	59	8074	2	61	2122	2	62	1580	GB	19	237	153	1	1	1	2	3	6	7	7	5	3	3	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	2	3	1	31	2	12	2	6	1	1	2		2	3	2	0	1	0	2	0	1
2	20	9236	2	26	4322	1	3	4358	3	51	3635	3	5	7002	3	12	9099	2	2	8716	1	23	3865	2	31	4871	3	40	4811	1	25	3562	4	43	2394	1	46	2684	3	11	7701	2	22	7064	4	55	5646	3	53	27449	3	50	2608	3	17	3949	4	15	4916	4	8	3112	3	34	3433	4	6	4580	3	42	8716	2	21	4902	3	24	13173	3	29	4283	3	13	15377	1	35	4192	2	30	3498	3	39	4053	3	41	7857	3	28	3236	2	19	9186	4	48	2804	3	49	4678	4	18	5431	1	44	6490	3	56	11155	3	47	7613	4	10	2534	2	14	22895	4	4	5933	2	52	8346	4	9	4820	4	45	3001	2	36	5433	4	32	4106	3	54	7245	4	7	2668	4	33	3087	4	16	2617	4	1	7031	3	38	8730	4	27	5296	4	37	2283	2	60	4190	1	58	10688	2	59	6118	1	62	5382	2	57	6954	2	61	3599	US	24	389	221	1	1	1	2	7	6	6	6	7	4	4	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	2	2	2	1	46	1	12	1	7	1	2	1	Social work	1	0	0	1	0	0	1	1	0
2	24	17904	3	41	14192	3	21	10585	4	28	10232	1	25	5536	3	35	4751	2	56	16463	2	40	5759	2	37	16543	4	30	7400	1	54	17895	2	16	15807	3	47	7473	4	36	14106	2	33	13767	4	43	16216	2	49	18984	3	5	8481	3	50	8183	2	6	23654	1	32	6153	2	14	18015	4	26	21040	2	27	13329	1	46	5671	4	13	10464	1	9	19327	3	7	9064	3	3	7418	2	53	2880	2	39	19513	4	34	5879	3	38	18592	4	2	14831	4	17	5263	4	29	16599	2	44	6448	2	20	13991	3	23	15616	3	22	19639	3	55	17952	3	10	19009	3	12	12497	2	19	25360	2	48	22000	3	18	6160	1	45	4824	2	1	18223	4	31	14072	4	8	5352	3	11	10375	2	42	13735	4	51	8353	2	15	10714	2	4	15190	2	52	5089	1	62	20792	1	57	10888	2	58	41024	2	61	22632	1	60	23040	2	59	31184	TW	2	863	264	1	2	2	1	4	6	6	5	6	2	5	3	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	3	3	1	2	22	1	3	1	1	2	1	2	civil engineering	0	0	0	0	0	0	1	0	0
3	27	2399	3	44	1812	3	47	5666	2	40	2751	3	29	1302	3	28	2469	3	9	1227	2	20	4120	2	11	3764	3	33	1968	3	23	3598	3	46	6075	2	32	4427	4	13	3547	3	45	5524	2	43	4150	2	26	3257	2	48	3012	2	55	2329	3	17	4386	2	21	2610	2	15	2112	2	56	6637	4	10	3213	2	12	4360	4	52	4421	2	51	2054	2	39	4451	1	42	3767	2	1	5479	2	35	4844	1	16	6237	2	49	2347	2	22	4320	3	53	1976	3	8	2575	2	34	2452	2	14	4255	2	30	3199	3	25	4856	3	37	1670	2	2	6460	4	7	3934	4	4	2919	2	31	20298	3	19	1646	3	5	3688	3	54	2297	3	36	4000	3	18	2247	3	24	1829	2	3	7647	3	50	2889	2	6	4191	3	38	3097	3	41	2389	2	62	9924	2	59	4930	2	57	8668	2	58	2973	2	60	5515	2	61	4708	US	24	252	128	1	2	4	2	4	3	5	5	6	3	6	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	2	2	1	19	1	4	1	1	2	1	2		0	0	0	0	0	0	0	0	0
2	14	3516	4	52	1550	4	31	1947	4	15	2185	4	35	2280	4	12	1599	4	17	1684	4	8	2182	3	6	2098	4	37	1804	4	53	2533	4	36	1500	3	23	2881	4	44	3466	4	56	2185	4	29	2334	4	9	4083	3	7	2536	4	49	1968	4	3	2628	4	42	1983	4	24	1733	4	19	2933	4	33	2817	4	55	1716	4	39	2963	4	50	1982	4	46	2054	4	30	2469	4	10	1865	4	13	2068	4	43	2166	4	32	1901	1	18	3232	4	34	2232	3	26	2850	4	16	3582	4	4	3619	4	2	3830	4	27	2214	4	47	3631	2	5	4618	4	38	3949	4	40	3253	4	28	2783	4	20	2052	4	11	1720	4	1	9874	4	22	2417	4	54	1749	4	45	1998	4	51	1367	4	25	1352	4	21	2617	4	48	4466	4	41	1149	1	61	2452	2	58	3517	2	59	4164	1	57	3732	2	62	4801	2	60	2182	US	13	168	216	1	1	1	7	7	7	6	7	7	1	3	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	1	1	20	3	2	1	6	2	1	4	forensic psychology 	1	2	2	4	1	4	3	0	0
4	4	3713	4	38	2433	4	24	2811	3	30	3040	3	29	2011	4	28	1880	3	41	4796	3	48	2582	2	31	2034	4	34	2526	1	35	3410	2	33	2490	1	49	2009	3	52	5876	2	21	2974	2	15	3841	1	54	4384	2	55	2310	3	7	5048	3	6	5871	2	47	3645	1	51	2784	4	8	3263	3	25	3072	2	12	5395	2	46	3631	2	11	3248	2	19	12611	1	9	3260	3	39	7012	2	36	4373	2	45	2536	2	37	2752	2	5	4290	2	27	3640	2	18	2772	1	16	2559	4	1	7137	1	40	3191	2	43	10766	3	13	3046	2	56	3555	3	23	73495	4	14	4018	3	20	3262	3	32	1956	3	2	10174	3	22	3915	4	53	3185	4	17	5657	3	10	4192	3	3	5266	4	50	1847	2	26	4277	3	42	3568	4	44	2045	1	60	3511	1	62	6913	2	59	3234	2	61	3128	2	57	4775	2	58	2595	LK	7	317	196	1	1	2	5	2	5	7	6	6	7	5	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	2	2	21	1	3	1	1	1	1	1	English Language and Literature	0	0	0	0	0	0	2	0	0
2	3	7748	3	49	4306	3	5	5810	3	40	4004	4	54	4483	2	15	3771	2	10	4219	2	44	2295	4	47	2142	4	27	2399	2	48	7086	1	46	2542	4	24	2727	3	7	3928	3	25	4939	4	23	3390	3	42	5546	2	4	4792	3	29	4148	2	53	6419	3	55	3651	3	39	4149	3	45	5538	4	36	2810	3	41	2648	4	37	2960	3	52	6443	3	51	3856	3	43	7322	3	32	4468	3	9	5412	2	34	3177	2	30	12143	3	20	9045	4	1	3217	3	12	3396	3	33	3949	3	11	6958	3	50	4966	4	26	3292	4	13	2291	2	16	8356	4	22	2807	4	35	2673	2	14	3972	2	28	2610	3	17	4532	2	19	6230	1	18	6254	3	2	5207	2	56	4411	4	21	3909	3	38	5000	3	8	4105	3	6	4807	4	31	1814	2	59	3334	1	58	5606	2	61	3275	2	57	10378	1	60	34501	2	62	2476	US	5	315	163	1	2	7	2	6	3	5	1	7	5	5	3	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	4	3	2	1	60	2	7	1	6	2	3	5		1	1	1	1	1	1	1	0	0
4	45	3792	4	4	2385	3	31	4482	2	8	3558	2	19	2892	2	6	2734	3	56	2499	3	42	1533	3	55	17200	4	9	5627	3	1	19081	3	25	11772	2	26	3659	3	50	6399	3	41	3891	2	27	5508	3	38	5641	2	5	4197	3	12	3809	1	48	5091	2	14	4765	3	36	1967042	2	35	5225	3	39	2776	3	18	2580	4	17	2824	2	21	84745	3	54	4824	3	10	5698	2	11	3332	4	43	2549	3	44	2316	3	33	6207	2	49	4050	4	52	2148	3	51	3226	3	24	4085	1	30	5042	3	34	4950	4	13	4799	4	47	3366	2	32	14950	4	15	3666	2	22	19150	2	7	7517	4	37	2944	3	46	3175	3	16	3361	4	29	4450	3	23	3039	4	20	3350	3	3	2771	3	40	2524	1	53	42590	2	28	6316	3	2	3381	1	62	2483	1	59	4108	2	60	5448	2	61	2517	2	57	10917	2	58	5647	US	7	2397	167	1	1	5	7	6	5	7	5	5	5	6	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	3	2	1	21	1	1	5	5	1	1	4		2	0	0	0	0	0	2	0	0
2	30	7205	3	20	3353	2	6	10938	3	21	4430	2	23	3264	2	50	5000	2	44	3669	2	36	2978	2	54	2563	3	19	4183	2	48	4847	3	35	3982	2	49	10470	2	10	5598	2	31	5867	2	46	6619	2	39	7625	2	7	5053	3	34	11324	2	25	4631	2	17	6987	2	13	3858	2	5	8180	2	52	7629	3	40	6988	3	42	14834	3	15	5216	2	1	18272	2	12	8444	2	11	5167	2	45	5701	3	41	8533	3	38	4159	3	28	5686	3	16	3803	3	8	2994	2	26	4787	2	2	11959	3	4	8757	2	18	7515	3	22	4353	3	3	9913	2	37	11183	2	27	5416	2	43	5166	3	14	4043	2	33	3853	3	55	5181	3	29	9245	2	51	7366	3	56	4171	2	53	5790	2	32	5531	2	47	5331	3	24	6702	2	9	4226	2	60	6504	1	59	14167	2	62	12869	2	57	13355	1	58	12113	1	61	3713	US	16	423	433	1	1	2	6	2	2	7	7	2	6	6	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	49	2	7	2	6	2	3	3	Interpreting for the Deaf	3	3	0	0	3	0	3	0	0
2	9	9494	3	18	3127	3	31	3584	3	47	2465	2	33	2809	2	44	2321	3	22	3337	2	38	3033	3	56	2720	3	37	4337	2	35	4260	3	24	3337	2	21	2699	3	7	7845	3	43	8534	2	29	4398	3	10	5498	2	36	2639	3	4	3920	3	28	6322	3	54	4441	2	50	2734	2	25	4151	3	51	3765	3	55	3170	3	53	3132	3	2	6679	3	14	5651	2	34	2778	3	46	4064	3	52	3825	2	26	2828	3	19	4007	2	8	5695	3	17	4208	2	15	2966	3	27	4237	2	16	12000	2	32	5850	2	6	6464	2	48	2736	2	23	6516	3	1	6692	3	3	4541	3	41	5383	3	20	3574	3	39	2349	3	12	5615	3	49	4752	3	40	3595	3	5	4151	3	30	4301	3	42	2487	3	13	5458	3	45	5913	3	11	2713	1	61	6995	1	57	4686	1	62	8075	1	59	5362	2	60	5516	2	58	4085	US	533	285	200	1	2	5	5	5	6	5	3	6	3	3	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	4	1	2	1	45	2	1	1	6	1	3	2	education	0	0	0	0	0	0	2	2	0
4	12	3770	3	39	2838	3	5	4432	3	1	4756	4	3	2962	3	38	1778	2	7	3747	2	36	2970	3	51	2233	3	37	3119	2	48	3946	3	13	2589	3	15	5022	4	54	3737	3	21	7441	3	35	5414	3	33	9075	3	4	2373	3	24	2325	3	26	2341	2	22	4805	3	18	4421	2	16	15692	4	20	4114	3	27	3841	3	29	6037	2	44	6413	3	41	4364	3	11	2526	3	45	4271	2	30	4390	3	49	8758	3	14	3260	2	28	3454	3	55	2256	1	53	2291	3	8	3635	1	43	7854	4	42	4406	2	56	5140	3	32	2443	3	50	6692	3	25	5368	4	46	5109	3	10	4621	4	19	2209	3	17	2074	4	2	4594	3	52	5272	4	23	1993	4	9	3012	3	34	2377	4	31	1953	3	47	4032	4	40	4612	4	6	5924	2	61	3295	2	57	6638	2	59	3607	2	62	5964	2	58	5092	2	60	2113	CA	54	268	185	1	2	7	3	5	5	4	6	6	5	4	3	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	4	1	1	2	20	1	4	1	6	2	1	1		0	0	0	0	0	0	1	0	0
2	32	5391	1	37	2488	2	42	5772	3	20	31816	2	51	2388	2	24	792180	2	16	2560	2	3	5637	2	46	2567	2	31	3628	1	26	3064	2	23	9222	2	13	2663	3	48	193178	3	54	25183	2	6	8056	3	30	4878	2	8	5200	3	33	4044	3	15	16667	2	29	3287	3	11	38333	1	25	4202	4	18	3778	4	55	3377	4	41	8703	3	50	5075	2	21	450612	1	35	2853	4	5	6899	3	52	22940	2	7	3412	3	56	585918	3	19	4066	3	49	68941	1	38	1394	2	43	3889	2	53	5528	3	9	9331	2	47	6381	3	17	2720	3	28	9843	2	22	86265	4	1	6315	2	14	64933	3	39	2955	4	2	2660	4	40	6000	3	12	16885	2	44	2523	3	34	4888	3	10	3165	3	4	3888	3	27	56132	1	36	5648	3	45	1656	2	59	7039	1	60	4680	2	57	8250	1	62	2841	1	61	7047	2	58	2972	US	104	2675	153	1	2	4	5	4	6	6	4	5	4	3	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	3	2	1	13	1	4	1	3	2	1	2		0	0	0	0	0	0	0	0	0
