Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	Q43A	Q43I	Q43E	Q44A	Q44I	Q44E	Q45A	Q45I	Q45E	Q46A	Q46I	Q46E	Q47A	Q47I	Q47E	Q48A	Q48I	Q48E	Q49A	Q49I	Q49E	Q50A	Q50I	Q50E	Q51A	Q51I	Q51E	Q52A	Q52I	Q52E	Q53A	Q53I	Q53E	Q54A	Q54I	Q54E	Q55A	Q55I	Q55E	Q56A	Q56I	Q56E	T1A	T1I	T1E	T2A	T2I	T2E	T3A	T3I	T3E	T4A	T4I	T4E	T5A	T5I	T5E	T6A	T6I	T6E	country	introelapse	testelapse	surveyelapse	uniquenetworklocation	screensize	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	hand	religion	orientation	race	voted	married	familysize	major	drug1	drug2	drug3	drug4	drug5	drug6	drug7	drug8	drug9
1	4	3240	2	38	2483	2	33	2565	4	56	2199	3	1	5977	3	32	2750	3	39	2168	2	9	3752	4	42	2499	4	23	4483	2	47	2932	3	44	2433	2	46	2968	4	3	3977	3	48	5498	2	19	4234	3	13	5282	4	11	1916	2	52	2767	4	21	2216	3	25	3902	4	24	2266	3	17	4569	3	14	2737	3	10	3448	2	6	5083	2	34	3686	3	53	3067	3	15	4249	2	51	2717	3	43	3267	4	27	5952	4	22	3535	4	41	2898	4	7	2835	3	35	1981	3	54	3834	4	45	4350	3	30	4485	4	31	3000	4	55	2235	4	2	4282	4	26	2683	4	20	4017	3	29	5184	3	8	3716	3	49	3071	2	16	5182	3	40	5417	4	50	2465	3	37	2749	3	28	3165	3	18	1865	3	36	4133	2	5	5067	3	12	2502	1	58	3117	1	60	3432	2	59	2933	1	57	5220	2	61	5101	1	62	6302	US	6	222	171	1	1	5	6	7	3	4	2	6	1	3	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	3	2	2	1	28	1	2	1	6	1	1	1	History	3	0	0	0	0	0	0	1	1
3	2	3765	2	13	3046	3	1	5939	4	38	1484	4	16	1868	4	35	1402	3	19	2083	4	8	2045	4	24	1382	3	27	2283	3	26	3616	3	30	4118	4	9	1486	4	32	3433	3	47	5185	3	52	4236	3	14	4719	4	23	1348	4	28	2235	3	31	5500	2	41	2433	3	36	2533	3	33	7710	4	7	2797	3	49	1911	4	25	1450	2	6	3985	3	51	4481	2	42	2382	3	37	5531	4	39	3633	2	55	3634	3	11	5271	2	50	5887	4	17	1297	2	18	4234	3	12	6164	2	45	4969	2	43	2778	3	21	9699	4	3	3148	3	29	6465	4	34	2702	4	15	5219	3	4	3498	2	10	3683	2	46	2131	4	48	3549	4	20	3669	3	56	1784	3	5	6222	4	44	2455	4	40	1418	3	54	6162	3	53	8935	4	22	1487	1	59	2767	1	61	2932	2	57	4134	2	58	7299	2	62	2413	2	60	1667	US	4	228	185	1	1	7	3	7	4	6	5	7	2	6	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	2	1	51	1	4	1	1	1	2	4	Comparative Literature  	0	0	0	0	0	0	2	0	0
2	33	4687	3	38	5632	1	39	5547	4	35	2734	3	20	14784	4	31	2050	3	3	5405	3	55	2597	1	18	4448	3	42	6463	1	21	5298	3	7	6899	2	41	4087	3	26	12001	3	48	7700	2	15	11534	2	10	14516	4	13	10002	2	54	4570	2	45	11215	3	11	3450	4	27	11919	3	9	9847	4	2	3769	2	30	5113	2	53	174800	2	6	9361	3	56	10097	2	4	10050	2	47	10254	2	36	6514	3	49	4735	3	28	8864	3	32	5615	2	16	20819	3	23	5502	3	29	4871	2	50	6365	1	51	7150	3	12	7666	3	52	5516	3	17	9866	4	46	2465	4	44	3501	4	40	7536	4	8	4315	2	34	10865	3	37	10404	4	1	6365	4	5	2431	2	22	7167	4	24	2903	4	43	3484	2	14	5665	3	19	5535	4	25	2746	2	62	15354	1	61	3836	2	60	10343	1	59	6605	2	57	3219	2	58	11450	US	60	611	309	1	1	2	5	7	5	6	5	6	2	5	2	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	3	3	2	1	23	1	6	5	6	1	1	3	Environmental Studies, Geography	1	0	0	0	0	0	1	1	0
1	37	3902	1	52	2715	2	3	2722	3	10	1680	2	25	1763	4	31	2858	3	13	1841	2	27	2175	2	22	2287	2	18	2159	2	8	2285	3	4	1767	1	14	1872	4	45	2352	3	53	2254	4	56	1782	1	30	2467	4	9	1736	2	36	2029	3	41	1819	1	6	1856	3	47	1683	3	15	2327	4	43	1932	2	42	1673	3	39	3103	1	32	1761	3	21	2214	2	24	3029	1	49	2158	2	2	4254	3	33	2035	3	40	2137	2	1	4439	2	46	1978	2	11	1721	2	34	2657	1	38	2515	1	5	2788	1	19	2172	3	23	2871	2	50	2424	3	35	2205	2	26	3059	3	7	2352	4	48	1635	3	44	1851	1	55	1736	4	17	4680	2	54	2271	4	20	2644	2	29	1990	4	28	1623	3	12	1946	3	16	3878	2	51	2446	2	62	1673	2	59	2072	2	58	3255	1	57	2238	2	61	3718	2	60	2240	US	66	148	140	1	1	2	1	6	7	5	5	6	1	3	3	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	3	1	1	21	1	1	3	6	2	1	2	Creative writing and cognitive science	0	0	0	0	0	0	2	0	0
1	35	4259	2	43	3104	1	18	6115	3	24	4102	2	16	1840	2	15	3167	3	14	3713	2	32	2620	2	33	6863	3	20	6958	2	3	3743	2	39	6209	2	47	3479	3	27	4820	3	9	8049	4	8	4882	2	6	10357	4	55	5725	3	51	4196	4	36	3837	4	29	3619	2	10	11809	3	7	4570	3	41	3962	3	23	5241	4	49	5459	2	25	11059	3	53	7159	1	56	2963	1	48	2948	2	4	3853	3	2	10295	3	34	6115	2	17	3634	1	19	5725	2	50	3198	1	28	5959	1	12	5241	1	52	5085	2	13	12682	3	31	2994	2	44	8657	3	38	8252	3	42	7113	2	45	7784	2	1	8998	3	11	6801	2	54	4633	3	30	6426	3	46	3057	2	40	3088	2	5	4898	2	37	4071	3	26	6068	3	22	7285	4	21	2589	2	61	5662	2	62	10950	2	58	10109	1	57	5254	1	59	9203	2	60	4321	US	4659	357	1653	1	2	2	1	6	5	5	3	6	1	5	5	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	2	1	30	1	6	1	6	1	2	1	psychology 	2	0	0	0	0	0	2	2	0
2	4	3631	2	3	3669	4	37	2915	4	45	1998	2	42	2901	2	6	2235	3	43	3536	3	30	3028	3	41	2849	2	11	2349	2	5	2766	3	8	2515	2	24	2251	3	49	5181	3	29	5066	3	54	2965	1	28	2800	2	26	2217	2	23	4767	3	50	2500	1	39	2104	2	46	2384	3	1	4810	3	22	3166	2	16	2348	3	9	35519	2	56	3533	2	14	3316	3	40	2215	2	18	2788	3	12	2796	3	36	1966	4	7	2414	2	17	2581	3	31	1590	2	35	2017	2	44	2362	2	25	5733	2	32	6015	3	19	2711	4	55	3882	2	47	5365	3	33	2482	4	53	3952	1	15	2685	3	38	2447	3	13	4621	2	48	4037	2	27	4300	3	20	2071	2	10	2400	3	51	1885	3	21	1482	3	2	20445	3	52	3333	3	34	1218	1	58	4198	1	59	6167	2	57	3030	1	61	3986	2	60	11147	2	62	3349	US	13	254	204	1	1	3	1	4	4	7	5	6	4	6	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	3	1	34	1	1	2	6	1	1	1	Psychology 	3	0	0	0	0	0	2	0	0
2	11	6520	3	54	2727	3	19	3909	4	30	2328	1	46	2793	4	12	2412	3	47	2660	3	13	4076	4	2	3952	3	56	5555	2	55	3409	4	16	4392	1	29	3692	2	3	7527	3	27	6901	4	17	2959	2	20	8398	2	10	3575	2	50	8631	1	36	3542	1	42	2927	3	48	2910	3	4	4324	1	24	3993	2	9	3343	2	40	4788	1	49	5422	3	22	4158	2	44	2895	1	52	2876	2	28	5455	3	5	4757	3	25	7517	1	21	5238	3	1	10341	3	15	4357	1	7	3610	3	45	9779	2	39	9180	4	18	4990	2	31	7234	1	34	5740	4	41	7800	3	26	7866	3	23	5371	3	37	3010	3	43	2577	3	14	3457	3	6	5853	3	51	2445	3	8	4456	3	33	6302	4	35	2194	4	53	3876	4	38	5039	3	32	4391	2	60	4207	1	59	14303	2	62	5687	2	61	7950	1	57	7661	2	58	3625	US	17	315	197	1	1	2	5	7	6	6	3	6	2	4	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	3	2	1	63	1	2	1	6	1	3	5	Design	0	0	0	0	0	0	0	0	0
2	56	3375	2	5	3857	3	9	4006	3	29	3206	3	11	4577	3	26	1841	3	31	1550	2	1	9577	2	36	5135	2	33	2729	2	35	3041	3	49	2410	1	38	1671	3	37	4786	4	51	3793	3	18	3848	3	45	12569	3	44	2888	3	28	7546	2	52	3734	3	40	2640	3	10	1784	3	24	6728	4	15	3057	3	2	4070	3	54	4192	3	19	5537	2	17	9592	3	53	8410	3	43	3224	3	8	4442	3	30	9497	3	47	4289	2	34	4743	4	20	1856	2	7	7607	3	12	2550	1	25	4847	3	4	2912	3	39	7471	3	22	2823	2	50	3320	4	23	4391	4	16	3567	2	41	5287	4	21	1824	2	48	4366	4	3	5017	3	13	5305	3	55	1926	4	6	2136	3	46	1695	3	42	1424	3	14	3136	3	27	4229	4	32	1473	1	59	4704	1	60	3607	2	57	7040	1	61	2384	1	62	6593	2	58	2359	US	2	264	253	1	2	2	5	3	6	5	7	7	6	5	3	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	2	2	1	28	1	1	2	6	1	1	3	massage therapy	2	0	0	0	0	0	2	1	0
3	33	2422	4	40	3983	3	18	3906	4	19	5207	3	49	2274	3	1	9058	3	13	3283	4	41	2292	4	14	3430	3	21	4898	2	27	3824	4	29	2167	3	4	2442	3	37	2975	3	31	3797	4	26	2758	1	48	7225	3	34	1960	2	15	4194	2	30	4116	2	39	3423	3	54	2687	3	51	3597	4	3	6123	3	55	4281	3	32	6028	2	8	3234	3	5	8766	2	20	4692	2	53	4713	3	12	5400	1	45	2623	3	43	6718	2	35	5215	3	17	2769	3	44	2250	2	23	4532	4	7	6481	2	56	4492	3	24	6039	3	10	2651	2	6	3934	4	46	2059	4	36	4339	3	42	2616	4	52	2476	4	9	1774	4	28	2709	4	47	5772	4	2	4123	4	50	2635	4	25	2134	4	11	2198	4	38	5175	4	16	4732	4	22	2708	1	62	3598	2	61	10216	2	60	7083	1	57	13292	2	58	3657	2	59	2948	US	2	264	234	1	1	6	2	3	5	7	6	7	5	6	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	3	2	2	1	26	1	4	1	6	2	1	3	Nursing	3	3	0	2	0	0	2	3	0
2	26	3316	2	47	3814	3	33	3585	3	39	2065	2	18	3649	3	54	2682	3	5	3900	2	24	2281	2	32	7416	3	20	14020	2	51	2234	3	13	2665	2	53	6618	3	4	2898	3	22	3586	4	28	4000	3	7	2951	2	27	3985	3	8	3317	2	21	2715	3	2	4280	2	3	2619	2	10	4050	3	44	2965	3	6	2065	3	50	2731	2	52	5266	3	41	2446	2	43	3002	2	31	3866	3	42	3753	3	48	4053	3	16	2966	3	29	6534	2	49	8302	3	38	2352	2	34	4068	1	25	5036	2	37	8766	2	45	5487	2	15	5185	3	46	8083	3	23	4416	3	1	6762	2	17	3016	2	9	2418	3	35	2782	3	30	3618	3	36	2767	3	55	1852	2	56	2531	2	14	3550	2	12	5067	2	11	4416	2	19	5017	3	40	1702	2	59	8434	1	62	4701	2	60	5749	1	61	5452	1	57	4704	2	58	6649	US	233	266	224	1	1	6	1	5	3	5	4	6	2	7	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	2	2	1	27	1	1	1	6	2	1	2	Dentistry	2	0	0	3	0	0	1	0	0
1	48	5916	1	12	2523	1	28	4180	3	53	6229	3	27	2931	3	7	2317	2	40	3022	2	52	3998	2	43	2067	1	30	4165	1	4	6417	3	10	4725	2	51	3942	4	32	11202	4	44	3349	4	56	6733	3	38	10357	2	47	6221	4	36	4742	4	33	2842	4	49	3725	2	3	24093	2	46	9547	4	29	3672	4	14	3262	2	39	6088	3	45	7253	4	23	13313	3	13	3597	2	22	3897	3	25	3714	4	21	5372	3	37	3702	4	9	4043	4	6	2683	2	41	5875	3	42	8017	1	26	7954	4	15	6904	4	50	3557	4	54	2388	4	16	5085	2	18	8227	2	17	6400	1	8	6590	2	31	5315	3	24	2938	4	55	4172	4	35	5442	4	20	6584	2	5	4363	3	1	9942	3	19	2535	1	34	6616	1	2	8803	4	11	1948	2	62	4269	2	61	9128	1	59	9783	1	60	4883	1	58	8409	2	57	8227	US	3	360	192	1	1	2	6	6	6	2	6	6	3	5	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	1	1	26	1	1	1	6	1	1	2	Sport management	2	0	0	0	0	0	3	0	0
2	33	7653	3	30	2900	3	35	3865	3	23	2366	3	32	2464	4	8	4516	3	52	2602	2	47	2429	2	45	4052	3	12	3069	3	51	3465	4	36	2550	1	31	2751	3	54	8354	3	53	5164	2	19	3498	3	13	7067	3	50	3400	4	43	4560	2	46	3366	2	9	4434	2	16	2834	3	15	3534	4	17	3102	2	28	5381	3	37	16269	2	34	3133	1	6	6334	2	18	4850	4	25	2499	4	1	7815	2	41	6552	3	40	4367	1	2	7599	3	22	2332	3	27	3033	4	4	5851	2	56	4684	1	20	7153	1	44	4234	3	3	11134	2	29	12486	4	42	30524	4	38	223517	2	55	8650	4	21	2299	3	5	7985	4	24	2766	4	14	3799	4	48	2101	4	10	2834	4	7	6280	4	11	1765	4	39	3200	3	49	10487	4	26	2103	1	62	7583	2	59	3717	2	57	5551	2	60	4154	2	61	5233	2	58	2727	US	2682	548	1361	1	1	6	1	5	7	6	3	6	2	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	2	1	53	1	1	1	6	2	2	1	Art	1	0	0	0	0	0	2	1	0
2	27	3152	2	44	2188	4	21	2467	3	17	2413	2	5	3237	3	28	2018	3	7	2838	2	40	1900	3	52	2061	2	32	3662	4	24	2402	3	1	5549	3	3	12492	4	46	3661	3	53	5303	4	2	4371	4	11	6100	3	23	2518	4	51	3362	3	6	3166	3	55	5863	2	13	2560	3	41	3170	3	38	21225	4	25	3820	4	30	5454	4	20	2834	3	34	3440	2	33	3458	3	47	3396	4	45	4004	4	37	7883	4	36	2752	4	15	3458	4	22	2270	2	26	5690	2	50	2836	3	48	5636	2	16	3573	2	19	2787	2	10	3405	3	29	5470	3	42	5756	3	43	5167	3	56	13160	2	49	2267	1	39	4987	3	18	2969	2	31	4086	4	35	2617	2	54	3111	3	12	2812	3	8	4952	3	14	51088	2	9	14046	4	4	2486	1	62	4187	2	59	5436	2	58	11368	1	60	4738	2	57	6778	2	61	3018	US	7	335	443	2	2	2	4	6	5	6	7	6	4	6	2	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	4	3	1	1	59	1	1	1	6	1	2	5	Engineering	0	0	0	0	0	0	0	0	0
2	28	3766	2	12	2584	4	8	3458	3	27	2193	4	42	1897	2	15	1807	3	40	2041	3	45	2724	3	55	2192	3	21	3333	2	11	4450	2	34	2533	2	41	1950	4	7	5802	3	26	3372	2	10	3682	3	33	3358	2	44	2200	3	37	2324	3	19	3617	3	46	2382	3	53	2125	3	9	3249	4	17	3452	3	14	2253	3	30	4375	3	52	2524	4	39	2901	1	50	2550	3	16	2499	3	43	2777	4	13	2805	3	23	3371	4	6	3445	2	4	4318	4	5	2115	2	31	3315	3	2	7923	1	22	3944	3	1	6603	3	49	2791	3	18	4847	3	51	3423	3	29	3790	3	47	4658	3	25	2976	2	36	1991	2	35	4883	4	54	3181	2	48	2884	2	32	3191	2	56	2950	2	20	2041	3	3	4519	4	24	5490	4	38	2040	2	58	3048	1	60	5856	2	61	11908	2	59	4666	1	62	6083	1	57	3291	US	633	220	193	1	1	6	2	7	2	6	4	5	1	7	4	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	3	3	2	1	40	1	6	1	6	1	2	2	Finance 	2	0	0	0	0	0	2	1	0
2	47	9229	2	51	2773	2	12	5061	3	52	2740	3	3	1980	3	55	2289	2	31	5549	2	10	2683	4	2	4211	4	25	2870	1	11	4912	3	45	2699	2	42	4477	3	14	5688	3	32	5400	3	38	5279	2	4	7110	4	28	2507	3	30	3110	3	37	3750	2	50	3038	4	1	8090	3	19	2773	3	41	3127	3	9	3267	3	34	7496	3	24	4469	3	17	3960	3	39	3804	2	46	3288	4	18	5432	3	21	3916	4	20	4151	3	16	3717	4	35	1954	3	44	3207	2	56	7264	3	36	5334	3	40	5098	4	29	5127	3	43	2590	3	23	6149	3	5	5287	3	49	5145	3	26	6316	2	33	2050	3	27	5306	3	15	5301	4	53	5804	3	13	3220	3	7	4046	2	22	2644	4	6	2402	3	48	4116	3	54	8048	3	8	2936	2	60	4232	1	58	4248	2	62	3479	2	57	5631	2	59	9534	2	61	2561	US	6	275	149	1	2	7	2	7	2	5	2	5	1	6	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	2	1	49	1	4	1	6	1	1	2	Forestry	0	0	0	0	0	0	2	3	0
3	14	4006	3	19	2700	3	29	3600	4	15	2768	3	11	4267	4	43	2469	3	49	2614	3	36	2666	3	38	2496	3	52	3317	2	12	3460	3	26	3559	3	37	2866	3	32	12652	2	24	4566	3	5	4882	3	18	4632	2	53	2750	3	42	3282	3	56	3335	2	7	4817	3	34	3784	3	33	3949	3	50	4134	3	27	3230	2	31	4648	3	2	8192	2	17	4385	4	6	3085	3	13	3263	3	25	4877	3	46	2983	4	8	5159	4	4	4418	4	44	3197	3	35	2282	4	16	4382	3	51	4932	4	30	3968	4	3	5401	3	23	2766	4	9	5340	3	54	3933	3	40	6066	2	47	3833	3	48	3684	3	1	6695	2	45	4235	2	39	4322	3	28	3333	3	22	3772	2	21	3162	4	20	2434	3	41	4933	2	55	28936	3	10	2167	1	62	5933	1	60	4200	1	59	6967	1	58	7979	2	61	10319	1	57	5585	US	6	293	258	1	2	5	2	7	1	6	2	6	1	7	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	4	2	2	1	65	3	6	1	6	1	2	5	French, German, Secondary Ed	0	0	0	0	0	0	1	0	0
3	4	14128	2	53	5165	4	12	3921	4	56	2765	2	29	5621	4	14	2935	4	7	3186	4	45	2482	3	21	7753	4	52	3920	3	42	3706	4	51	2715	4	41	6338	3	47	7901	2	34	8935	3	15	7944	1	13	7617	4	32	2565	1	19	7568	1	31	4772	1	48	4334	2	17	8517	4	43	5490	4	54	6867	1	11	3528	2	35	7567	2	37	5012	1	55	7486	1	24	2825	2	39	9658	4	25	5339	3	50	4786	4	20	9830	1	9	5841	3	23	4713	1	10	5752	3	28	4113	1	40	5718	2	18	16132	1	22	4989	4	38	4614	1	36	5416	4	49	4498	4	33	5096	3	6	20983	3	8	6405	3	27	8317	3	16	5220	4	1	14582	4	30	2515	2	5	12756	4	26	4467	4	2	3556	4	44	7699	4	46	8382	3	3	6066	1	58	3814	1	60	7734	2	57	7297	2	59	5101	2	62	3508	2	61	3709	US	14	392	515	1	1	6	5	7	7	7	1	7	5	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	2	1	48	1	1	2	6	1	3	2	Art	1	0	0	0	3	3	2	1	0
3	11	4084	3	29	3549	3	37	5566	2	23	4370	2	9	3299	3	10	2799	2	22	5099	2	52	2968	3	26	3066	3	3	14401	3	54	7067	2	12	5750	3	25	1892	3	39	6690	3	27	2650	2	56	4665	3	8	6949	3	5	13941	3	40	2310	2	15	4883	2	18	3417	2	41	3055	4	20	5248	3	17	3883	3	32	3215	3	44	14676	2	21	5233	3	51	3593	3	24	3907	3	46	3450	3	45	2174	3	2	5549	2	36	4162	3	43	7334	2	55	2268	3	30	3184	2	4	4683	4	49	6200	4	1	8213	4	48	5918	3	16	2734	3	50	11153	2	13	14666	3	47	6148	2	33	4684	2	28	2615	3	34	5767	3	35	4355	2	53	5434	3	38	3710	2	19	4267	4	31	2817	3	42	2933	3	7	8117	1	6	5725	4	14	6067	2	62	4575	1	57	5613	1	61	5431	1	59	10964	2	60	8667	1	58	4220	US	4	336	169	1	2	5	3	5	6	5	1	5	5	2	3	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	4	2	2	1	30	3	1	1	6	1	2	3	engineering	3	0	0	0	0	0	2	1	0
2	15	17842	3	3	4440	3	36	9639	3	25	2695	2	18	3636	3	10	19738	3	28	7319	2	39	5956	3	2	7786	3	17	9074	3	43	4527	3	33	3500	3	40	6435	2	53	12681	2	32	14015	1	1	7823	3	5	8180	3	44	3357	3	54	6504	2	47	3607	1	11	3942	3	12	3988	2	45	7414	2	7	16652	1	56	6752	3	38	26743	2	27	4172	2	13	10711	2	50	5675	2	19	3280	3	34	9840	3	51	3510	3	35	7970	2	46	10167	2	16	18204	1	22	3319	2	24	6407	1	49	6841	1	37	4364	1	48	6466	2	20	5583	2	52	6791	3	29	2973	4	14	9005	2	23	5295	3	8	4920	2	41	7251	3	31	5034	4	42	4180	3	21	4460	4	30	4088	3	55	4413	4	4	2437	3	6	8729	3	9	11846	3	26	2178	1	60	111851	1	62	5621	2	59	9767	1	61	5484	1	58	26609	2	57	6513	US	5	581	227	1	2	6	1	5	4	7	1	7	3	3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	4	3	2	1	50	1	1	1	6	1	2	1	International Development	3	2	0	0	2	2	2	2	0
4	42	12912	2	37	6086	3	53	23915	4	10	2555	2	26	2680	3	30	2202	2	4	6163	3	40	4031	3	8	2580	2	28	6342	4	11	3461	3	13	2809	2	55	5691	3	7	10971	2	51	3832	4	41	13414	1	14	4751	3	22	2675	1	2	7022	3	36	3910	1	9	3809	2	18	4458	3	45	4271	1	46	3919	1	47	2141	1	35	3871	1	54	2455	2	50	4853	4	23	2929	4	33	2183	4	38	3582	4	15	2640	4	21	2613	4	27	2839	4	52	8131	4	20	2271	4	6	3446	3	32	9795	4	34	4650	2	12	4827	3	44	2472	4	48	4785	3	43	5061	2	17	4106	2	39	4935	2	3	6415	2	29	6694	2	56	5552	2	49	3417	2	25	2348	3	16	4752	3	31	6593	2	24	2718	3	1	8353	3	19	17014	2	5	2909	2	57	13703	2	58	8738	1	60	7877	2	59	6189	1	62	5471	1	61	3369	NONE	49	341	303	1	2	5	5	3	4	6	3	2	4	4	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	3	1	24	1	2	2	6	1	1	1	Cognitive Science, Philosophy	3	0	0	3	2	2	2	2	0
3	8	9079	4	26	2161	4	14	3351	3	35	2941	2	56	3329	3	49	4658	4	55	2293	4	39	2552	3	5	2810	4	43	2940	2	16	4713	4	46	2512	4	36	1921	4	34	5554	2	4	3440	3	2	466635	3	37	7948	2	48	2746	3	47	2513	1	12	4807	3	41	7378	2	27	3479	3	45	3601	4	3	3475	3	50	2403	2	21	4011	3	52	6138	2	40	5212	2	51	2380	2	24	4350	3	25	3904	3	7	4591	3	20	4830	1	6	3988	3	18	2426	4	42	2995	3	38	3742	1	30	7777	1	32	5717	2	33	3553	2	11	2885	2	23	5996	3	29	5350	2	13	7841	1	10	6395	4	1	3407	1	22	2802	4	9	4707	4	44	2886	3	31	2932	3	15	2980	4	19	3401	4	17	2007	3	54	6400	2	28	8237	4	53	1927	1	61	2909	1	59	5808	1	60	8446	2	57	7279	1	62	5281	1	58	2559	US	2	728	132	1	2	7	5	3	3	6	3	5	7	3	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	4	3	2	1	32	1	6	1	6	1	2	0	Biology	1	0	0	0	0	0	2	0	0
3	11	1764	3	31	1800	3	18	2716	4	12	2069	3	32	1683	3	17	2616	4	39	2722	3	49	1380	3	1	5703	4	51	1617	3	37	8602	3	44	1535	3	35	2432	3	45	4135	2	33	2216	3	38	3115	1	7	4148	2	52	2268	3	34	4984	2	24	2612	1	6	3001	2	13	2783	3	15	2849	2	29	4382	2	14	4385	1	20	5133	2	30	2734	2	8	4517	3	27	2031	3	26	1985	3	50	2452	3	5	4083	4	53	2616	3	19	3602	3	42	2315	2	2	3998	4	47	1916	1	36	3985	2	43	5582	2	48	5118	3	40	2128	3	25	3287	3	22	2283	3	46	2982	2	55	3017	2	9	2601	3	54	1564	2	56	3452	4	23	2633	3	4	2699	3	3	3652	2	10	3165	3	16	2117	3	41	4352	3	21	4365	3	28	1636	1	60	2132	1	58	4282	1	57	8001	2	59	4084	1	62	5870	2	61	5015	US	3	206	187	1	1	6	5	4	2	7	3	6	5	5	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	2	2	1	31	1	1	1	7	1	1	2	Law	3	0	0	0	0	0	2	1	0
3	54	4398	3	9	2531	2	38	2936	4	4	2678	2	20	1914	2	12	3960	2	45	2654	2	55	1980	2	13	1845	3	42	3343	1	17	2982	3	44	2384	2	39	1856	3	28	3386	3	10	2711	3	34	2678	2	30	5388	2	3	4275	3	35	2882	3	37	3836	1	7	3195	3	49	2339	2	29	3431	2	6	3870	2	51	2159	3	41	3994	2	25	4028	2	5	6165	3	2	3746	2	16	9585	3	27	4174	3	18	3678	3	33	1687	3	31	3342	3	22	2093	2	50	5468	3	23	3105	2	52	7965	3	26	3262	3	56	4737	3	53	2509	2	1	7997	3	32	3993	3	46	3634	2	36	3789	3	11	2385	2	8	3015	3	47	3004	4	43	6861	3	14	2632	3	19	2687	3	40	2588	4	24	2407	3	21	4297	3	15	7031	4	48	2341	2	59	6772	1	61	3826	2	62	8943	1	57	4533	2	58	4984	2	60	4624	US	3	238	148	1	2	1	5	6	3	5	3	5	2	3	3	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	3	2	2	1	50	1	1	3	6	1	1	3	poli sci	1	0	0	0	0	0	3	2	0
